,R2_score
0,0.5049169422560269
1,0.401990814139902
2,0.5278568044779659
3,0.5151427769443784
4,0.5756198800191245
5,0.24659163896603398
6,0.5136265017914301
7,0.4625287962665149
8,0.3478324368401269
9,0.7109506445326973
10,0.6109616910032898
11,0.4023899697518424
12,0.42454009936316306
13,0.5668531188824744
14,0.39642398994423755
15,0.3243946502115973
16,0.6840026534384978
17,0.4093316104493422
18,0.5400352119895923
19,0.5934556121728274
20,0.5810075119088163
21,0.5760444382397356
22,0.41204108298526454
23,0.6492118815832227
24,0.35913419257234813
25,0.5772225477423866
26,0.5651094699629076
27,0.27244255076521395
28,0.3767561052896089
29,0.39051263070380127
30,0.49982834143957944
31,0.7101572693780169
32,0.6986560420376304
33,0.510689009525461
34,0.4833414706667726
35,-0.15717466657206258
36,0.5249076872501297
37,0.4820664202727988
38,0.4531770941579497
39,0.5256826696296535
40,0.5070172861564534
41,0.4807299269892955
42,0.49298897929370333
43,0.6491252877707512
44,0.37842397174780296
45,0.6172317338819298
46,0.5890785660672853
47,0.6668097217547602
48,0.5833925188192481
49,0.5231882692313126
50,0.224685701427073
51,0.3439774480904205
52,0.4440012422179779
53,0.624411883833283
54,0.11325377575308548
55,0.617645354844465
56,0.5765283012607243
57,0.49271139205983083
58,0.4418255676108699
59,0.5512673291519139
60,0.498496259273292
61,0.5062319178482431
62,0.19452512296205593
63,0.5943624030296657
64,0.5394840832586989
65,0.4302779037087099
66,0.6715222440258342
67,0.2850341597375404
68,0.48747339842249016
69,0.5479658160315468
70,0.451630387727041
71,0.35952783785797937
72,0.5836949913636367
73,0.5064340161139329
74,0.5162826737529329
75,0.3836490790719954
76,0.3215252126897854
77,0.5913084964901771
78,0.46036821992411703
79,0.500445661348103
80,0.4643457631272023
81,0.5451275308671644
82,0.23667724460033823
83,0.48222944212172236
84,0.5251844994869581
85,0.5497699709954825
86,0.4395686092987403
87,0.48345246651891105
88,0.4897244074726739
89,0.5614174072044404
90,0.5066777287206108
91,0.29468821646467525
92,0.5662016502623416
93,0.5780664317612992
94,0.4693027869760087
95,0.470371197783786
96,0.5165940547488574
97,0.39611999625731165
98,0.5755311372533458
99,0.4416561606977254
