,R2_score
0,0.8559287178665451
1,0.7799311469829997
2,0.8457741687051948
3,0.8141681644016463
4,0.830165838076143
5,0.7598300725462026
6,0.8053236612870518
7,0.7923368629559904
8,0.7996900327555869
9,0.77043000658034
10,0.8526241813336537
11,0.8345207572021563
12,0.7997317484725356
13,0.8588163672515899
14,0.7818094827118383
15,0.8544632216827065
16,0.821739778161118
17,0.8585646322151207
18,0.8795967958262794
19,0.8313253630149104
20,0.7705654210960671
21,0.7863968657362049
22,0.8009886097362907
23,0.8382932782151751
24,0.7667457740772561
25,0.8191509616652451
26,0.8884492630244847
27,0.8337713505872364
28,0.793353243390329
29,0.8592571753781442
30,0.8576576787395872
31,0.8381204550653134
32,0.8109854878013067
33,0.8437805593639316
34,0.8084463199936857
35,0.693692806496969
36,0.8534759176051934
37,0.8204668070394433
38,0.8502389926454096
39,0.8417322845854169
40,0.8703947406638651
41,0.8653247886601833
42,0.8443752128761088
43,0.8826563715769545
44,0.8036309028394839
45,0.8751879205838011
46,0.8339983159839188
47,0.8718590414570532
48,0.8634315888816205
49,0.7922542087278901
50,0.8431959252706058
51,0.8312530058966938
52,0.8395351933664313
53,0.7977675283538052
54,0.7624208232563378
55,0.8219414038848791
56,0.8473602004300178
57,0.7757815750940275
58,0.8310378309420583
59,0.8350074697329718
60,0.8580983749188639
61,0.7962487507370253
62,0.799646504929661
63,0.8642264134714084
64,0.9008870227808828
65,0.8737519059808352
66,0.8727562673790894
67,0.8630678266644697
68,0.8850545964420355
69,0.8370479674180753
70,0.8231552263021984
71,0.7993127008336263
72,0.8383021410817194
73,0.8204516371004907
74,0.8595386903406623
75,0.7999460938182551
76,0.7911427182793218
77,0.8409843517522849
78,0.8154184454774314
79,0.7891905238643278
80,0.8058258465958286
81,0.7371749994958737
82,0.8087835083704323
83,0.829307087022852
84,0.8335265983133496
85,0.8513108197105255
86,0.8409085877099168
87,0.8105017361420903
88,0.827334152203444
89,0.8183076419841231
90,0.8430563009518145
91,0.8041077017652005
92,0.746294417060613
93,0.8575898339804892
94,0.8387079737011442
95,0.8521177631167307
96,0.8071200067793798
97,0.8502154168453925
98,0.8442999541925211
99,0.8405081778674713
