,R2_score
0,0.8529689687113235
1,0.7245916556085747
2,0.6062724289731543
3,0.7069693047882304
4,0.7139054280950294
5,0.6388743634768261
6,0.7419233587946812
7,0.7377967828691268
8,0.5343255253883232
9,0.6654137036373493
10,0.7526127031060115
11,0.6901026388180771
12,0.6752497740522261
13,0.7578245544662822
14,0.6239699799768129
15,0.6589048376530009
16,0.43087915907484753
17,0.7252228023585655
18,0.8111616517991593
19,0.7638271640821725
20,0.7682696799283254
21,0.5944303107653162
22,0.7636911245832846
23,0.7239900541938977
24,0.808915626124325
25,0.6916808879837075
26,0.6467807997462858
27,0.8007343241266682
28,0.7009327471751646
29,0.8612081508000341
30,0.8058940007914712
31,0.7313094266839033
32,0.8067261805726921
33,0.8392153987808691
34,0.7745249101357202
35,0.741836385989944
36,0.6477960592663692
37,0.7909998277963127
38,0.7573159210933705
39,0.6695982341008642
40,0.7292813379984576
41,0.7251984974403987
42,0.8108844746910859
43,0.7944488659570583
44,0.7238024858808952
45,0.822870609224425
46,0.6207090350761237
47,0.7188395957260556
48,0.4547959257472176
49,0.638228747598616
50,0.7005993774279897
51,0.7956892077946212
52,0.7318945349809417
53,0.605877988005475
54,0.6336614988209257
55,0.45801237437186904
56,0.8116915481242681
57,0.6118495800409023
58,0.7692927971900531
59,0.7204801542540715
60,0.764290140723176
61,0.7286274558057628
62,0.6468665141235327
63,0.7684093378805494
64,0.71184028077385
65,0.7508666359854419
66,0.7165037412754801
67,0.6271910719344735
68,0.7888662303603313
69,0.7109943110682997
70,0.7415104843798268
71,0.4974478546079759
72,0.793580096397753
73,0.762621426523298
74,0.7392399218392554
75,0.6779046088222664
76,0.783037685593283
77,0.7897390603021379
78,0.7706056867573219
79,0.5957883632889401
80,0.7532317114793714
81,0.6514327743833013
82,0.7475197719101581
83,0.7573902794568037
84,0.7688897504247948
85,0.8651727678603122
86,0.5605147680593476
87,0.7889320421844432
88,0.889232691538913
89,0.7305810881521642
90,0.5118451506888739
91,0.7253875922722779
92,0.8241510765523229
93,0.849029949344646
94,0.777146982607536
95,0.8443986302785393
96,0.8838843106755404
97,0.7638987973283646
98,0.7727205420434208
99,0.7352076088606116
