,R2_score
0,0.4400217419077729
1,0.21517921695895936
2,0.4233947836608567
3,0.4268494324088016
4,0.5862054542989852
5,0.32824986007599355
6,0.48444190852161206
7,0.4904115298479106
8,0.19355560542946204
9,0.49458881715422
10,0.44868114499975675
11,0.2859791760006195
12,0.3410258940991381
13,0.43046446616632306
14,0.05361603014788796
15,0.2841075253825044
16,0.43171225151080195
17,0.23398646395519296
18,0.4041597777008439
19,0.5214125005992081
20,0.4784211388476387
21,0.5283940762588704
22,0.38056474412731434
23,0.35419962316616693
24,0.30363911148529144
25,0.40177316825124476
26,0.3524628692895754
27,0.3253091706464465
28,0.2591726603550544
29,0.29552400271939394
30,0.24696966292412492
31,0.5177165049254764
32,0.4939933015970249
33,0.4980131354573074
34,0.23193241655199304
35,0.03388246878178369
36,0.4366862898790612
37,0.2882894374764473
38,0.25748833175775665
39,0.27601076237323685
40,0.078908664102747
41,0.15432732217803502
42,0.36267890970847727
43,0.3730180872639619
44,0.16051864841216756
45,0.33971363955575673
46,0.404373352741603
47,0.3184052540474642
48,0.21755077257310051
49,0.5693617357346897
50,0.19050578201245005
51,0.4539044836927283
52,0.2835347186069799
53,0.3284499356584416
54,-0.1315253019892273
55,0.37611147787018784
56,0.32790586671259725
57,0.405557512541888
58,0.41129378174052955
59,0.5080791213350002
60,0.4805730247343427
61,0.24075623207867902
62,0.07942457403268954
63,0.29606281266561774
64,0.4236214626322401
65,-0.017698441626045947
66,0.5445233846252402
67,0.18151819331795926
68,0.3610325379360778
69,0.5184955738668077
70,0.21240934916063403
71,-0.2132289055163068
72,0.42858196921797476
73,0.3403096731462122
74,0.4396157561088261
75,0.23551082029692183
76,0.31218225386426535
77,0.48145347313789233
78,0.21752875372352654
79,0.15127158947578112
80,0.5616081244778711
81,0.3732176359421495
82,0.3692869652169659
83,0.5791762979938616
84,0.31018621559385173
85,0.5731055333625464
86,0.2210278290845069
87,0.292134560128799
88,0.5099594398839725
89,0.5362513879407849
90,0.27584930907099514
91,0.2372794655187177
92,0.5181911513678467
93,0.5173955436289475
94,0.344213187244533
95,0.32090063876909036
96,0.4702126788620937
97,0.28453619780046746
98,0.5402854066756111
99,0.2736402795807341
