,R2_score
0,0.7676833649773478
1,0.6269093223325648
2,0.4062358713316627
3,0.5992237376130345
4,0.5537015357495371
5,0.29813559376503684
6,0.735245779753902
7,0.6985474020039502
8,0.3090315176711148
9,0.5647049030371787
10,0.6206723474647483
11,0.6078007569776482
12,0.6307490670524487
13,0.6578859361356795
14,0.6367403922657218
15,0.5877300795495104
16,0.26953353095349286
17,0.7035006144545755
18,0.7156548307747184
19,0.7770834913400035
20,0.7575657699314671
21,0.5147522675167873
22,0.6312592513774169
23,0.6779663595880554
24,0.7240206303035093
25,0.6438970985531289
26,0.4994592200022482
27,0.5155301123332446
28,0.6668400867556502
29,0.8017441267238061
30,0.8273604235088412
31,0.7025699981576335
32,0.8209049336553147
33,0.8148663079229659
34,0.6892680858820358
35,0.665630819580115
36,0.499097541423152
37,0.7610673632049445
38,0.7554546074411068
39,0.5460700377079629
40,0.5691609076434709
41,0.5476378682820671
42,0.6738676632918013
43,0.579525963816834
44,0.7250195508696708
45,0.8211093837046908
46,0.37181708927647006
47,0.6924608375065135
48,0.3923901128098093
49,0.4809396352353619
50,0.7504825595691069
51,0.6161009773014102
52,0.7394326091504182
53,0.5454031145693965
54,0.5294329893620942
55,0.5108853828813904
56,0.7784785461405476
57,0.5402772239069296
58,0.653721429954939
59,0.6066921142087414
60,0.7166458509394602
61,0.5391524677680795
62,0.6565009965993978
63,0.7310703208103817
64,0.6667479748025847
65,0.671920190777163
66,0.5712294968024672
67,0.5472024256794417
68,0.748254113476755
69,0.682154344194968
70,0.5349060343805494
71,0.45775585318623724
72,0.6882191938336691
73,0.7094866066940843
74,0.7224282333602178
75,0.6076512780056
76,0.7745116864660646
77,0.7768125725288317
78,0.7019929278497208
79,0.3104707234764136
80,0.6752360768609609
81,0.5214242539380335
82,0.5642379863566881
83,0.5407356749697306
84,0.6522395571222203
85,0.7694727728837112
86,0.33624506390630904
87,0.7531535138285752
88,0.673368156503319
89,0.6946578710463193
90,0.4163835730465866
91,0.6409559811229671
92,0.7597553380010977
93,0.8019485351006379
94,0.521879149992799
95,0.8388427918404212
96,0.8158345738114057
97,0.5766350351692568
98,0.674587493895253
99,0.7206844086045787
