P(E_S1) + P(E_T1),P(E_S1) + P(HOMO),P(E_S1) + P(f_S1),P(E_T1) + P(HOMO),P(E_T1) + P(f_S1),P(dDM) + P(E_S1),P(dDM) + P(E_T1),P(dDM) + P(HOMO),P(dDM) + P(dEST),P(dDM) + P(f_S1),P(dEST) + P(E_S1),P(dEST) + P(E_T1),P(dEST) + P(HOMO),P(dEST) + P(f_S1),P(f_S1) + P(HOMO),P(E_S1) / P(E_T1),P(E_S1) / P(HOMO),P(E_S1) / P(dDM),P(E_S1) / P(dEST),P(E_S1) / P(f_S1),P(E_T1) / P(E_S1),P(E_T1) / P(HOMO),P(E_T1) / P(dDM),P(E_T1) / P(dEST),P(E_T1) / P(f_S1),P(HOMO) / P(E_S1),P(HOMO) / P(E_T1),P(HOMO) / P(dDM),P(HOMO) / P(dEST),P(HOMO) / P(f_S1),P(dDM) / P(E_S1),P(dDM) / P(E_T1),P(dDM) / P(HOMO),P(dDM) / P(dEST),P(dDM) / P(f_S1),P(dEST) / P(E_S1),P(dEST) / P(E_T1),P(dEST) / P(HOMO),P(dEST) / P(dDM),P(dEST) / P(f_S1),P(f_S1) / P(E_S1),P(f_S1) / P(E_T1),P(f_S1) / P(HOMO),P(f_S1) / P(dDM),P(f_S1) / P(dEST),P(E_S1) * P(E_T1),P(E_S1) * P(HOMO),P(E_S1) * P(f_S1),P(E_T1) * P(HOMO),P(E_T1) * P(f_S1),P(dDM) * P(E_S1),P(dDM) * P(E_T1),P(dDM) * P(HOMO),P(dDM) * P(dEST),P(dDM) * P(f_S1),P(dEST) * P(E_S1),P(dEST) * P(E_T1),P(dEST) * P(HOMO),P(dEST) * P(f_S1),P(f_S1) * P(HOMO),P(E_S1) - P(E_T1),P(E_S1) - P(HOMO),P(E_S1) - P(f_S1),P(E_T1) - P(HOMO),P(E_T1) - P(f_S1),P(dDM) - P(E_S1),P(dDM) - P(E_T1),P(dDM) - P(HOMO),P(dDM) - P(dEST),P(dDM) - P(f_S1),P(dEST) - P(E_S1),P(dEST) - P(E_T1),P(dEST) - P(HOMO),P(dEST) - P(f_S1),P(f_S1) - P(HOMO)
1.0899999999999999,1.33,1.49,1.2,1.3599999999999999,1.5899999999999999,1.46,1.7,1.6099999999999999,1.8599999999999999,1.24,1.1099999999999999,1.35,1.51,1.6,1.2708333333333333,0.8472222222222222,0.6224489795918368,0.9682539682539683,0.6931818181818181,0.7868852459016393,0.6666666666666666,0.4897959183673469,0.7619047619047619,0.5454545454545454,1.180327868852459,1.5,0.7346938775510204,1.1428571428571428,0.8181818181818181,1.6065573770491803,2.0416666666666665,1.3611111111111112,1.5555555555555556,1.1136363636363635,1.0327868852459017,1.3125,0.875,0.6428571428571429,0.7159090909090909,1.4426229508196722,1.8333333333333335,1.2222222222222223,0.8979591836734694,1.3968253968253967,0.2928,0.4392,0.5367999999999999,0.34559999999999996,0.4224,0.5978,0.4704,0.7056,0.6174,0.8623999999999999,0.3843,0.3024,0.4536,0.5544,0.6335999999999999,0.13,-0.10999999999999999,-0.27,-0.24,-0.4,0.37,0.5,0.26,0.35,0.09999999999999998,0.020000000000000018,0.15000000000000002,-0.08999999999999997,-0.25,0.16000000000000003
1.4100000000000001,1.16,1.5899999999999999,1.07,1.5,1.67,1.58,1.33,1.54,1.76,1.37,1.28,1.03,1.46,1.25,1.1363636363636362,1.829268292682927,0.8152173913043478,1.2096774193548387,0.8928571428571429,0.88,1.6097560975609757,0.717391304347826,1.0645161290322582,0.7857142857142858,0.5466666666666666,0.6212121212121211,0.44565217391304346,0.6612903225806451,0.4880952380952381,1.2266666666666668,1.393939393939394,2.2439024390243905,1.4838709677419355,1.0952380952380953,0.8266666666666667,0.9393939393939393,1.5121951219512195,0.6739130434782609,0.7380952380952381,1.1199999999999999,1.2727272727272727,2.048780487804878,0.9130434782608695,1.3548387096774193,0.495,0.3075,0.63,0.2706,0.5544,0.6900000000000001,0.6072000000000001,0.3772,0.5704,0.7728,0.46499999999999997,0.4092,0.2542,0.5207999999999999,0.3444,0.08999999999999997,0.34,-0.08999999999999997,0.25000000000000006,-0.17999999999999994,0.17000000000000004,0.26,0.51,0.30000000000000004,0.08000000000000007,-0.13,-0.040000000000000036,0.21000000000000002,-0.21999999999999997,0.43
1.43,1.175,1.6,1.125,1.5499999999999998,1.65,1.6,1.345,1.51,1.77,1.3399999999999999,1.29,1.035,1.46,1.295,1.0724637681159421,1.7011494252873562,0.8131868131868132,1.2333333333333334,0.8604651162790697,0.9324324324324323,1.586206896551724,0.7582417582417582,1.15,0.8023255813953488,0.5878378378378378,0.6304347826086957,0.478021978021978,0.725,0.5058139534883721,1.2297297297297298,1.318840579710145,2.0919540229885056,1.5166666666666668,1.058139534883721,0.8108108108108107,0.8695652173913044,1.379310344827586,0.6593406593406593,0.6976744186046512,1.162162162162162,1.2463768115942029,1.9770114942528736,0.945054945054945,1.4333333333333333,0.5105999999999999,0.3219,0.6364,0.30015,0.5933999999999999,0.6734,0.6279,0.39585000000000004,0.546,0.7826,0.444,0.414,0.261,0.516,0.3741,0.050000000000000044,0.305,-0.12,0.25499999999999995,-0.17000000000000004,0.17000000000000004,0.22000000000000008,0.47500000000000003,0.31000000000000005,0.050000000000000044,-0.14,-0.08999999999999997,0.16499999999999998,-0.26,0.425
1.0,1.41,1.48,1.27,1.34,1.56,1.42,1.83,1.63,1.9,1.21,1.07,1.48,1.55,1.75,1.3255813953488371,0.6785714285714285,0.5757575757575757,0.8906249999999999,0.6263736263736263,0.7543859649122807,0.5119047619047619,0.43434343434343436,0.671875,0.4725274725274725,1.473684210526316,1.9534883720930232,0.8484848484848485,1.3125,0.923076923076923,1.736842105263158,2.302325581395349,1.1785714285714286,1.546875,1.0879120879120878,1.1228070175438598,1.4883720930232558,0.761904761904762,0.6464646464646465,0.7032967032967032,1.5964912280701757,2.116279069767442,1.0833333333333335,0.9191919191919192,1.421875,0.24509999999999998,0.47879999999999995,0.5186999999999999,0.36119999999999997,0.3913,0.5642999999999999,0.42569999999999997,0.8316,0.6336,0.9009,0.36479999999999996,0.2752,0.5376,0.5824,0.7644,0.13999999999999996,-0.27,-0.3400000000000001,-0.41,-0.48000000000000004,0.42000000000000004,0.56,0.15000000000000002,0.35,0.07999999999999996,0.07000000000000006,0.21000000000000002,-0.19999999999999996,-0.27,0.07000000000000006
1.07,1.23,1.51,1.1800000000000002,1.46,1.53,1.48,1.6400000000000001,1.46,1.92,1.05,1.0,1.1600000000000001,1.44,1.62,1.0980392156862746,0.8358208955223881,0.577319587628866,1.142857142857143,0.5894736842105264,0.9107142857142857,0.7611940298507462,0.5257731958762887,1.0408163265306123,0.5368421052631579,1.1964285714285714,1.3137254901960784,0.6907216494845362,1.3673469387755104,0.7052631578947369,1.732142857142857,1.9019607843137254,1.4477611940298507,1.9795918367346939,1.0210526315789474,0.8749999999999999,0.9607843137254901,0.7313432835820894,0.5051546391752577,0.5157894736842106,1.6964285714285712,1.8627450980392155,1.417910447761194,0.979381443298969,1.9387755102040816,0.2856,0.37520000000000003,0.532,0.3417,0.4845,0.5432,0.4947,0.6499,0.4753,0.9215,0.27440000000000003,0.2499,0.32830000000000004,0.46549999999999997,0.6365,0.050000000000000044,-0.10999999999999999,-0.3899999999999999,-0.16000000000000003,-0.43999999999999995,0.4099999999999999,0.45999999999999996,0.29999999999999993,0.48,0.020000000000000018,-0.07000000000000006,-0.020000000000000018,-0.18000000000000005,-0.45999999999999996,0.2799999999999999
1.67,1.4,0.795,1.73,1.125,1.54,1.87,1.6,0.89,0.995,0.6900000000000001,1.02,0.75,0.145,0.855,0.67,0.9178082191780823,0.7701149425287357,33.5,5.36,1.4925373134328357,1.36986301369863,1.1494252873563218,50.0,8.0,1.08955223880597,0.73,0.8390804597701149,36.5,5.84,1.2985074626865671,0.87,1.1917808219178083,43.5,6.96,0.029850746268656716,0.02,0.027397260273972605,0.022988505747126436,0.16,0.18656716417910446,0.125,0.17123287671232876,0.14367816091954022,6.25,0.67,0.48910000000000003,0.08375,0.73,0.125,0.5829000000000001,0.87,0.6351,0.0174,0.10875,0.0134,0.02,0.0146,0.0025,0.09125,-0.32999999999999996,-0.05999999999999994,0.545,0.27,0.875,0.19999999999999996,-0.13,0.14,0.85,0.745,-0.65,-0.98,-0.71,-0.105,-0.605
1.68,1.17,1.03,1.19,1.05,1.01,1.03,0.52,0.63,0.38,1.28,1.3,0.79,0.65,0.54,0.9764705882352941,2.441176470588235,4.611111111111111,1.8444444444444443,4.1499999999999995,1.0240963855421688,2.4999999999999996,4.722222222222222,1.8888888888888888,4.25,0.4096385542168675,0.4,1.888888888888889,0.7555555555555555,1.7,0.21686746987951808,0.21176470588235294,0.5294117647058822,0.39999999999999997,0.8999999999999999,0.5421686746987953,0.5294117647058824,1.3235294117647058,2.5,2.25,0.24096385542168677,0.23529411764705885,0.5882352941176471,1.1111111111111112,0.4444444444444445,0.7054999999999999,0.2822,0.166,0.28900000000000003,0.17,0.14939999999999998,0.153,0.061200000000000004,0.081,0.036,0.3735,0.3825,0.15300000000000002,0.09000000000000001,0.068,-0.020000000000000018,0.48999999999999994,0.6299999999999999,0.51,0.6499999999999999,-0.6499999999999999,-0.6699999999999999,-0.16000000000000003,-0.27,-0.020000000000000018,-0.37999999999999995,-0.39999999999999997,0.10999999999999999,0.25,-0.14
1.83,1.54,1.16,1.43,1.05,1.35,1.24,0.95,1.12,0.5700000000000001,1.71,1.6,1.31,0.9299999999999999,0.76,1.127906976744186,1.7017543859649125,2.552631578947368,1.3108108108108107,5.105263157894736,0.8865979381443299,1.5087719298245614,2.263157894736842,1.162162162162162,4.526315789473684,0.5876288659793814,0.6627906976744186,1.4999999999999998,0.7702702702702702,2.9999999999999996,0.3917525773195876,0.4418604651162791,0.6666666666666667,0.5135135135135135,2.0,0.7628865979381444,0.8604651162790697,1.2982456140350878,1.9473684210526316,3.8947368421052633,0.1958762886597938,0.22093023255813954,0.33333333333333337,0.5,0.25675675675675674,0.8341999999999999,0.5529,0.1843,0.49019999999999997,0.1634,0.3686,0.3268,0.2166,0.2812,0.0722,0.7178,0.6364,0.42179999999999995,0.1406,0.1083,0.10999999999999999,0.4,0.78,0.29000000000000004,0.6699999999999999,-0.59,-0.48,-0.18999999999999995,-0.36,0.19,-0.22999999999999998,-0.12,0.17000000000000004,0.55,-0.37999999999999995
1.45,1.3399999999999999,1.6099999999999999,1.35,1.62,1.2,1.21,1.1,1.01,1.37,1.25,1.26,1.15,1.42,1.51,0.9863013698630136,1.161290322580645,1.5,1.3584905660377358,0.8089887640449438,1.0138888888888888,1.1774193548387097,1.5208333333333333,1.3773584905660377,0.8202247191011236,0.8611111111111112,0.8493150684931507,1.2916666666666667,1.169811320754717,0.6966292134831461,0.6666666666666666,0.6575342465753424,0.7741935483870968,0.9056603773584905,0.5393258426966292,0.7361111111111112,0.726027397260274,0.8548387096774194,1.1041666666666667,0.5955056179775281,1.2361111111111112,1.2191780821917808,1.435483870967742,1.8541666666666667,1.6792452830188678,0.5256,0.44639999999999996,0.6408,0.4526,0.6496999999999999,0.34559999999999996,0.3504,0.2976,0.2544,0.42719999999999997,0.3816,0.3869,0.3286,0.4717,0.5518,-0.010000000000000009,0.09999999999999998,-0.17000000000000004,0.10999999999999999,-0.16000000000000003,-0.24,-0.25,-0.14,-0.050000000000000044,-0.41000000000000003,-0.18999999999999995,-0.19999999999999996,-0.08999999999999997,-0.36,0.27
1.33,1.44,1.6400000000000001,1.4100000000000001,1.6099999999999999,1.21,1.1800000000000002,1.29,1.01,1.49,1.1600000000000001,1.13,1.24,1.44,1.72,1.0461538461538462,0.8947368421052632,1.2830188679245282,1.4166666666666667,0.7083333333333334,0.9558823529411764,0.8552631578947368,1.2264150943396226,1.3541666666666667,0.6770833333333334,1.1176470588235294,1.1692307692307693,1.4339622641509433,1.5833333333333335,0.7916666666666667,0.7794117647058824,0.8153846153846154,0.6973684210526316,1.1041666666666667,0.5520833333333334,0.7058823529411764,0.7384615384615384,0.631578947368421,0.9056603773584905,0.5,1.4117647058823528,1.4769230769230768,1.263157894736842,1.811320754716981,2.0,0.44200000000000006,0.5168,0.6528,0.49400000000000005,0.624,0.36040000000000005,0.34450000000000003,0.40280000000000005,0.2544,0.5088,0.3264,0.312,0.3648,0.4608,0.7296,0.030000000000000027,-0.07999999999999996,-0.2799999999999999,-0.10999999999999999,-0.30999999999999994,-0.15000000000000002,-0.12,-0.22999999999999998,0.050000000000000044,-0.42999999999999994,-0.20000000000000007,-0.17000000000000004,-0.28,-0.48,0.19999999999999996
1.3199999999999998,1.44,1.63,1.38,1.5699999999999998,1.25,1.19,1.31,1.07,1.5,1.2,1.1400000000000001,1.26,1.45,1.69,1.0952380952380951,0.9199999999999999,1.232142857142857,1.352941176470588,0.7340425531914894,0.9130434782608696,0.84,1.125,1.2352941176470589,0.6702127659574468,1.0869565217391306,1.1904761904761905,1.3392857142857142,1.4705882352941175,0.797872340425532,0.8115942028985509,0.888888888888889,0.7466666666666667,1.0980392156862746,0.5957446808510639,0.7391304347826088,0.8095238095238095,0.68,0.9107142857142857,0.5425531914893618,1.3623188405797102,1.4920634920634919,1.2533333333333332,1.6785714285714284,1.8431372549019607,0.4347,0.5175,0.6486,0.47250000000000003,0.5922,0.3864,0.35280000000000006,0.42000000000000004,0.2856,0.5264,0.3519,0.32130000000000003,0.3825,0.4794,0.705,0.05999999999999994,-0.06000000000000005,-0.25,-0.12,-0.30999999999999994,-0.1299999999999999,-0.06999999999999995,-0.18999999999999995,0.050000000000000044,-0.3799999999999999,-0.17999999999999994,-0.12,-0.24,-0.42999999999999994,0.18999999999999995
1.56,1.17,1.7200000000000002,1.13,1.6800000000000002,1.29,1.25,0.86,1.08,1.4100000000000001,1.3900000000000001,1.35,0.96,1.51,1.29,1.0526315789473684,2.1621621621621623,1.6326530612244898,1.3559322033898307,0.8695652173913043,0.95,2.054054054054054,1.5510204081632653,1.288135593220339,0.8260869565217391,0.46249999999999997,0.4868421052631579,0.7551020408163265,0.6271186440677966,0.4021739130434782,0.6124999999999999,0.6447368421052632,1.3243243243243243,0.8305084745762712,0.5326086956521738,0.7374999999999999,0.7763157894736842,1.5945945945945945,1.2040816326530612,0.6413043478260869,1.15,1.2105263157894737,2.4864864864864864,1.8775510204081634,1.5593220338983051,0.6080000000000001,0.296,0.7360000000000001,0.2812,0.6992,0.392,0.3724,0.1813,0.28909999999999997,0.45080000000000003,0.472,0.44839999999999997,0.2183,0.5428,0.34040000000000004,0.040000000000000036,0.43000000000000005,-0.12,0.39,-0.16000000000000003,-0.31000000000000005,-0.27,0.12,-0.09999999999999998,-0.43000000000000005,-0.21000000000000008,-0.17000000000000004,0.21999999999999997,-0.33000000000000007,0.55
1.54,1.15,1.7000000000000002,1.15,1.7000000000000002,1.24,1.24,0.85,1.04,1.4,1.3399999999999999,1.3399999999999999,0.95,1.5,1.31,1.0,2.026315789473684,1.6382978723404256,1.3508771929824563,0.8279569892473118,1.0,2.026315789473684,1.6382978723404256,1.3508771929824563,0.8279569892473118,0.4935064935064935,0.4935064935064935,0.8085106382978724,0.6666666666666667,0.4086021505376344,0.6103896103896104,0.6103896103896104,1.2368421052631577,0.8245614035087719,0.5053763440860215,0.7402597402597402,0.7402597402597402,1.4999999999999998,1.2127659574468084,0.6129032258064515,1.2077922077922079,1.2077922077922079,2.447368421052632,1.9787234042553195,1.6315789473684212,0.5929,0.2926,0.7161000000000001,0.2926,0.7161000000000001,0.3619,0.3619,0.17859999999999998,0.26789999999999997,0.4371,0.43889999999999996,0.43889999999999996,0.2166,0.5301,0.35340000000000005,0.0,0.39,-0.16000000000000003,0.39,-0.16000000000000003,-0.30000000000000004,-0.30000000000000004,0.08999999999999997,-0.09999999999999998,-0.4600000000000001,-0.20000000000000007,-0.20000000000000007,0.18999999999999995,-0.3600000000000001,0.55
1.24,1.31,1.5899999999999999,1.35,1.63,1.115,1.155,1.225,0.935,1.505,1.02,1.06,1.13,1.41,1.7,0.9375,0.8450704225352113,1.1650485436893203,1.4285714285714286,0.6060606060606061,1.0666666666666667,0.9014084507042254,1.2427184466019416,1.523809523809524,0.6464646464646465,1.1833333333333333,1.109375,1.378640776699029,1.6904761904761905,0.7171717171717171,0.8583333333333334,0.8046875,0.7253521126760564,1.2261904761904763,0.5202020202020202,0.7,0.65625,0.5915492957746479,0.8155339805825242,0.42424242424242425,1.6500000000000001,1.546875,1.3943661971830987,1.9223300970873787,2.357142857142857,0.384,0.426,0.594,0.45439999999999997,0.6336,0.309,0.3296,0.36565,0.2163,0.50985,0.252,0.2688,0.29819999999999997,0.4158,0.7029,-0.040000000000000036,-0.10999999999999999,-0.39,-0.06999999999999995,-0.35,-0.08499999999999996,-0.125,-0.19499999999999995,0.09500000000000003,-0.475,-0.18,-0.22000000000000003,-0.29,-0.5700000000000001,0.28
1.4300000000000002,0.81,0.98,1.0,1.17,1.51,1.7000000000000002,1.08,1.24,1.25,0.97,1.1600000000000001,0.54,0.71,0.55,0.7654320987654321,3.263157894736842,0.6966292134831461,1.7714285714285716,1.7222222222222223,1.306451612903226,4.2631578947368425,0.9101123595505618,2.3142857142857145,2.2500000000000004,0.3064516129032258,0.2345679012345679,0.21348314606741572,0.5428571428571429,0.5277777777777778,1.435483870967742,1.0987654320987654,4.684210526315789,2.542857142857143,2.4722222222222223,0.564516129032258,0.4320987654320987,1.8421052631578947,0.3932584269662921,0.9722222222222222,0.5806451612903225,0.4444444444444444,1.894736842105263,0.4044943820224719,1.0285714285714287,0.5022,0.1178,0.22319999999999998,0.1539,0.2916,0.5518,0.7209000000000001,0.1691,0.3115,0.3204,0.217,0.2835,0.06649999999999999,0.126,0.0684,-0.19000000000000006,0.43,0.26,0.6200000000000001,0.45000000000000007,0.27,0.07999999999999996,0.7,0.54,0.53,-0.27,-0.4600000000000001,0.15999999999999998,-0.010000000000000009,0.16999999999999998
1.1600000000000001,0.81,0.79,0.99,0.97,1.45,1.63,1.28,1.2,1.26,0.73,0.91,0.56,0.54,0.62,0.7313432835820894,1.53125,0.5104166666666666,2.0416666666666665,1.6333333333333333,1.3673469387755104,2.09375,0.6979166666666667,2.791666666666667,2.2333333333333334,0.653061224489796,0.47761194029850745,0.33333333333333337,1.3333333333333335,1.0666666666666667,1.9591836734693877,1.4328358208955223,3.0,4.0,3.2,0.4897959183673469,0.3582089552238806,0.75,0.25,0.8,0.6122448979591837,0.4477611940298507,0.9375,0.3125,1.25,0.32830000000000004,0.1568,0.147,0.2144,0.201,0.4704,0.6432,0.3072,0.2304,0.288,0.1176,0.1608,0.0768,0.072,0.096,-0.18000000000000005,0.16999999999999998,0.19,0.35000000000000003,0.37000000000000005,0.47,0.2899999999999999,0.6399999999999999,0.72,0.6599999999999999,-0.25,-0.43000000000000005,-0.08000000000000002,-0.06,-0.020000000000000018
1.5,0.79,0.95,0.97,1.13,1.56,1.74,1.03,1.1600000000000001,1.19,0.92,1.1,0.39,0.55,0.42,0.7857142857142858,5.076923076923077,0.7333333333333334,2.5384615384615383,2.2758620689655173,1.2727272727272727,6.461538461538461,0.9333333333333332,3.2307692307692304,2.896551724137931,0.19696969696969696,0.15476190476190477,0.14444444444444446,0.5,0.4482758620689656,1.3636363636363635,1.0714285714285714,6.923076923076923,3.4615384615384617,3.1034482758620694,0.3939393939393939,0.30952380952380953,2.0,0.2888888888888889,0.8965517241379312,0.43939393939393934,0.34523809523809523,2.2307692307692304,0.3222222222222222,1.1153846153846152,0.5544,0.0858,0.1914,0.1092,0.24359999999999998,0.5940000000000001,0.756,0.117,0.234,0.261,0.1716,0.2184,0.033800000000000004,0.0754,0.0377,-0.17999999999999994,0.53,0.37000000000000005,0.71,0.55,0.24,0.06000000000000005,0.77,0.64,0.6100000000000001,-0.4,-0.58,0.13,-0.02999999999999997,0.15999999999999998
1.5299999999999998,1.65,1.3199999999999998,1.54,1.21,1.43,1.3199999999999998,1.44,1.33,1.1099999999999999,1.54,1.43,1.5499999999999998,1.22,1.33,1.1549295774647887,0.9879518072289156,1.3442622950819672,1.1388888888888888,1.64,0.8658536585365854,0.8554216867469879,1.1639344262295082,0.986111111111111,1.42,1.0121951219512195,1.1690140845070423,1.360655737704918,1.1527777777777777,1.66,0.7439024390243902,0.8591549295774649,0.7349397590361446,0.8472222222222222,1.22,0.8780487804878049,1.0140845070422535,0.8674698795180723,1.180327868852459,1.44,0.6097560975609756,0.7042253521126761,0.6024096385542169,0.819672131147541,0.6944444444444444,0.5821999999999999,0.6805999999999999,0.41,0.5892999999999999,0.355,0.5002,0.4331,0.5063,0.4392,0.305,0.5903999999999999,0.5112,0.5975999999999999,0.36,0.415,0.10999999999999999,-0.010000000000000009,0.31999999999999995,-0.12,0.20999999999999996,-0.20999999999999996,-0.09999999999999998,-0.21999999999999997,-0.10999999999999999,0.10999999999999999,-0.09999999999999998,0.010000000000000009,-0.10999999999999999,0.21999999999999997,-0.32999999999999996
1.6,1.53,0.69,1.87,1.03,0.86,1.2,1.1300000000000001,0.29000000000000004,0.29000000000000004,0.69,1.03,0.96,0.12,0.96,0.6494845360824743,0.7,2.7391304347826084,10.5,10.5,1.5396825396825395,1.0777777777777777,4.217391304347826,16.166666666666668,16.166666666666668,1.4285714285714286,0.9278350515463918,3.9130434782608696,15.000000000000002,15.000000000000002,0.3650793650793651,0.2371134020618557,0.25555555555555554,3.8333333333333335,3.8333333333333335,0.09523809523809523,0.061855670103092786,0.06666666666666667,0.2608695652173913,1.0,0.09523809523809523,0.061855670103092786,0.06666666666666667,0.2608695652173913,1.0,0.6111,0.5670000000000001,0.0378,0.873,0.058199999999999995,0.1449,0.2231,0.20700000000000002,0.0138,0.0138,0.0378,0.058199999999999995,0.054,0.0036,0.054,-0.33999999999999997,-0.27,0.5700000000000001,0.06999999999999995,0.9099999999999999,-0.4,-0.74,-0.67,0.17,0.17,-0.5700000000000001,-0.9099999999999999,-0.8400000000000001,0.0,-0.8400000000000001
1.1600000000000001,1.46,0.7000000000000001,1.52,0.76,1.05,1.1099999999999999,1.4100000000000001,0.9099999999999999,0.65,0.96,1.02,1.32,0.5599999999999999,1.06,0.9016393442622952,0.6043956043956045,1.1,1.3414634146341464,3.666666666666667,1.109090909090909,0.6703296703296703,1.22,1.4878048780487805,4.066666666666666,1.6545454545454545,1.4918032786885247,1.82,2.2195121951219514,6.066666666666667,0.9090909090909091,0.819672131147541,0.5494505494505494,1.2195121951219512,3.3333333333333335,0.7454545454545454,0.6721311475409836,0.4505494505494505,0.82,2.7333333333333334,0.2727272727272727,0.2459016393442623,0.16483516483516483,0.3,0.36585365853658536,0.3355,0.5005000000000001,0.0825,0.5551,0.0915,0.275,0.305,0.455,0.205,0.075,0.2255,0.2501,0.3731,0.06149999999999999,0.1365,-0.05999999999999994,-0.36,0.4,-0.30000000000000004,0.45999999999999996,-0.050000000000000044,-0.10999999999999999,-0.41000000000000003,0.09000000000000002,0.35,-0.14000000000000007,-0.2,-0.5,0.26,-0.76
1.83,1.6400000000000001,1.01,1.73,1.1,1.06,1.15,0.96,0.56,0.33,1.24,1.33,1.1400000000000001,0.51,0.91,0.90625,1.12987012987013,4.578947368421052,2.3513513513513513,6.2142857142857135,1.103448275862069,1.2467532467532467,5.052631578947368,2.5945945945945947,6.857142857142856,0.8850574712643678,0.8020833333333334,4.052631578947368,2.081081081081081,5.5,0.21839080459770116,0.19791666666666669,0.24675324675324675,0.5135135135135135,1.357142857142857,0.42528735632183906,0.3854166666666667,0.4805194805194805,1.9473684210526316,2.642857142857143,0.16091954022988508,0.14583333333333334,0.18181818181818182,0.736842105263158,0.3783783783783784,0.8351999999999999,0.6699,0.1218,0.7392,0.13440000000000002,0.1653,0.1824,0.1463,0.0703,0.026600000000000002,0.3219,0.35519999999999996,0.2849,0.051800000000000006,0.1078,-0.08999999999999997,0.09999999999999998,0.73,0.18999999999999995,0.82,-0.6799999999999999,-0.77,-0.5800000000000001,-0.18,0.04999999999999999,-0.5,-0.59,-0.4,0.22999999999999998,-0.63
1.55,1.57,1.4300000000000002,1.6,1.46,1.1600000000000001,1.19,1.21,0.8400000000000001,1.07,1.2,1.23,1.25,1.11,1.48,0.9620253164556962,0.9382716049382716,1.9,1.7272727272727273,1.1343283582089552,1.0394736842105263,0.9753086419753086,1.975,1.7954545454545456,1.1791044776119404,1.0657894736842106,1.0253164556962024,2.025,1.840909090909091,1.208955223880597,0.5263157894736842,0.5063291139240507,0.49382716049382713,0.9090909090909092,0.5970149253731343,0.5789473684210527,0.5569620253164557,0.5432098765432098,1.0999999999999999,0.6567164179104478,0.8815789473684211,0.8481012658227848,0.8271604938271605,1.675,1.5227272727272727,0.6004,0.6156,0.5092,0.6399,0.5293000000000001,0.30400000000000005,0.31600000000000006,0.32400000000000007,0.17600000000000002,0.268,0.33440000000000003,0.3476,0.35640000000000005,0.2948,0.5427000000000001,-0.030000000000000027,-0.050000000000000044,0.08999999999999997,-0.020000000000000018,0.12,-0.36,-0.39,-0.41000000000000003,-0.03999999999999998,-0.27,-0.32,-0.35000000000000003,-0.37000000000000005,-0.23000000000000004,-0.14
1.51,1.29,1.35,1.34,1.4,1.18,1.23,1.01,0.91,1.07,1.19,1.24,1.02,1.08,1.1800000000000002,0.9358974358974358,1.3035714285714284,1.6222222222222222,1.5869565217391304,1.1774193548387097,1.0684931506849316,1.3928571428571428,1.7333333333333334,1.6956521739130435,1.2580645161290323,0.767123287671233,0.717948717948718,1.2444444444444445,1.2173913043478262,0.903225806451613,0.6164383561643836,0.5769230769230769,0.8035714285714285,0.9782608695652174,0.7258064516129032,0.6301369863013699,0.5897435897435898,0.8214285714285714,1.0222222222222221,0.7419354838709677,0.8493150684931507,0.7948717948717948,1.107142857142857,1.3777777777777778,1.3478260869565217,0.5694,0.40880000000000005,0.4526,0.4368000000000001,0.48360000000000003,0.3285,0.35100000000000003,0.25200000000000006,0.20700000000000002,0.279,0.3358,0.3588,0.25760000000000005,0.2852,0.3472,-0.050000000000000044,0.16999999999999993,0.10999999999999999,0.21999999999999997,0.16000000000000003,-0.27999999999999997,-0.33,-0.11000000000000004,-0.010000000000000009,-0.16999999999999998,-0.26999999999999996,-0.32,-0.10000000000000003,-0.15999999999999998,0.05999999999999994
1.88,1.88,1.17,1.86,1.1500000000000001,1.025,1.0050000000000001,1.0050000000000001,0.6549999999999999,0.295,1.5299999999999998,1.51,1.51,0.7999999999999999,1.1500000000000001,1.021505376344086,1.021505376344086,12.666666666666666,1.6379310344827587,4.318181818181818,0.9789473684210527,1.0,12.4,1.6034482758620692,4.2272727272727275,0.9789473684210527,1.0,12.4,1.6034482758620692,4.2272727272727275,0.07894736842105263,0.08064516129032258,0.08064516129032258,0.12931034482758622,0.3409090909090909,0.6105263157894737,0.6236559139784945,0.6236559139784945,7.733333333333333,2.6363636363636362,0.23157894736842105,0.23655913978494622,0.23655913978494622,2.9333333333333336,0.37931034482758624,0.8835,0.8835,0.209,0.8649000000000001,0.2046,0.07125,0.06975,0.06975,0.0435,0.0165,0.5509999999999999,0.5394,0.5394,0.1276,0.2046,0.019999999999999907,0.019999999999999907,0.73,0.0,0.7100000000000001,-0.875,-0.8550000000000001,-0.8550000000000001,-0.505,-0.14500000000000002,-0.37,-0.3500000000000001,-0.3500000000000001,0.36,-0.7100000000000001
