P(E_S1) + P(E_T1),P(E_S1) + P(HOMO),P(E_S1) + P(f_S1),P(E_T1) + P(HOMO),P(E_T1) + P(f_S1),P(dDM) + P(E_S1),P(dDM) + P(E_T1),P(dDM) + P(HOMO),P(dDM) + P(dEST),P(dDM) + P(f_S1),P(dEST) + P(E_S1),P(dEST) + P(E_T1),P(dEST) + P(HOMO),P(dEST) + P(f_S1),P(f_S1) + P(HOMO),P(E_S1) / P(E_T1),P(E_S1) / P(HOMO),P(E_S1) / P(dDM),P(E_S1) / P(dEST),P(E_S1) / P(f_S1),P(E_T1) / P(E_S1),P(E_T1) / P(HOMO),P(E_T1) / P(dDM),P(E_T1) / P(dEST),P(E_T1) / P(f_S1),P(HOMO) / P(E_S1),P(HOMO) / P(E_T1),P(HOMO) / P(dDM),P(HOMO) / P(dEST),P(HOMO) / P(f_S1),P(dDM) / P(E_S1),P(dDM) / P(E_T1),P(dDM) / P(HOMO),P(dDM) / P(dEST),P(dDM) / P(f_S1),P(dEST) / P(E_S1),P(dEST) / P(E_T1),P(dEST) / P(HOMO),P(dEST) / P(dDM),P(dEST) / P(f_S1),P(f_S1) / P(E_S1),P(f_S1) / P(E_T1),P(f_S1) / P(HOMO),P(f_S1) / P(dDM),P(f_S1) / P(dEST),P(E_S1) * P(E_T1),P(E_S1) * P(HOMO),P(E_S1) * P(f_S1),P(E_T1) * P(HOMO),P(E_T1) * P(f_S1),P(dDM) * P(E_S1),P(dDM) * P(E_T1),P(dDM) * P(HOMO),P(dDM) * P(dEST),P(dDM) * P(f_S1),P(dEST) * P(E_S1),P(dEST) * P(E_T1),P(dEST) * P(HOMO),P(dEST) * P(f_S1),P(f_S1) * P(HOMO),P(E_S1) - P(E_T1),P(E_S1) - P(HOMO),P(E_S1) - P(f_S1),P(E_T1) - P(HOMO),P(E_T1) - P(f_S1),P(dDM) - P(E_S1),P(dDM) - P(E_T1),P(dDM) - P(HOMO),P(dDM) - P(dEST),P(dDM) - P(f_S1),P(dEST) - P(E_S1),P(dEST) - P(E_T1),P(dEST) - P(HOMO),P(dEST) - P(f_S1),P(f_S1) - P(HOMO)
0.6,0.43,0.7,0.61,0.88,0.89,1.07,0.9,0.8400000000000001,1.17,0.37,0.55,0.38,0.65,0.71,0.5384615384615384,0.9545454545454545,0.30882352941176466,1.3125,0.42857142857142855,1.8571428571428572,1.7727272727272727,0.5735294117647058,2.4375,0.7959183673469388,1.0476190476190477,0.5641025641025641,0.32352941176470584,1.375,0.4489795918367347,3.2380952380952386,1.7435897435897436,3.0909090909090913,4.25,1.3877551020408165,0.761904761904762,0.41025641025641024,0.7272727272727273,0.23529411764705882,0.326530612244898,2.3333333333333335,1.2564102564102564,2.227272727272727,0.7205882352941175,3.0625,0.0819,0.0462,0.10289999999999999,0.0858,0.1911,0.1428,0.26520000000000005,0.1496,0.10880000000000001,0.3332,0.0336,0.062400000000000004,0.0352,0.0784,0.10779999999999999,-0.18000000000000002,-0.010000000000000009,-0.28,0.17,-0.09999999999999998,0.4700000000000001,0.29000000000000004,0.4600000000000001,0.52,0.19000000000000006,-0.04999999999999999,-0.23,-0.06,-0.32999999999999996,0.27
0.57,0.43,0.69,0.5599999999999999,0.82,0.98,1.1099999999999999,0.97,0.99,1.23,0.45,0.58,0.44,0.7,0.6799999999999999,0.6285714285714287,1.0476190476190477,0.2894736842105263,0.9565217391304347,0.46808510638297873,1.5909090909090908,1.6666666666666665,0.4605263157894737,1.5217391304347825,0.7446808510638298,0.9545454545454545,0.6,0.2763157894736842,0.9130434782608695,0.4468085106382979,3.4545454545454546,2.1714285714285717,3.619047619047619,3.3043478260869565,1.6170212765957448,1.0454545454545454,0.6571428571428573,1.0952380952380953,0.3026315789473684,0.4893617021276596,2.1363636363636362,1.342857142857143,2.238095238095238,0.6184210526315789,2.043478260869565,0.077,0.0462,0.10339999999999999,0.0735,0.16449999999999998,0.16720000000000002,0.26599999999999996,0.1596,0.1748,0.35719999999999996,0.0506,0.0805,0.0483,0.1081,0.0987,-0.12999999999999998,0.010000000000000009,-0.24999999999999997,0.13999999999999999,-0.12,0.54,0.41000000000000003,0.55,0.53,0.29000000000000004,0.010000000000000009,-0.11999999999999997,0.020000000000000018,-0.23999999999999996,0.26
1.06,0.52,0.72,0.94,1.1400000000000001,0.75,1.17,0.63,0.45999999999999996,0.8300000000000001,0.35,0.77,0.23,0.43000000000000005,0.6000000000000001,0.43243243243243246,1.5999999999999999,0.7441860465116279,10.666666666666668,0.7999999999999999,2.3125,3.6999999999999997,1.7209302325581395,24.666666666666668,1.8499999999999999,0.625,0.2702702702702703,0.4651162790697675,6.666666666666667,0.5,1.34375,0.581081081081081,2.15,14.333333333333334,1.075,0.09375,0.04054054054054054,0.15,0.06976744186046512,0.075,1.25,0.5405405405405406,2.0,0.930232558139535,13.333333333333334,0.2368,0.064,0.128,0.148,0.296,0.1376,0.3182,0.08600000000000001,0.0129,0.17200000000000001,0.0096,0.022199999999999998,0.006,0.012,0.08000000000000002,-0.42,0.12,-0.08000000000000002,0.54,0.33999999999999997,0.10999999999999999,-0.31,0.22999999999999998,0.4,0.02999999999999997,-0.29000000000000004,-0.71,-0.17,-0.37,0.2
0.9099999999999999,0.67,0.72,0.8999999999999999,0.95,1.07,1.2999999999999998,1.06,0.85,1.1099999999999999,0.46,0.69,0.45,0.5,0.71,0.5964912280701755,1.0303030303030303,0.4657534246575343,2.8333333333333335,0.8947368421052632,1.676470588235294,1.727272727272727,0.7808219178082191,4.75,1.4999999999999998,0.9705882352941176,0.5789473684210527,0.452054794520548,2.7500000000000004,0.868421052631579,2.1470588235294117,1.280701754385965,2.212121212121212,6.083333333333333,1.9210526315789473,0.3529411764705882,0.2105263157894737,0.3636363636363636,0.1643835616438356,0.3157894736842105,1.1176470588235294,0.6666666666666667,1.1515151515151514,0.5205479452054794,3.166666666666667,0.1938,0.11220000000000001,0.1292,0.1881,0.2166,0.2482,0.41609999999999997,0.2409,0.0876,0.2774,0.0408,0.06839999999999999,0.0396,0.0456,0.1254,-0.22999999999999993,0.010000000000000009,-0.03999999999999998,0.23999999999999994,0.18999999999999995,0.38999999999999996,0.16000000000000003,0.39999999999999997,0.61,0.35,-0.22000000000000003,-0.44999999999999996,-0.21000000000000002,-0.26,0.04999999999999999
0.5700000000000001,0.67,0.56,0.9,0.79,0.9700000000000001,1.2000000000000002,1.3,0.91,1.19,0.28,0.51,0.61,0.5,0.89,0.425,0.34,0.2125,1.5454545454545456,0.4358974358974359,2.3529411764705883,0.8,0.5,3.6363636363636367,1.0256410256410258,2.941176470588235,1.25,0.625,4.545454545454546,1.282051282051282,4.705882352941177,2.0,1.6,7.272727272727273,2.0512820512820515,0.6470588235294117,0.27499999999999997,0.22,0.13749999999999998,0.28205128205128205,2.2941176470588234,0.975,0.78,0.4875,3.5454545454545454,0.068,0.085,0.06630000000000001,0.2,0.15600000000000003,0.136,0.32000000000000006,0.4,0.08800000000000001,0.31200000000000006,0.0187,0.044000000000000004,0.055,0.0429,0.195,-0.23,-0.32999999999999996,-0.22,-0.09999999999999998,0.010000000000000009,0.63,0.4,0.30000000000000004,0.6900000000000001,0.41000000000000003,-0.06000000000000001,-0.29000000000000004,-0.39,-0.28,-0.10999999999999999
1.06,0.67,0.69,0.85,0.87,1.32,1.5,1.11,1.075,1.13,0.635,0.815,0.42500000000000004,0.445,0.48,0.7096774193548387,1.9130434782608694,0.5,2.2564102564102564,1.76,1.4090909090909092,2.6956521739130435,0.7045454545454546,3.1794871794871793,2.48,0.5227272727272727,0.3709677419354839,0.26136363636363635,1.1794871794871795,0.92,2.0,1.4193548387096775,3.826086956521739,4.512820512820513,3.52,0.4431818181818182,0.31451612903225806,0.8478260869565217,0.2215909090909091,0.78,0.5681818181818182,0.40322580645161293,1.0869565217391304,0.2840909090909091,1.282051282051282,0.2728,0.1012,0.11,0.1426,0.155,0.3872,0.5456,0.2024,0.1716,0.22,0.0858,0.12090000000000001,0.04485,0.04875,0.0575,-0.18,0.21,0.19,0.39,0.37,0.44,0.26,0.65,0.685,0.63,-0.245,-0.425,-0.035,-0.05499999999999999,0.01999999999999999
0.56,0.75,0.48,0.8300000000000001,0.56,1.1,1.18,1.37,1.18,1.1,0.56,0.64,0.8300000000000001,0.56,0.75,0.75,0.47058823529411764,0.27906976744186046,0.75,1.0,1.3333333333333335,0.6274509803921569,0.37209302325581395,1.0,1.3333333333333335,2.125,1.59375,0.5930232558139535,1.59375,2.125,3.5833333333333335,2.6875,1.6862745098039216,2.6875,3.5833333333333335,1.3333333333333335,1.0,0.6274509803921569,0.37209302325581395,1.3333333333333335,1.0,0.75,0.47058823529411764,0.27906976744186046,0.75,0.0768,0.1224,0.0576,0.1632,0.0768,0.2064,0.2752,0.4386,0.2752,0.2064,0.0768,0.1024,0.1632,0.0768,0.1224,-0.08000000000000002,-0.27,0.0,-0.19,0.08000000000000002,0.62,0.54,0.35,0.54,0.62,0.08000000000000002,0.0,-0.19,0.08000000000000002,-0.27
0.65,0.49,0.75,0.74,1.0,0.35,0.6,0.43999999999999995,0.24,0.7000000000000001,0.29000000000000004,0.54,0.38,0.64,0.8400000000000001,0.4444444444444445,0.6896551724137931,1.3333333333333335,2.2222222222222223,0.36363636363636365,2.25,1.5517241379310347,3.0,5.0,0.8181818181818181,1.4499999999999997,0.6444444444444444,1.9333333333333333,3.2222222222222223,0.5272727272727272,0.7499999999999999,0.3333333333333333,0.5172413793103449,1.6666666666666667,0.2727272727272727,0.44999999999999996,0.19999999999999998,0.3103448275862069,0.6,0.1636363636363636,2.75,1.2222222222222223,1.8965517241379313,3.666666666666667,6.111111111111112,0.09000000000000001,0.057999999999999996,0.11000000000000001,0.1305,0.24750000000000003,0.03,0.0675,0.0435,0.0135,0.0825,0.018,0.0405,0.026099999999999998,0.0495,0.1595,-0.25,-0.08999999999999997,-0.35000000000000003,0.16000000000000003,-0.10000000000000003,-0.05000000000000002,-0.30000000000000004,-0.13999999999999999,0.06,-0.4,-0.11000000000000001,-0.36,-0.19999999999999998,-0.4600000000000001,0.26000000000000006
0.27,0.66,0.5700000000000001,0.83,0.74,0.36,0.53,0.9199999999999999,0.64,0.8300000000000001,0.38,0.55,0.94,0.8500000000000001,1.13,0.2272727272727273,0.0819672131147541,0.16129032258064518,0.15151515151515152,0.09615384615384616,4.3999999999999995,0.36065573770491804,0.7096774193548387,0.6666666666666666,0.4230769230769231,12.2,2.7727272727272725,1.967741935483871,1.8484848484848484,1.173076923076923,6.199999999999999,1.4090909090909092,0.5081967213114754,0.9393939393939393,0.5961538461538461,6.6,1.5,0.5409836065573771,1.0645161290322582,0.6346153846153846,10.4,2.3636363636363638,0.8524590163934427,1.6774193548387097,1.5757575757575757,0.011000000000000001,0.0305,0.026000000000000002,0.13419999999999999,0.1144,0.0155,0.0682,0.1891,0.1023,0.1612,0.0165,0.0726,0.2013,0.1716,0.3172,-0.16999999999999998,-0.5599999999999999,-0.47000000000000003,-0.39,-0.30000000000000004,0.26,0.09,-0.3,-0.020000000000000018,-0.21000000000000002,0.28,0.11000000000000001,-0.27999999999999997,-0.19,-0.08999999999999997
1.92,1.33,1.68,1.37,1.72,1.89,1.93,1.3399999999999999,1.38,1.69,1.3699999999999999,1.41,0.8200000000000001,1.17,1.13,0.9591836734693877,2.41025641025641,0.9894736842105263,2.186046511627907,1.2702702702702702,1.0425531914893618,2.5128205128205128,1.0315789473684212,2.2790697674418605,1.3243243243243243,0.41489361702127664,0.3979591836734694,0.41052631578947374,0.9069767441860466,0.5270270270270271,1.0106382978723405,0.9693877551020408,2.4358974358974357,2.2093023255813953,1.2837837837837838,0.4574468085106383,0.4387755102040816,1.1025641025641024,0.45263157894736844,0.581081081081081,0.7872340425531915,0.7551020408163265,1.8974358974358974,0.7789473684210526,1.7209302325581395,0.9211999999999999,0.3666,0.6956,0.3822,0.7252,0.8929999999999999,0.9309999999999999,0.3705,0.4085,0.703,0.40419999999999995,0.4214,0.16770000000000002,0.3182,0.2886,-0.040000000000000036,0.5499999999999999,0.19999999999999996,0.59,0.24,0.010000000000000009,-0.030000000000000027,0.5599999999999999,0.52,0.20999999999999996,-0.51,-0.55,0.03999999999999998,-0.31,0.35
1.77,1.35,1.6099999999999999,1.4,1.6600000000000001,1.8599999999999999,1.9100000000000001,1.49,1.4,1.75,1.26,1.31,0.89,1.15,1.24,0.945054945054945,1.7551020408163265,0.86,2.15,1.1466666666666667,1.058139534883721,1.8571428571428572,0.91,2.275,1.2133333333333334,0.5697674418604651,0.5384615384615384,0.49,1.2249999999999999,0.6533333333333333,1.1627906976744187,1.0989010989010988,2.0408163265306123,2.5,1.3333333333333333,0.4651162790697675,0.43956043956043955,0.8163265306122449,0.4,0.5333333333333333,0.872093023255814,0.8241758241758241,1.530612244897959,0.75,1.875,0.7826,0.4214,0.645,0.4459,0.6825,0.86,0.91,0.49,0.4,0.75,0.34400000000000003,0.36400000000000005,0.196,0.30000000000000004,0.3675,-0.050000000000000044,0.37,0.10999999999999999,0.42000000000000004,0.16000000000000003,0.14,0.08999999999999997,0.51,0.6,0.25,-0.45999999999999996,-0.51,-0.08999999999999997,-0.35,0.26
1.24,1.2799999999999998,1.5699999999999998,1.12,1.4100000000000001,1.64,1.48,1.52,1.5899999999999999,1.81,1.35,1.19,1.23,1.52,1.45,1.296296296296296,1.206896551724138,0.7446808510638298,1.0769230769230769,0.8045977011494252,0.7714285714285716,0.9310344827586208,0.574468085106383,0.8307692307692308,0.6206896551724138,0.8285714285714285,1.074074074074074,0.6170212765957447,0.8923076923076922,0.6666666666666666,1.342857142857143,1.7407407407407405,1.620689655172414,1.4461538461538461,1.0804597701149425,0.9285714285714287,1.2037037037037037,1.120689655172414,0.6914893617021277,0.7471264367816092,1.2428571428571429,1.611111111111111,1.5,0.9255319148936171,1.3384615384615384,0.378,0.40599999999999997,0.609,0.3132,0.46980000000000005,0.6579999999999999,0.5076,0.5451999999999999,0.611,0.8178,0.45499999999999996,0.35100000000000003,0.377,0.5655,0.5045999999999999,0.15999999999999992,0.12,-0.17000000000000004,-0.039999999999999925,-0.32999999999999996,0.24,0.3999999999999999,0.36,0.2899999999999999,0.06999999999999995,-0.04999999999999993,0.10999999999999999,0.07000000000000006,-0.21999999999999997,0.29000000000000004
