P(E_S1) + P(E_T1),P(E_S1) + P(LUMO),P(E_S1) + P(f_S1),P(E_T1) + P(LUMO),P(E_T1) + P(f_S1),P(dDM) + P(E_S1),P(dDM) + P(E_T1),P(dDM) + P(LUMO),P(dDM) + P(dEST),P(dDM) + P(f_S1),P(dEST) + P(E_S1),P(dEST) + P(E_T1),P(dEST) + P(LUMO),P(dEST) + P(f_S1),P(f_S1) + P(LUMO),P(E_S1) / P(E_T1),P(E_S1) / P(LUMO),P(E_S1) / P(dDM),P(E_S1) / P(dEST),P(E_S1) / P(f_S1),P(E_T1) / P(E_S1),P(E_T1) / P(LUMO),P(E_T1) / P(dDM),P(E_T1) / P(dEST),P(E_T1) / P(f_S1),P(LUMO) / P(E_S1),P(LUMO) / P(E_T1),P(LUMO) / P(dDM),P(LUMO) / P(dEST),P(LUMO) / P(f_S1),P(dDM) / P(E_S1),P(dDM) / P(E_T1),P(dDM) / P(LUMO),P(dDM) / P(dEST),P(dDM) / P(f_S1),P(dEST) / P(E_S1),P(dEST) / P(E_T1),P(dEST) / P(LUMO),P(dEST) / P(dDM),P(dEST) / P(f_S1),P(f_S1) / P(E_S1),P(f_S1) / P(E_T1),P(f_S1) / P(LUMO),P(f_S1) / P(dDM),P(f_S1) / P(dEST),P(E_S1) * P(E_T1),P(E_S1) * P(LUMO),P(E_S1) * P(f_S1),P(E_T1) * P(LUMO),P(E_T1) * P(f_S1),P(dDM) * P(E_S1),P(dDM) * P(E_T1),P(dDM) * P(LUMO),P(dDM) * P(dEST),P(dDM) * P(f_S1),P(dEST) * P(E_S1),P(dEST) * P(E_T1),P(dEST) * P(LUMO),P(dEST) * P(f_S1),P(f_S1) * P(LUMO),P(E_S1) - P(E_T1),P(E_S1) - P(LUMO),P(E_S1) - P(f_S1),P(E_T1) - P(LUMO),P(E_T1) - P(f_S1),P(dDM) - P(E_S1),P(dDM) - P(E_T1),P(dDM) - P(LUMO),P(dDM) - P(dEST),P(dDM) - P(f_S1),P(dEST) - P(E_S1),P(dEST) - P(E_T1),P(dEST) - P(LUMO),P(dEST) - P(f_S1),P(f_S1) - P(LUMO)
1.77,1.4100000000000001,1.6099999999999999,1.46,1.6600000000000001,1.8599999999999999,1.9100000000000001,1.55,1.4,1.75,1.26,1.31,0.9500000000000001,1.15,1.3,0.945054945054945,1.5636363636363635,0.86,2.15,1.1466666666666667,1.058139534883721,1.6545454545454545,0.91,2.275,1.2133333333333334,0.6395348837209303,0.6043956043956045,0.55,1.375,0.7333333333333334,1.1627906976744187,1.0989010989010988,1.8181818181818181,2.5,1.3333333333333333,0.4651162790697675,0.43956043956043955,0.7272727272727273,0.4,0.5333333333333333,0.872093023255814,0.8241758241758241,1.3636363636363635,0.75,1.875,0.7826,0.47300000000000003,0.645,0.5005000000000001,0.6825,0.86,0.91,0.55,0.4,0.75,0.34400000000000003,0.36400000000000005,0.22000000000000003,0.30000000000000004,0.41250000000000003,-0.050000000000000044,0.30999999999999994,0.10999999999999999,0.36,0.16000000000000003,0.14,0.08999999999999997,0.44999999999999996,0.6,0.25,-0.45999999999999996,-0.51,-0.15000000000000002,-0.35,0.19999999999999996
1.24,1.37,1.5699999999999998,1.21,1.4100000000000001,1.64,1.48,1.6099999999999999,1.5899999999999999,1.81,1.35,1.19,1.32,1.52,1.54,1.296296296296296,1.044776119402985,0.7446808510638298,1.0769230769230769,0.8045977011494252,0.7714285714285716,0.8059701492537313,0.574468085106383,0.8307692307692308,0.6206896551724138,0.9571428571428573,1.2407407407407407,0.7127659574468086,1.0307692307692309,0.7701149425287357,1.342857142857143,1.7407407407407405,1.4029850746268655,1.4461538461538461,1.0804597701149425,0.9285714285714287,1.2037037037037037,0.9701492537313433,0.6914893617021277,0.7471264367816092,1.2428571428571429,1.611111111111111,1.2985074626865671,0.9255319148936171,1.3384615384615384,0.378,0.469,0.609,0.36180000000000007,0.46980000000000005,0.6579999999999999,0.5076,0.6298,0.611,0.8178,0.45499999999999996,0.35100000000000003,0.43550000000000005,0.5655,0.5829000000000001,0.15999999999999992,0.029999999999999916,-0.17000000000000004,-0.13,-0.32999999999999996,0.24,0.3999999999999999,0.2699999999999999,0.2899999999999999,0.06999999999999995,-0.04999999999999993,0.10999999999999999,-0.020000000000000018,-0.21999999999999997,0.19999999999999996
1.0899999999999999,1.29,1.49,1.1600000000000001,1.3599999999999999,1.5899999999999999,1.46,1.6600000000000001,1.6099999999999999,1.8599999999999999,1.24,1.1099999999999999,1.31,1.51,1.56,1.2708333333333333,0.8970588235294117,0.6224489795918368,0.9682539682539683,0.6931818181818181,0.7868852459016393,0.7058823529411764,0.4897959183673469,0.7619047619047619,0.5454545454545454,1.1147540983606559,1.4166666666666667,0.6938775510204083,1.0793650793650795,0.7727272727272728,1.6065573770491803,2.0416666666666665,1.441176470588235,1.5555555555555556,1.1136363636363635,1.0327868852459017,1.3125,0.926470588235294,0.6428571428571429,0.7159090909090909,1.4426229508196722,1.8333333333333335,1.2941176470588234,0.8979591836734694,1.3968253968253967,0.2928,0.4148,0.5367999999999999,0.3264,0.4224,0.5978,0.4704,0.6664,0.6174,0.8623999999999999,0.3843,0.3024,0.42840000000000006,0.5544,0.5984,0.13,-0.07000000000000006,-0.27,-0.20000000000000007,-0.4,0.37,0.5,0.29999999999999993,0.35,0.09999999999999998,0.020000000000000018,0.15000000000000002,-0.050000000000000044,-0.25,0.19999999999999996
1.4100000000000001,1.33,1.5899999999999999,1.24,1.5,1.67,1.58,1.5,1.54,1.76,1.37,1.28,1.2,1.46,1.42,1.1363636363636362,1.293103448275862,0.8152173913043478,1.2096774193548387,0.8928571428571429,0.88,1.1379310344827587,0.717391304347826,1.0645161290322582,0.7857142857142858,0.7733333333333333,0.8787878787878787,0.6304347826086956,0.9354838709677419,0.6904761904761905,1.2266666666666668,1.393939393939394,1.5862068965517244,1.4838709677419355,1.0952380952380953,0.8266666666666667,0.9393939393939393,1.0689655172413794,0.6739130434782609,0.7380952380952381,1.1199999999999999,1.2727272727272727,1.4482758620689655,0.9130434782608695,1.3548387096774193,0.495,0.43499999999999994,0.63,0.3828,0.5544,0.6900000000000001,0.6072000000000001,0.5336,0.5704,0.7728,0.46499999999999997,0.4092,0.3596,0.5207999999999999,0.48719999999999997,0.08999999999999997,0.17000000000000004,-0.08999999999999997,0.08000000000000007,-0.17999999999999994,0.17000000000000004,0.26,0.3400000000000001,0.30000000000000004,0.08000000000000007,-0.13,-0.040000000000000036,0.040000000000000036,-0.21999999999999997,0.26
1.43,1.31,1.6,1.2599999999999998,1.5499999999999998,1.65,1.6,1.48,1.51,1.77,1.3399999999999999,1.29,1.17,1.46,1.43,1.0724637681159421,1.2982456140350878,0.8131868131868132,1.2333333333333334,0.8604651162790697,0.9324324324324323,1.2105263157894737,0.7582417582417582,1.15,0.8023255813953488,0.7702702702702702,0.8260869565217391,0.6263736263736263,0.95,0.6627906976744186,1.2297297297297298,1.318840579710145,1.5964912280701757,1.5166666666666668,1.058139534883721,0.8108108108108107,0.8695652173913044,1.0526315789473684,0.6593406593406593,0.6976744186046512,1.162162162162162,1.2463768115942029,1.5087719298245614,0.945054945054945,1.4333333333333333,0.5105999999999999,0.42179999999999995,0.6364,0.3932999999999999,0.5933999999999999,0.6734,0.6279,0.5186999999999999,0.546,0.7826,0.444,0.414,0.34199999999999997,0.516,0.49019999999999997,0.050000000000000044,0.17000000000000004,-0.12,0.12,-0.17000000000000004,0.17000000000000004,0.22000000000000008,0.3400000000000001,0.31000000000000005,0.050000000000000044,-0.14,-0.08999999999999997,0.030000000000000027,-0.26,0.29000000000000004
1.0,1.2999999999999998,1.48,1.16,1.34,1.56,1.42,1.72,1.63,1.9,1.21,1.07,1.37,1.55,1.6400000000000001,1.3255813953488371,0.7808219178082191,0.5757575757575757,0.8906249999999999,0.6263736263736263,0.7543859649122807,0.589041095890411,0.43434343434343436,0.671875,0.4725274725274725,1.280701754385965,1.697674418604651,0.7373737373737373,1.140625,0.8021978021978021,1.736842105263158,2.302325581395349,1.356164383561644,1.546875,1.0879120879120878,1.1228070175438598,1.4883720930232558,0.8767123287671234,0.6464646464646465,0.7032967032967032,1.5964912280701757,2.116279069767442,1.2465753424657535,0.9191919191919192,1.421875,0.24509999999999998,0.41609999999999997,0.5186999999999999,0.3139,0.3913,0.5642999999999999,0.42569999999999997,0.7227,0.6336,0.9009,0.36479999999999996,0.2752,0.4672,0.5824,0.6643,0.13999999999999996,-0.16000000000000003,-0.3400000000000001,-0.3,-0.48000000000000004,0.42000000000000004,0.56,0.26,0.35,0.07999999999999996,0.07000000000000006,0.21000000000000002,-0.08999999999999997,-0.27,0.18000000000000005
1.07,1.2200000000000002,1.51,1.17,1.46,1.53,1.48,1.63,1.46,1.92,1.05,1.0,1.15,1.44,1.6099999999999999,1.0980392156862746,0.8484848484848485,0.577319587628866,1.142857142857143,0.5894736842105264,0.9107142857142857,0.7727272727272727,0.5257731958762887,1.0408163265306123,0.5368421052631579,1.1785714285714286,1.2941176470588236,0.6804123711340206,1.3469387755102042,0.6947368421052632,1.732142857142857,1.9019607843137254,1.4696969696969695,1.9795918367346939,1.0210526315789474,0.8749999999999999,0.9607843137254901,0.7424242424242424,0.5051546391752577,0.5157894736842106,1.6964285714285712,1.8627450980392155,1.4393939393939392,0.979381443298969,1.9387755102040816,0.2856,0.36960000000000004,0.532,0.3366,0.4845,0.5432,0.4947,0.6402,0.4753,0.9215,0.27440000000000003,0.2499,0.3234,0.46549999999999997,0.627,0.050000000000000044,-0.09999999999999998,-0.3899999999999999,-0.15000000000000002,-0.43999999999999995,0.4099999999999999,0.45999999999999996,0.30999999999999994,0.48,0.020000000000000018,-0.07000000000000006,-0.020000000000000018,-0.17000000000000004,-0.45999999999999996,0.2899999999999999
1.67,1.1400000000000001,0.795,1.47,1.125,1.54,1.87,1.3399999999999999,0.89,0.995,0.6900000000000001,1.02,0.49,0.145,0.595,0.67,1.4255319148936172,0.7701149425287357,33.5,5.36,1.4925373134328357,2.127659574468085,1.1494252873563218,50.0,8.0,0.7014925373134328,0.47,0.5402298850574713,23.499999999999996,3.76,1.2985074626865671,0.87,1.8510638297872342,43.5,6.96,0.029850746268656716,0.02,0.04255319148936171,0.022988505747126436,0.16,0.18656716417910446,0.125,0.26595744680851063,0.14367816091954022,6.25,0.67,0.3149,0.08375,0.47,0.125,0.5829000000000001,0.87,0.4089,0.0174,0.10875,0.0134,0.02,0.0094,0.0025,0.05875,-0.32999999999999996,0.20000000000000007,0.545,0.53,0.875,0.19999999999999996,-0.13,0.4,0.85,0.745,-0.65,-0.98,-0.44999999999999996,-0.105,-0.345
1.68,1.31,1.03,1.33,1.05,1.01,1.03,0.6599999999999999,0.63,0.38,1.28,1.3,0.9299999999999999,0.65,0.6799999999999999,0.9764705882352941,1.7291666666666667,4.611111111111111,1.8444444444444443,4.1499999999999995,1.0240963855421688,1.7708333333333333,4.722222222222222,1.8888888888888888,4.25,0.5783132530120482,0.5647058823529412,2.6666666666666665,1.0666666666666667,2.4,0.21686746987951808,0.21176470588235294,0.375,0.39999999999999997,0.8999999999999999,0.5421686746987953,0.5294117647058824,0.9375000000000001,2.5,2.25,0.24096385542168677,0.23529411764705885,0.4166666666666667,1.1111111111111112,0.4444444444444445,0.7054999999999999,0.3984,0.166,0.408,0.17,0.14939999999999998,0.153,0.08639999999999999,0.081,0.036,0.3735,0.3825,0.216,0.09000000000000001,0.096,-0.020000000000000018,0.35,0.6299999999999999,0.37,0.6499999999999999,-0.6499999999999999,-0.6699999999999999,-0.3,-0.27,-0.020000000000000018,-0.37999999999999995,-0.39999999999999997,-0.02999999999999997,0.25,-0.27999999999999997
1.83,1.91,1.16,1.7999999999999998,1.05,1.35,1.24,1.3199999999999998,1.12,0.5700000000000001,1.71,1.6,1.68,0.9299999999999999,1.13,1.127906976744186,1.0319148936170213,2.552631578947368,1.3108108108108107,5.105263157894736,0.8865979381443299,0.9148936170212766,2.263157894736842,1.162162162162162,4.526315789473684,0.9690721649484536,1.0930232558139534,2.4736842105263155,1.2702702702702702,4.947368421052631,0.3917525773195876,0.4418604651162791,0.4042553191489362,0.5135135135135135,2.0,0.7628865979381444,0.8604651162790697,0.7872340425531915,1.9473684210526316,3.8947368421052633,0.1958762886597938,0.22093023255813954,0.2021276595744681,0.5,0.25675675675675674,0.8341999999999999,0.9117999999999999,0.1843,0.8083999999999999,0.1634,0.3686,0.3268,0.35719999999999996,0.2812,0.0722,0.7178,0.6364,0.6956,0.1406,0.17859999999999998,0.10999999999999999,0.030000000000000027,0.78,-0.07999999999999996,0.6699999999999999,-0.59,-0.48,-0.5599999999999999,-0.36,0.19,-0.22999999999999998,-0.12,-0.19999999999999996,0.55,-0.75
1.45,1.49,1.6099999999999999,1.5,1.62,1.2,1.21,1.25,1.01,1.37,1.25,1.26,1.3,1.42,1.6600000000000001,0.9863013698630136,0.935064935064935,1.5,1.3584905660377358,0.8089887640449438,1.0138888888888888,0.948051948051948,1.5208333333333333,1.3773584905660377,0.8202247191011236,1.0694444444444444,1.0547945205479452,1.6041666666666667,1.4528301886792452,0.8651685393258427,0.6666666666666666,0.6575342465753424,0.6233766233766234,0.9056603773584905,0.5393258426966292,0.7361111111111112,0.726027397260274,0.6883116883116883,1.1041666666666667,0.5955056179775281,1.2361111111111112,1.2191780821917808,1.155844155844156,1.8541666666666667,1.6792452830188678,0.5256,0.5544,0.6408,0.5621,0.6496999999999999,0.34559999999999996,0.3504,0.3696,0.2544,0.42719999999999997,0.3816,0.3869,0.4081,0.4717,0.6853,-0.010000000000000009,-0.050000000000000044,-0.17000000000000004,-0.040000000000000036,-0.16000000000000003,-0.24,-0.25,-0.29000000000000004,-0.050000000000000044,-0.41000000000000003,-0.18999999999999995,-0.19999999999999996,-0.24,-0.36,0.12
1.33,1.4900000000000002,1.6400000000000001,1.46,1.6099999999999999,1.21,1.1800000000000002,1.34,1.01,1.49,1.1600000000000001,1.13,1.29,1.44,1.77,1.0461538461538462,0.8395061728395061,1.2830188679245282,1.4166666666666667,0.7083333333333334,0.9558823529411764,0.8024691358024691,1.2264150943396226,1.3541666666666667,0.6770833333333334,1.1911764705882353,1.2461538461538462,1.528301886792453,1.6875000000000002,0.8437500000000001,0.7794117647058824,0.8153846153846154,0.654320987654321,1.1041666666666667,0.5520833333333334,0.7058823529411764,0.7384615384615384,0.5925925925925926,0.9056603773584905,0.5,1.4117647058823528,1.4769230769230768,1.1851851851851851,1.811320754716981,2.0,0.44200000000000006,0.5508000000000001,0.6528,0.5265000000000001,0.624,0.36040000000000005,0.34450000000000003,0.42930000000000007,0.2544,0.5088,0.3264,0.312,0.38880000000000003,0.4608,0.7776000000000001,0.030000000000000027,-0.13,-0.2799999999999999,-0.16000000000000003,-0.30999999999999994,-0.15000000000000002,-0.12,-0.28,0.050000000000000044,-0.42999999999999994,-0.20000000000000007,-0.17000000000000004,-0.33000000000000007,-0.48,0.1499999999999999
1.3199999999999998,1.5099999999999998,1.63,1.45,1.5699999999999998,1.25,1.19,1.38,1.07,1.5,1.2,1.1400000000000001,1.33,1.45,1.7599999999999998,1.0952380952380951,0.8414634146341463,1.232142857142857,1.352941176470588,0.7340425531914894,0.9130434782608696,0.7682926829268293,1.125,1.2352941176470589,0.6702127659574468,1.1884057971014492,1.3015873015873014,1.464285714285714,1.6078431372549018,0.8723404255319149,0.8115942028985509,0.888888888888889,0.6829268292682927,1.0980392156862746,0.5957446808510639,0.7391304347826088,0.8095238095238095,0.6219512195121951,0.9107142857142857,0.5425531914893618,1.3623188405797102,1.4920634920634919,1.146341463414634,1.6785714285714284,1.8431372549019607,0.4347,0.5658,0.6486,0.5166,0.5922,0.3864,0.35280000000000006,0.4592,0.2856,0.5264,0.3519,0.32130000000000003,0.41819999999999996,0.4794,0.7707999999999999,0.05999999999999994,-0.13,-0.25,-0.18999999999999995,-0.30999999999999994,-0.1299999999999999,-0.06999999999999995,-0.2599999999999999,0.050000000000000044,-0.3799999999999999,-0.17999999999999994,-0.12,-0.30999999999999994,-0.42999999999999994,0.12
1.56,1.4100000000000001,1.7200000000000002,1.37,1.6800000000000002,1.29,1.25,1.1,1.08,1.4100000000000001,1.3900000000000001,1.35,1.2,1.51,1.53,1.0526315789473684,1.3114754098360657,1.6326530612244898,1.3559322033898307,0.8695652173913043,0.95,1.2459016393442623,1.5510204081632653,1.288135593220339,0.8260869565217391,0.7625,0.8026315789473684,1.2448979591836735,1.033898305084746,0.6630434782608695,0.6124999999999999,0.6447368421052632,0.8032786885245902,0.8305084745762712,0.5326086956521738,0.7374999999999999,0.7763157894736842,0.9672131147540983,1.2040816326530612,0.6413043478260869,1.15,1.2105263157894737,1.5081967213114755,1.8775510204081634,1.5593220338983051,0.6080000000000001,0.488,0.7360000000000001,0.4636,0.6992,0.392,0.3724,0.2989,0.28909999999999997,0.45080000000000003,0.472,0.44839999999999997,0.3599,0.5428,0.5612,0.040000000000000036,0.19000000000000006,-0.12,0.15000000000000002,-0.16000000000000003,-0.31000000000000005,-0.27,-0.12,-0.09999999999999998,-0.43000000000000005,-0.21000000000000008,-0.17000000000000004,-0.020000000000000018,-0.33000000000000007,0.31000000000000005
1.54,1.37,1.7000000000000002,1.37,1.7000000000000002,1.24,1.24,1.0699999999999998,1.04,1.4,1.3399999999999999,1.3399999999999999,1.17,1.5,1.53,1.0,1.2833333333333334,1.6382978723404256,1.3508771929824563,0.8279569892473118,1.0,1.2833333333333334,1.6382978723404256,1.3508771929824563,0.8279569892473118,0.7792207792207791,0.7792207792207791,1.2765957446808511,1.0526315789473684,0.6451612903225806,0.6103896103896104,0.6103896103896104,0.7833333333333333,0.8245614035087719,0.5053763440860215,0.7402597402597402,0.7402597402597402,0.95,1.2127659574468084,0.6129032258064515,1.2077922077922079,1.2077922077922079,1.55,1.9787234042553195,1.6315789473684212,0.5929,0.46199999999999997,0.7161000000000001,0.46199999999999997,0.7161000000000001,0.3619,0.3619,0.282,0.26789999999999997,0.4371,0.43889999999999996,0.43889999999999996,0.34199999999999997,0.5301,0.558,0.0,0.17000000000000004,-0.16000000000000003,0.17000000000000004,-0.16000000000000003,-0.30000000000000004,-0.30000000000000004,-0.13,-0.09999999999999998,-0.4600000000000001,-0.20000000000000007,-0.20000000000000007,-0.030000000000000027,-0.3600000000000001,0.33000000000000007
1.24,1.3399999999999999,1.5899999999999999,1.38,1.63,1.115,1.155,1.255,0.935,1.505,1.02,1.06,1.16,1.41,1.73,0.9375,0.8108108108108107,1.1650485436893203,1.4285714285714286,0.6060606060606061,1.0666666666666667,0.8648648648648649,1.2427184466019416,1.523809523809524,0.6464646464646465,1.2333333333333334,1.15625,1.4368932038834952,1.7619047619047619,0.7474747474747475,0.8583333333333334,0.8046875,0.6959459459459459,1.2261904761904763,0.5202020202020202,0.7,0.65625,0.5675675675675675,0.8155339805825242,0.42424242424242425,1.6500000000000001,1.546875,1.337837837837838,1.9223300970873787,2.357142857142857,0.384,0.444,0.594,0.4736,0.6336,0.309,0.3296,0.3811,0.2163,0.50985,0.252,0.2688,0.31079999999999997,0.4158,0.7326,-0.040000000000000036,-0.14,-0.39,-0.09999999999999998,-0.35,-0.08499999999999996,-0.125,-0.22499999999999998,0.09500000000000003,-0.475,-0.18,-0.22000000000000003,-0.32,-0.5700000000000001,0.25
1.4300000000000002,0.86,0.98,1.05,1.17,1.51,1.7000000000000002,1.13,1.24,1.25,0.97,1.1600000000000001,0.59,0.71,0.6,0.7654320987654321,2.5833333333333335,0.6966292134831461,1.7714285714285716,1.7222222222222223,1.306451612903226,3.3750000000000004,0.9101123595505618,2.3142857142857145,2.2500000000000004,0.3870967741935484,0.2962962962962963,0.2696629213483146,0.6857142857142857,0.6666666666666666,1.435483870967742,1.0987654320987654,3.7083333333333335,2.542857142857143,2.4722222222222223,0.564516129032258,0.4320987654320987,1.4583333333333333,0.3932584269662921,0.9722222222222222,0.5806451612903225,0.4444444444444444,1.5,0.4044943820224719,1.0285714285714287,0.5022,0.1488,0.22319999999999998,0.19440000000000002,0.2916,0.5518,0.7209000000000001,0.21359999999999998,0.3115,0.3204,0.217,0.2835,0.08399999999999999,0.126,0.08639999999999999,-0.19000000000000006,0.38,0.26,0.5700000000000001,0.45000000000000007,0.27,0.07999999999999996,0.65,0.54,0.53,-0.27,-0.4600000000000001,0.10999999999999999,-0.010000000000000009,0.12
1.1600000000000001,0.765,0.79,0.9450000000000001,0.97,1.45,1.63,1.2349999999999999,1.2,1.26,0.73,0.91,0.515,0.54,0.575,0.7313432835820894,1.7818181818181817,0.5104166666666666,2.0416666666666665,1.6333333333333333,1.3673469387755104,2.4363636363636365,0.6979166666666667,2.791666666666667,2.2333333333333334,0.5612244897959184,0.41044776119402987,0.28645833333333337,1.1458333333333335,0.9166666666666667,1.9591836734693877,1.4328358208955223,3.4909090909090903,4.0,3.2,0.4897959183673469,0.3582089552238806,0.8727272727272726,0.25,0.8,0.6122448979591837,0.4477611940298507,1.0909090909090908,0.3125,1.25,0.32830000000000004,0.13475,0.147,0.18425000000000002,0.201,0.4704,0.6432,0.264,0.2304,0.288,0.1176,0.1608,0.066,0.072,0.0825,-0.18000000000000005,0.21499999999999997,0.19,0.395,0.37000000000000005,0.47,0.2899999999999999,0.6849999999999999,0.72,0.6599999999999999,-0.25,-0.43000000000000005,-0.03500000000000003,-0.06,0.024999999999999967
1.5,0.81,0.95,0.99,1.13,1.56,1.74,1.05,1.1600000000000001,1.19,0.92,1.1,0.41000000000000003,0.55,0.43999999999999995,0.7857142857142858,4.4,0.7333333333333334,2.5384615384615383,2.2758620689655173,1.2727272727272727,5.6,0.9333333333333332,3.2307692307692304,2.896551724137931,0.22727272727272727,0.17857142857142858,0.16666666666666666,0.5769230769230769,0.5172413793103449,1.3636363636363635,1.0714285714285714,6.0,3.4615384615384617,3.1034482758620694,0.3939393939393939,0.30952380952380953,1.7333333333333334,0.2888888888888889,0.8965517241379312,0.43939393939393934,0.34523809523809523,1.9333333333333333,0.3222222222222222,1.1153846153846152,0.5544,0.099,0.1914,0.126,0.24359999999999998,0.5940000000000001,0.756,0.135,0.234,0.261,0.1716,0.2184,0.039,0.0754,0.0435,-0.17999999999999994,0.51,0.37000000000000005,0.69,0.55,0.24,0.06000000000000005,0.75,0.64,0.6100000000000001,-0.4,-0.58,0.11000000000000001,-0.02999999999999997,0.13999999999999999
1.5299999999999998,1.74,1.3199999999999998,1.63,1.21,1.43,1.3199999999999998,1.53,1.33,1.1099999999999999,1.54,1.43,1.6400000000000001,1.22,1.42,1.1549295774647887,0.8913043478260869,1.3442622950819672,1.1388888888888888,1.64,0.8658536585365854,0.7717391304347825,1.1639344262295082,0.986111111111111,1.42,1.1219512195121952,1.295774647887324,1.5081967213114755,1.277777777777778,1.84,0.7439024390243902,0.8591549295774649,0.6630434782608695,0.8472222222222222,1.22,0.8780487804878049,1.0140845070422535,0.7826086956521738,1.180327868852459,1.44,0.6097560975609756,0.7042253521126761,0.5434782608695652,0.819672131147541,0.6944444444444444,0.5821999999999999,0.7544,0.41,0.6532,0.355,0.5002,0.4331,0.5612,0.4392,0.305,0.5903999999999999,0.5112,0.6624,0.36,0.46,0.10999999999999999,-0.10000000000000009,0.31999999999999995,-0.21000000000000008,0.20999999999999996,-0.20999999999999996,-0.09999999999999998,-0.31000000000000005,-0.10999999999999999,0.10999999999999999,-0.09999999999999998,0.010000000000000009,-0.20000000000000007,0.21999999999999997,-0.42000000000000004
1.6,1.46,0.69,1.7999999999999998,1.03,0.86,1.2,1.06,0.29000000000000004,0.29000000000000004,0.69,1.03,0.8899999999999999,0.12,0.8899999999999999,0.6494845360824743,0.7590361445783133,2.7391304347826084,10.5,10.5,1.5396825396825395,1.1686746987951808,4.217391304347826,16.166666666666668,16.166666666666668,1.3174603174603174,0.8556701030927835,3.6086956521739126,13.833333333333334,13.833333333333334,0.3650793650793651,0.2371134020618557,0.27710843373493976,3.8333333333333335,3.8333333333333335,0.09523809523809523,0.061855670103092786,0.07228915662650602,0.2608695652173913,1.0,0.09523809523809523,0.061855670103092786,0.07228915662650602,0.2608695652173913,1.0,0.6111,0.5229,0.0378,0.8050999999999999,0.058199999999999995,0.1449,0.2231,0.1909,0.0138,0.0138,0.0378,0.058199999999999995,0.0498,0.0036,0.0498,-0.33999999999999997,-0.19999999999999996,0.5700000000000001,0.14,0.9099999999999999,-0.4,-0.74,-0.6,0.17,0.17,-0.5700000000000001,-0.9099999999999999,-0.77,0.0,-0.77
1.1600000000000001,1.34,0.7000000000000001,1.4,0.76,1.05,1.1099999999999999,1.29,0.9099999999999999,0.65,0.96,1.02,1.2,0.5599999999999999,0.9400000000000001,0.9016393442622952,0.6962025316455697,1.1,1.3414634146341464,3.666666666666667,1.109090909090909,0.7721518987341771,1.22,1.4878048780487805,4.066666666666666,1.4363636363636363,1.2950819672131149,1.58,1.926829268292683,5.2666666666666675,0.9090909090909091,0.819672131147541,0.6329113924050632,1.2195121951219512,3.3333333333333335,0.7454545454545454,0.6721311475409836,0.5189873417721519,0.82,2.7333333333333334,0.2727272727272727,0.2459016393442623,0.18987341772151897,0.3,0.36585365853658536,0.3355,0.43450000000000005,0.0825,0.4819,0.0915,0.275,0.305,0.395,0.205,0.075,0.2255,0.2501,0.3239,0.06149999999999999,0.1185,-0.05999999999999994,-0.24,0.4,-0.18000000000000005,0.45999999999999996,-0.050000000000000044,-0.10999999999999999,-0.29000000000000004,0.09000000000000002,0.35,-0.14000000000000007,-0.2,-0.38000000000000006,0.26,-0.64
1.83,1.67,1.01,1.76,1.1,1.06,1.15,0.99,0.56,0.33,1.24,1.33,1.17,0.51,0.9400000000000001,0.90625,1.0875,4.578947368421052,2.3513513513513513,6.2142857142857135,1.103448275862069,1.2,5.052631578947368,2.5945945945945947,6.857142857142856,0.9195402298850576,0.8333333333333334,4.2105263157894735,2.1621621621621623,5.714285714285714,0.21839080459770116,0.19791666666666669,0.2375,0.5135135135135135,1.357142857142857,0.42528735632183906,0.3854166666666667,0.46249999999999997,1.9473684210526316,2.642857142857143,0.16091954022988508,0.14583333333333334,0.17500000000000002,0.736842105263158,0.3783783783783784,0.8351999999999999,0.6960000000000001,0.1218,0.768,0.13440000000000002,0.1653,0.1824,0.15200000000000002,0.0703,0.026600000000000002,0.3219,0.35519999999999996,0.296,0.051800000000000006,0.11200000000000002,-0.08999999999999997,0.06999999999999995,0.73,0.15999999999999992,0.82,-0.6799999999999999,-0.77,-0.6100000000000001,-0.18,0.04999999999999999,-0.5,-0.59,-0.43000000000000005,0.22999999999999998,-0.66
1.55,1.54,1.4300000000000002,1.57,1.46,1.1600000000000001,1.19,1.1800000000000002,0.8400000000000001,1.07,1.2,1.23,1.22,1.11,1.4500000000000002,0.9620253164556962,0.9743589743589743,1.9,1.7272727272727273,1.1343283582089552,1.0394736842105263,1.0128205128205128,1.975,1.7954545454545456,1.1791044776119404,1.0263157894736843,0.9873417721518988,1.95,1.7727272727272727,1.164179104477612,0.5263157894736842,0.5063291139240507,0.5128205128205129,0.9090909090909092,0.5970149253731343,0.5789473684210527,0.5569620253164557,0.5641025641025641,1.0999999999999999,0.6567164179104478,0.8815789473684211,0.8481012658227848,0.858974358974359,1.675,1.5227272727272727,0.6004,0.5928,0.5092,0.6162000000000001,0.5293000000000001,0.30400000000000005,0.31600000000000006,0.31200000000000006,0.17600000000000002,0.268,0.33440000000000003,0.3476,0.3432,0.2948,0.5226000000000001,-0.030000000000000027,-0.020000000000000018,0.08999999999999997,0.010000000000000009,0.12,-0.36,-0.39,-0.38,-0.03999999999999998,-0.27,-0.32,-0.35000000000000003,-0.34,-0.23000000000000004,-0.10999999999999999
