,r2_unlab
0,0.6392187272831831
1,0.5391589785934772
2,0.6381536390453906
3,0.6523476640073809
4,0.5106010956205733
5,0.5922856008896393
6,0.5248011066060675
7,0.6810687069177139
8,0.5545285288243893
9,0.5814310388143574
10,0.4916638870624699
11,0.6073196209937295
12,0.5907189806885783
13,0.6519955335157386
14,0.5725767764960288
15,0.5934673606557215
16,0.6234892692235382
17,0.5480910792569909
18,0.6720205976581479
19,0.5453102190201229
20,0.5740688970357155
21,0.5381519562056771
22,0.6136848570281539
23,0.49935403004945345
24,0.5815887469007784
25,0.661457365130729
26,0.5090633660865655
27,0.6496905261398748
28,0.6363528327080492
29,0.6216650830282708
30,0.6222683648129961
31,0.6685136902271916
32,0.5872577920195601
33,0.6284676647965171
34,0.49853872438173596
35,0.5082645374562513
36,0.5151223758248116
37,0.6123493375567584
38,0.6220027579929626
39,0.5954402825929714
40,0.6488415179896649
41,0.6501941254435656
42,0.6278040925643087
43,0.6178098045369156
44,0.6713315069964858
45,0.5245452624993998
46,0.6153913822319821
47,0.6252647976894914
48,0.4702788265009462
49,0.5991713941137455
50,0.5923651289349343
51,0.6481560925451624
52,0.6329197036836449
53,0.5573475053628532
54,0.6175970541754303
55,0.6182139337975276
56,0.5945225712610113
57,0.5957267527104464
58,0.7018172351633853
59,0.5840951599084215
60,0.4043090344763044
61,0.5759343828208582
62,0.6239790537956842
63,0.4763735539663644
64,0.5207115626135883
65,0.49382575881452506
66,0.6842407129089294
67,0.6259674563085535
68,0.6298011492162238
69,0.6434092111058822
70,0.5885439110533188
71,0.5133919090371786
72,0.6582361998051465
73,0.6852420010867883
74,0.5081804305713609
75,0.67615249922265
76,0.6268675077502053
77,0.6068103472375644
78,0.6617111927215482
79,0.6389791760573794
80,0.5429441853727718
81,0.5484934475292318
82,0.4234270249414075
83,0.6349355435731997
84,0.5283105608727237
85,0.5240090879267141
86,0.5905111707859136
87,0.4576601803289716
88,0.5953123461509507
89,0.713126978566397
90,0.5933552225140222
91,0.5490932749129767
92,0.5062697340150657
93,0.6367252719396497
94,0.6324513900398964
95,0.6198966646143313
96,0.4624814805121755
97,0.5655219417849751
98,0.5294963644390795
99,0.5484828760508322
