,r2_unlab
0,0.5356345093066524
1,0.6683253050280392
2,0.6983524971699464
3,0.768887693005406
4,0.37237081047747767
5,0.5262982574340607
6,0.6113794985483924
7,0.7026762150498491
8,0.6434155234749295
9,0.4797830141553058
10,0.4496446682052694
11,0.6834022057975848
12,0.576299374939522
13,0.7011024515999364
14,0.6531369657161853
15,0.5565695338886696
16,0.619787994940152
17,0.5143096173814506
18,0.6774041919876739
19,0.5361243178345835
20,0.6933393250054501
21,0.6827988875133162
22,0.6615484986621051
23,0.3502332004435741
24,0.5507312702350676
25,0.6866739913602327
26,0.6224863898645461
27,0.66545351722092
28,0.707748876368171
29,0.7083852090931139
30,0.6919718848857572
31,0.675470432897357
32,0.685658127988882
33,0.5379551053684243
34,0.6798808814803969
35,0.4401052058587934
36,0.6121279012933745
37,0.5177384518440558
38,0.7438553270012207
39,0.689068335563283
40,0.5243950661647163
41,0.6473197300603781
42,0.6910728012718532
43,0.569040251733314
44,0.6932286952436593
45,0.5100925252128142
46,0.6450641645472885
47,0.7035991323974351
48,0.42178941569141915
49,0.6366411352323613
50,0.6486391983804229
51,0.6038190112111255
52,0.6441375189256198
53,0.5344065011185694
54,0.6836130956365634
55,0.6324269662366435
56,0.5802118172320222
57,0.5653224422671825
58,0.6233191775601723
59,0.693112012095652
60,0.4361676216478747
61,0.4946619683819813
62,0.6289168935010669
63,0.679390830999366
64,0.6665289163577617
65,0.616705048590962
66,0.6600864985746222
67,0.6368711197916983
68,0.6670441351543256
69,0.6285981728504917
70,0.6868939001916871
71,0.4693149337421405
72,0.6458054070955005
73,0.519859615522412
74,0.4498582003309557
75,0.7215879096484035
76,0.6596641380765249
77,0.6147479980510593
78,0.6489964548753302
79,0.6696768648225842
80,0.6533336530825495
81,0.3478108005896783
82,0.47557606057447344
83,0.7392941442763272
84,0.6671069347416501
85,0.6101491161425933
86,0.638140950180624
87,0.575868097101524
88,0.6255901950091955
89,0.6947527003921341
90,0.3840283882511305
91,0.670744456499135
92,0.40492092212623554
93,0.7245421634916425
94,0.6528483415370434
95,0.7077323665286057
96,0.7277458522792696
97,0.6458071512014885
98,0.6420873442049351
99,0.5625675296662329
