,r2_unlab
0,0.5638483211428842
1,0.7891902121085779
2,0.6163339127569303
3,0.8309920162541389
4,0.437378481789114
5,0.6126970946278288
6,0.6225290659258964
7,0.6752447451215933
8,0.6958417988976222
9,0.6358440643231662
10,0.6491628990595089
11,0.726767967061156
12,0.45578285565358845
13,0.6922864897519239
14,0.38825877909634365
15,0.7320119817848526
16,0.811794614814199
17,0.7404374234274842
18,0.6718287352320209
19,0.46083303412492505
20,0.7379758940667689
21,0.7507171813932643
22,0.848089147496574
23,0.4322623044797804
24,0.5849007198174292
25,0.7522292925264946
26,0.6277045104164396
27,0.7297810479381979
28,0.7491554713605906
29,0.747648058450129
30,0.6953964308251785
31,0.6156508217129286
32,0.5374827423704133
33,0.6913235947693102
34,0.7599416946565156
35,0.6459345614481815
36,0.7989183321824669
37,0.7238878104817316
38,0.7346673265356843
39,0.7536685299287091
40,0.7850845833224893
41,0.7633273284400347
42,0.7583719540809027
43,0.6565045272343979
44,0.7378175051598639
45,0.6691273436753834
46,0.680223226983399
47,0.66634333887673
48,0.4900204521524536
49,0.6362437571684316
50,0.65133938517104
51,0.698713617670973
52,0.7287404213678053
53,0.5324857911300758
54,0.8284068744645727
55,0.6766671622881697
56,0.7148447856769057
57,0.7132376866648205
58,0.6905101892067529
59,0.788028990014086
60,0.7624788714619319
61,0.7104885062126796
62,0.7507613407949356
63,0.6430655080547814
64,0.6398884330430332
65,0.7524955721548473
66,0.6569856343501224
67,0.720576621500693
68,0.7036711106042071
69,0.7799934276343524
70,0.6954954695902555
71,0.6274489556439472
72,0.5908608714340746
73,0.43875666973103256
74,0.5663161178678314
75,0.8052744715104194
76,0.7041777427912942
77,0.6314699571898739
78,0.8089330368830967
79,0.7866661636794164
80,0.6903659241996273
81,0.4103557130743857
82,0.679297402719773
83,0.730689255215464
84,0.8241875359705825
85,0.43614064308591494
86,0.8417770404767064
87,0.7625519668695767
88,0.7279273773714628
89,0.7615813683592564
90,0.44187066388059215
91,0.7600224808844407
92,0.5164078302316901
93,0.6976695024942117
94,0.7118788317591029
95,0.7028337084671596
96,0.8147580828217341
97,0.7701692748298148
98,0.7388867027561642
99,0.7053370910515899
