,r2_unlab
0,0.6413897339972388
1,0.40863064048028086
2,0.5125621347488145
3,0.6631948415447441
4,0.5392667968880904
5,0.5209093547035821
6,0.4608587206447381
7,0.6819991102769263
8,0.600695827355509
9,0.5373602084955034
10,0.5215850539402958
11,0.5444215648468946
12,0.5083232928086423
13,0.6586803679603641
14,0.5368073534063367
15,0.3892489036215374
16,0.5656584793723487
17,0.503666664501078
18,0.5734429121716145
19,0.57657839197152
20,0.6273364537145444
21,0.48140660594494444
22,0.5802712018758494
23,0.5290911963960143
24,0.5025667954348867
25,0.6736243095996801
26,0.5072196492762109
27,0.6701768126262748
28,0.6158933772507169
29,0.6707575427804706
30,0.6037057153229279
31,0.639170965843037
32,0.5030262357254304
33,0.6180880563595113
34,0.46910112861579656
35,0.28169869714351636
36,0.4894066117365008
37,0.4816670914454063
38,0.6984594202514344
39,0.6700885962339507
40,0.6077173933994853
41,0.6697903108506871
42,0.6169278726756924
43,0.6406349660937594
44,0.6601610910550584
45,0.462876015139574
46,0.5807484330089367
47,0.572252466209348
48,0.44252841912169893
49,0.4702727894350798
50,0.5087801648313512
51,0.5530797889609638
52,0.6262945499987593
53,0.4765428690034744
54,0.6127462434589777
55,0.590579518014651
56,0.46538368594062685
57,0.4910931683215657
58,0.7155233790595186
59,0.6504252670828633
60,0.3804885688696794
61,0.4040052495971568
62,0.6423535464109275
63,0.5812023280142511
64,0.5262725501944474
65,0.4671629678123761
66,0.6850984946488015
67,0.545692729319304
68,0.6559580984547593
69,0.6379541572369716
70,0.5481009726820679
71,0.4720216925027204
72,0.6983429277639029
73,0.5413729527174256
74,0.4019215999750959
75,0.7021796991682541
76,0.5360132527143364
77,0.6403722211737897
78,0.6327007064311874
79,0.5913330062292308
80,0.5133797696473625
81,0.3959768604281828
82,0.4291185322737656
83,0.5527296230347883
84,0.4659560946576604
85,0.5380321037901764
86,0.6374854187089118
87,0.4218909899079001
88,0.6754511787904843
89,0.8017307518853356
90,0.5478061670468101
91,0.5632799093140097
92,0.4010093748432071
93,0.558615716153738
94,0.680664568900569
95,0.6295637786180643
96,0.3673158263805216
97,0.5377686803882853
98,0.5124064274429244
99,0.5638088272526929
