,r2_unlab
0,0.6398943702565614
1,0.39032957793163403
2,0.5338370593065405
3,0.6670049034014133
4,0.3926596436145646
5,0.5142625542396742
6,0.30072623674888466
7,0.6735101275145667
8,0.46157500033821586
9,0.5196144093368967
10,0.4988144589525897
11,0.45592755897257675
12,0.49604480067888646
13,0.4261526902660475
14,0.510644957312114
15,0.3675025993179115
16,0.4816137939137436
17,0.5515786845477381
18,0.6034452721198578
19,0.611638143352013
20,0.5756720665441739
21,0.4131827772686395
22,0.5545860913130288
23,0.46109448093364913
24,0.488646385045884
25,0.6803746403554127
26,0.49449606748240116
27,0.6849256321552244
28,0.6552808953786763
29,0.5629050919154487
30,0.5988835884600489
31,0.5585035678887798
32,0.6272644328579269
33,0.5920158481933265
34,0.48669721068584526
35,0.453206430528306
36,0.4592274675166874
37,0.5676815006425595
38,0.6336202863136557
39,0.6265660517995972
40,0.5433485494238994
41,0.6516041720253007
42,0.6339068660248056
43,0.6189256571758077
44,0.6278519134831726
45,0.4696340849835938
46,0.5442224435314682
47,0.5575868034584309
48,0.38956427266382754
49,0.4189470542827157
50,0.6180550796692803
51,0.5793348721653993
52,0.5782364636285295
53,0.3689077116538588
54,0.6188060385079772
55,0.4750968874590581
56,0.43027174286852987
57,0.5260766620933853
58,0.7277331468687508
59,0.6090480599758732
60,0.36571944369524045
61,0.4116374514622302
62,0.5807199878955887
63,0.44057631364256056
64,0.4843826950884098
65,0.41824580580631787
66,0.6876944250552013
67,0.5427623666280388
68,0.5596376365250545
69,0.6201142936601288
70,0.5561338469411148
71,0.44309878405463154
72,0.6072079801246952
73,0.5810725767116469
74,0.46676430434110905
75,0.6928345585577953
76,0.5734249462092258
77,0.6146145339733462
78,0.6145862818152131
79,0.5833257404561178
80,0.5951498299137058
81,0.3099809407071862
82,0.4418754597000376
83,0.5832268196299364
84,0.43371497586416374
85,0.5063685612206582
86,0.6469919292397602
87,0.44736852229886626
88,0.608512223265583
89,0.8277394361976174
90,0.5660010509885782
91,0.4899540380734829
92,0.4330531792622525
93,0.5635579857172721
94,0.6350583436507442
95,0.6367730409520935
96,0.47888620157317086
97,0.4762489247985834
98,0.3713837180968168
99,0.5658906835179751
