,r2_unlab
0,0.6347541500695475
1,0.6619094994351656
2,0.7148152001426888
3,0.7732207206261393
4,0.49698067740028473
5,0.5937240965994663
6,0.6322111044769867
7,0.6837509353158037
8,0.6953826577427347
9,0.4609420266833396
10,0.49166946143689894
11,0.736537605417037
12,0.5420099827385696
13,0.6949359146331897
14,0.6372281890150755
15,0.5719537366274985
16,0.5577944675040403
17,0.5617318457672007
18,0.7062841620367933
19,0.5069588224726033
20,0.6578051100912123
21,0.7155751754278533
22,0.8248646889144416
23,0.5047562002804147
24,0.4014684308599349
25,0.7165561773299786
26,0.6995736368856408
27,0.6477715204703075
28,0.7686794046957824
29,0.6647403925352681
30,0.7171575222574418
31,0.6586802075013514
32,0.6573170388775422
33,0.7298031628570667
34,0.6816359780105048
35,0.4597262223401659
36,0.6349854094668879
37,0.6795931905856016
38,0.7897302049280096
39,0.734418079899541
40,0.5900359036142421
41,0.7232723090592836
42,0.7390629342711306
43,0.6262499772401187
44,0.7101714390395346
45,0.6482828689089315
46,0.6181908097300004
47,0.6644376675187326
48,0.5548596863928782
49,0.6655124580179013
50,0.6980216577513231
51,0.621321593534757
52,0.653526365430777
53,0.605061490615467
54,0.6850902230468949
55,0.5503861479373725
56,0.5373234684906238
57,0.6636317844530588
58,0.6300543847226436
59,0.8018414787515471
60,0.4568027309671414
61,0.4738031261435448
62,0.5778229953769058
63,0.7258112136397705
64,0.5787631957182455
65,0.6281050928430919
66,0.65370296880247
67,0.6577056128681564
68,0.6401055526680621
69,0.7069788946250011
70,0.6608016946174682
71,0.5417689012828415
72,0.6729312597314554
73,0.5264132042499984
74,0.5963715455118308
75,0.7141613303948184
76,0.6756229957603184
77,0.5663921540057111
78,0.6463182606265777
79,0.6904369413255098
80,0.680877802832929
81,0.28000647213081986
82,0.566340227541211
83,0.7195625143118358
84,0.7198661582586753
85,0.5813068167993027
86,0.7727501523899092
87,0.6184092137033528
88,0.6673117053395128
89,0.6823134529212838
90,0.5266483969539457
91,0.6170008377290352
92,0.4279730477416037
93,0.7139345700335971
94,0.5495683696248133
95,0.6378923404853019
96,0.7511291954229854
97,0.63681888463971
98,0.6798250765561895
99,0.6702888877087558
