,r2_unlab
0,0.6534906897232767
1,0.6311703876647892
2,0.7198644025343226
3,0.8103988420821271
4,0.5337648603038939
5,0.6393515557625755
6,0.66084564063648
7,0.766504385296274
8,0.6630403987988408
9,0.5764122441486934
10,0.5580736262673069
11,0.8493512424615821
12,0.5938197930919039
13,0.7614012716197802
14,0.6548720621417123
15,0.6854423339101006
16,0.5699160946555217
17,0.5997462120449384
18,0.7249829697144867
19,0.6012583809149328
20,0.6717984934044263
21,0.7341630498659102
22,0.8036567885043626
23,0.588464836751807
24,0.46189610990202556
25,0.6855472464122132
26,0.7254264435187716
27,0.698674108613375
28,0.8104499332413531
29,0.6847797058073201
30,0.699068763687638
31,0.7320888952073854
32,0.7373577415436937
33,0.7931488875763176
34,0.7017931012404646
35,0.535947256671286
36,0.672348303480665
37,0.7324397835864271
38,0.868459894354745
39,0.7581715498603367
40,0.6757719145448099
41,0.7280998524523239
42,0.6976529538005563
43,0.6751644903312503
44,0.6933777590405319
45,0.7213942358679123
46,0.6246275063478073
47,0.6476432366983065
48,0.6088079771875045
49,0.6739593022319071
50,0.6733566272476816
51,0.7073963864910893
52,0.7178956810241799
53,0.5812100440449598
54,0.7134390106717429
55,0.6084864233650045
56,0.681219532409591
57,0.6485065676632804
58,0.714979229045192
59,0.7994444397814506
60,0.5800865682486278
61,0.6444014574623548
62,0.6325750683428086
63,0.767491832511626
64,0.6444712131998538
65,0.6666362767046192
66,0.7069593099040683
67,0.6947120678574137
68,0.6882032975647383
69,0.791556326931997
70,0.6692113374785174
71,0.566455700014787
72,0.755795705656854
73,0.6533465749765479
74,0.6297036671864606
75,0.778673199471944
76,0.7296692617053021
77,0.5784107855289577
78,0.5920930884903893
79,0.748246408935321
80,0.6281719832268684
81,0.5009115193586139
82,0.6484299355090006
83,0.7762625557859407
84,0.7468749835822417
85,0.6519299446018929
86,0.7907737987086909
87,0.6042009089302571
88,0.6733230334154714
89,0.736435461451411
90,0.5197292291915389
91,0.7477131050765147
92,0.4340923462873163
93,0.7776075394021261
94,0.7370817536263253
95,0.7105634591618494
96,0.7711068829437442
97,0.6693003320903734
98,0.7127314728849193
99,0.6767788459210446
