,r2_unlab
0,0.6030819964685361
1,0.7831556546837286
2,0.5999945784276394
3,0.8769523992760537
4,0.5189259864387153
5,0.6865791702017898
6,0.6972828764056374
7,0.7455847270391274
8,0.7171995230436485
9,0.6844932180291494
10,0.7705022285696557
11,0.8350538371164641
12,0.5208907337890583
13,0.7654154202606523
14,0.6140382582587669
15,0.7729540846521408
16,0.8346130566016319
17,0.7763606908921445
18,0.7299060243218558
19,0.5876799332530478
20,0.7691078054908629
21,0.7454894170942729
22,0.853038155036258
23,0.5639368497839012
24,0.6216231422395105
25,0.7772923970810006
26,0.8139211520093806
27,0.7837685732953532
28,0.7932325945282267
29,0.8026587864649409
30,0.7457361539779723
31,0.6469562556499393
32,0.6686665418808568
33,0.7939219347102544
34,0.7903906887468048
35,0.70475630204898
36,0.7960715126731587
37,0.7927662869106279
38,0.827287577283452
39,0.7870544307880321
40,0.8408202266798144
41,0.7787735747130023
42,0.762756595431697
43,0.7352148860563635
44,0.7101162154221081
45,0.6914861262887351
46,0.7588516707953674
47,0.7560910735770867
48,0.6173939931614408
49,0.6622531837043413
50,0.666853753741657
51,0.7703116220562184
52,0.7864444827577297
53,0.6248856879041615
54,0.8542641168986643
55,0.7980188719777307
56,0.751366379702574
57,0.7741444546087882
58,0.7350683922789414
59,0.7605056756557538
60,0.8420162392750894
61,0.7414629445100911
62,0.7774411752475618
63,0.7496637684214371
64,0.7450498389586786
65,0.8022378514837329
66,0.7540834863478646
67,0.7451244814274938
68,0.8003007383126753
69,0.8371880138868184
70,0.6499237625674665
71,0.8200189356631463
72,0.6883998665319945
73,0.616050567712813
74,0.6459312443051771
75,0.878845955519164
76,0.7897889902313382
77,0.7069638322005587
78,0.8338303423197191
79,0.7627670696272704
80,0.6701783626927043
81,0.5050686379435747
82,0.7355325250664506
83,0.7710849411287033
84,0.8157891074059767
85,0.6302478530857731
86,0.8598579994766997
87,0.7315006422745827
88,0.7544111670747058
89,0.8518230431501421
90,0.5274176837196153
91,0.8436384016296001
92,0.5471047804466607
93,0.7688006355008357
94,0.771212552571319
95,0.824991697827106
96,0.8564201529701267
97,0.7818506304001329
98,0.8316732944609246
99,0.7506388609939092
