,r2_unlab
0,0.5525788336340328
1,0.6279467740491269
2,0.777735834968597
3,0.7640559820687469
4,0.5129447313709227
5,0.5330235637586749
6,0.5885217588402096
7,0.6978839667275722
8,0.5773224195083756
9,0.5008515221673617
10,0.43667686294622354
11,0.720642696854009
12,0.4976727828027895
13,0.7086724191669813
14,0.6327553122063905
15,0.5435897686464191
16,0.6007955726245895
17,0.4715034691462493
18,0.652677908756572
19,0.5770820080068781
20,0.7080104866466799
21,0.7498617252362645
22,0.6135250044450027
23,0.4078481137537575
24,0.5140858498713812
25,0.6433858788486414
26,0.6134100271004631
27,0.6844040566461863
28,0.7497923245735032
29,0.6934149786713164
30,0.5687203308899499
31,0.6732301967767427
32,0.7178504822999443
33,0.6443330679198593
34,0.6767841107612542
35,0.5329359567924588
36,0.5540831342743868
37,0.5483673746266902
38,0.8151707996428732
39,0.76495619310041
40,0.5335142580907454
41,0.5639650552172963
42,0.7259031803391596
43,0.6015931802256137
44,0.6884360769124812
45,0.49888922594158525
46,0.6242511254324941
47,0.6684549661717696
48,0.4293203068297323
49,0.5804457855646203
50,0.762756466968324
51,0.5615706272879609
52,0.6232513274328139
53,0.4962974456913788
54,0.6954407649564991
55,0.6660563281016685
56,0.6738050388196075
57,0.5877217738271796
58,0.6920583490372096
59,0.7454367863993516
60,0.5069786834290121
61,0.5606152288030537
62,0.5850585784560699
63,0.7146168146555109
64,0.6905867937378398
65,0.5725629926237602
66,0.6268252636211538
67,0.6172139856837623
68,0.6143090004929765
69,0.6480631749242868
70,0.6523412882442801
71,0.37517866833146074
72,0.6420980118788364
73,0.5642021895314626
74,0.47709457233886043
75,0.8121038121374168
76,0.6932538067129597
77,0.58990436990355
78,0.6944468827550212
79,0.7104625860294469
80,0.5813890732227378
81,0.19440912469611715
82,0.564135947222691
83,0.7026472132598379
84,0.6837359542499946
85,0.6447198285094711
86,0.6924771348795069
87,0.47582827168581376
88,0.638148439578597
89,0.8050906015059218
90,0.38667453574147104
91,0.7789516761344539
92,0.452154877109491
93,0.6753871438951908
94,0.7155699197616892
95,0.6802570503840646
96,0.7258761115433985
97,0.6787631739346627
98,0.6308429108987144
99,0.5482863832122132
