,r2_unlab
0,0.5804636022389327
1,0.7777168836484669
2,0.7474980984132668
3,0.8516691659708926
4,0.4405115508309918
5,0.634164630271885
6,0.7458059526189839
7,0.6489740834578867
8,0.6498852501301502
9,0.6694301499015225
10,0.6770719812547348
11,0.7750866041815749
12,0.4550769338193189
13,0.7498434147300801
14,0.5557318890101866
15,0.6898135947805957
16,0.8387700644417488
17,0.7877882210726669
18,0.6858992034464715
19,0.5044761027546386
20,0.751699012723062
21,0.747971800783901
22,0.8264953377070573
23,0.5870519846530038
24,0.6280727939242866
25,0.7198841511696458
26,0.6600129274441664
27,0.68839115695848
28,0.7771323658375847
29,0.7746596561306618
30,0.7008841347705387
31,0.7158288975543471
32,0.6492470378897873
33,0.735283371481563
34,0.7586007818153343
35,0.7126687287700595
36,0.7907325310796588
37,0.7968947695695496
38,0.7404570606349095
39,0.7449039470455718
40,0.7196835227009597
41,0.7550480254095804
42,0.831975821819072
43,0.7140588435116145
44,0.7141733360752991
45,0.6489691001780886
46,0.7239794418027364
47,0.7613961971001848
48,0.5023696356459857
49,0.6537582742965237
50,0.7124530604888215
51,0.6765686487220741
52,0.7688150902859622
53,0.5684992999181087
54,0.8059616442296835
55,0.693312450089276
56,0.7651419381828213
57,0.7111715618453582
58,0.6579505328509423
59,0.8145639866025136
60,0.7312139586926589
61,0.7372597871118599
62,0.731765500726044
63,0.6960287966897905
64,0.7295284817777192
65,0.7433362509293157
66,0.6066883250145998
67,0.7316063790639824
68,0.7276481848793612
69,0.7887973541312474
70,0.6179690515324467
71,0.7069019116553714
72,0.5880136427810795
73,0.46609559807834533
74,0.6046011577726995
75,0.8271521669268773
76,0.7198911207362201
77,0.6854417851595509
78,0.8270696152949449
79,0.7663176227475621
80,0.7146399708277922
81,0.45991912776565813
82,0.8102301827971412
83,0.7767527079932541
84,0.8147332194953475
85,0.5523322429190195
86,0.8716097407461827
87,0.8105689315340006
88,0.6939758996666052
89,0.7959950121716003
90,0.34457359401755994
91,0.7814592526774802
92,0.5544167028979949
93,0.7774293546771296
94,0.716565474008442
95,0.8714644526188652
96,0.8408719207006778
97,0.7946269340527972
98,0.7319009907213601
99,0.7695705128266319
