r2_train,r2_test
0.60638595503389,-0.013025877525311147
0.60638595503389,0.3451420807167195
0.60638595503389,0.3474087227422531
0.60638595503389,0.29063830809973856
0.60638595503389,0.12266392223942013
0.60638595503389,0.42317064336080656
0.60638595503389,0.14618189562305117
0.60638595503389,0.426443188574282
0.60638595503389,0.3243068966853493
0.60638595503389,0.045352705631869994
0.60638595503389,0.12886053369651917
0.60638595503389,0.3436841200340832
0.60638595503389,0.11837096295007787
0.60638595503389,0.33688056452844695
0.60638595503389,-0.28582538838474747
0.60638595503389,0.3158363804182942
0.60638595503389,0.3597103948256082
0.60638595503389,0.3398987728502937
0.60638595503389,0.20997553318087359
0.60638595503389,0.1412100974106364
0.60638595503389,0.2914832932753666
0.60638595503389,0.1895579645194131
0.60638595503389,0.5267617346716587
0.60638595503389,-0.15840926781530174
0.60638595503389,0.13810751091654672
0.60638595503389,0.36504595771864523
0.60638595503389,0.313500039807013
0.60638595503389,0.3851387681176086
0.60638595503389,0.3524826759949061
0.60638595503389,0.2659843478123829
0.60638595503389,0.34759454205640117
0.60638595503389,0.19548163664277596
0.60638595503389,0.054970183272418094
0.60638595503389,0.32532443677243383
0.60638595503389,0.28886909971615615
0.60638595503389,0.16812992225742052
0.60638595503389,0.3854791815099239
0.60638595503389,0.3862001910785461
0.60638595503389,0.2656792271787124
0.60638595503389,0.40585157641329006
0.60638595503389,0.4515626035790723
0.60638595503389,0.413981573222009
0.60638595503389,0.39131736516603866
0.60638595503389,0.3828923752406521
0.60638595503389,0.2436098771263111
0.60638595503389,0.2229433169463867
0.60638595503389,0.3585103880740771
0.60638595503389,0.14530828596893985
0.60638595503389,0.11512373536566933
0.60638595503389,0.281061412242921
0.60638595503389,0.20821952510345276
0.60638595503389,0.4350159462818052
0.60638595503389,0.3660772146341912
0.60638595503389,0.20525800209381373
0.60638595503389,0.5225720401486549
0.60638595503389,0.2108878572164361
0.60638595503389,0.05942736669573756
0.60638595503389,0.31990725450193214
0.60638595503389,0.22656943244972028
0.60638595503389,0.32790939138285824
0.60638595503389,0.22118424684798066
0.60638595503389,0.39899081521755686
0.60638595503389,0.1801852340006459
0.60638595503389,0.1761338144052227
0.60638595503389,0.17330878130676364
0.60638595503389,0.3519180683498391
0.60638595503389,0.3565901188658479
0.60638595503389,0.3688992457625212
0.60638595503389,0.29386482605332365
0.60638595503389,0.3952898632304771
0.60638595503389,0.18445116233271464
0.60638595503389,0.07479411275078474
0.60638595503389,0.16441877243561953
0.60638595503389,0.22128206776153414
0.60638595503389,0.1789442527829337
0.60638595503389,0.3564321641960848
0.60638595503389,0.227303996858915
0.60638595503389,0.12673111829089312
0.60638595503389,0.3110279982838243
0.60638595503389,0.29199239845956915
0.60638595503389,0.5430901646713651
0.60638595503389,-0.13235404726546096
0.60638595503389,0.4497385939768773
0.60638595503389,0.46317840151465983
0.60638595503389,0.4219460495675533
0.60638595503389,-0.060833889314302336
0.60638595503389,0.5260807808981997
0.60638595503389,0.34863917983673054
0.60638595503389,0.4425023070611753
0.60638595503389,0.41390088671453096
0.60638595503389,0.02497795618500709
0.60638595503389,0.23502430775797445
0.60638595503389,0.28286924580580053
0.60638595503389,0.325291632307801
0.60638595503389,0.3446772241536369
0.60638595503389,0.45105449982656365
0.60638595503389,0.21051530084565517
0.60638595503389,0.5296568621146174
0.60638595503389,0.2188210503548339
0.60638595503389,0.3484206585596392
