,R2_score
0,0.8257926488406797
1,0.8246520162811529
2,0.7850240047702459
3,0.8185893828567441
4,0.7784601209604531
5,0.692002197237968
6,0.7954717187805926
7,0.7725286310363455
8,0.7046429978263481
9,0.6684571630948334
10,0.7238151766063875
11,0.8343378462155502
12,0.7908415739286289
13,0.7517265827456746
14,0.8314351670183944
15,0.8664907558316819
16,0.8165789238884655
17,0.7986992934014854
18,0.7427125998641784
19,0.839784753608988
20,0.7990946712063602
21,0.7867409091324216
22,0.6946581440975392
23,0.773970971874772
24,0.8145173621512236
25,0.8190930702304442
26,0.8295301284296697
27,0.7827195342329876
28,0.8780679061602361
29,0.8402932044269067
30,0.8195320839341476
31,0.6088469936007488
32,0.7804585101081333
33,0.8089070254862073
34,0.8608244266902113
35,0.6380978890672893
36,0.693294066475911
37,0.8553630141780214
38,0.7770086729038698
39,0.7786930148071847
40,0.8465181856902887
41,0.8515227853494437
42,0.8624041437526607
43,0.8017344743185643
44,0.69714785812457
45,0.7851540416533462
46,0.7462190471800566
47,0.6975484007656771
48,0.8174101119274091
49,0.7609367470072864
50,0.8346233528401117
51,0.7335668266535482
52,0.8769645751666968
53,0.766982804263243
54,0.8073370293634515
55,0.8115005594861757
56,0.8419693025775996
57,0.752678452552579
58,0.833600763315461
59,0.798431274254647
60,0.7885067237564536
61,0.7200794341961723
62,0.7128616920569671
63,0.8025452669810856
64,0.8106777180155922
65,0.7341343092605368
66,0.7373479372309479
67,0.5982449738711113
68,0.6894079781871499
69,0.8466972785455544
70,0.7957066957906019
71,0.706038950046395
72,0.8563419750846949
73,0.7683685327369245
74,0.7978580990338737
75,0.7935455828343471
76,0.8668612387884305
77,0.8149739771183195
78,0.7919250521727013
79,0.8544563798445047
80,0.7505637603788349
81,0.8138401983408555
82,0.806603325343655
83,0.7521964004835209
84,0.8960882988213069
85,0.8406534227744318
86,0.8087283216445892
87,0.7450075983404849
88,0.7791809067300535
89,0.7760294329780043
90,0.710540446906992
91,0.8155248265292532
92,0.8244061490496815
93,0.8804350119169214
94,0.7124723833450267
95,0.8596361466579908
96,0.7966384772736894
97,0.8334418914800187
98,0.8291916526283806
99,0.7890509576510999
