,r2_train,r2_test
0,0.9962951227332139,0.7469119144398801
1,0.9873077526988412,0.3996421396577443
2,0.9940754857683837,0.7562984279093704
3,0.9934006931062906,0.6938010780540976
4,0.9573254819017686,0.7183199230595135
5,0.8979220690744335,0.46381198275443347
6,0.976457755249405,0.6774272659394202
7,0.9897961711125574,0.6329501280177203
8,0.9074447804848935,0.6297711480632324
9,0.9958926113714088,0.4596089423746448
10,0.8973377272841122,0.5580595893181259
11,0.9962193055157937,0.7122389239441538
12,0.9954495698852766,0.4474467793614557
13,0.8488412262693075,0.5782315185409059
14,0.8489009337899674,0.6875107756053065
15,0.9939212251731564,0.8390838314620314
16,0.9888677801160614,0.5729672251557509
17,0.9013613596321699,0.6298545078646066
18,0.9946322549104699,0.7037361324091529
19,0.9017845258776604,0.7456961744742019
20,0.9971625551925557,0.5866174194976347
21,0.9899026090165617,0.638798879507815
22,0.9049136192764181,0.5020625881800337
23,0.9943487280196317,0.5797334552177678
24,0.9897989900442286,0.5080648378189246
25,0.9945922196719793,0.6922973870707365
26,0.9029117099777184,0.6931364258946084
27,0.9898433430021599,0.6814925183554568
28,0.9928063036872735,0.7099786992986841
29,0.9617301655853693,0.7983895994455427
30,0.9940754115553646,0.786962092256555
31,0.9937790610841982,0.5038548231801099
32,0.9909906651282228,0.5262904601529093
33,0.9887394683810118,0.7211768394138645
34,0.9583955942121506,0.8098491021893821
35,0.99460472211388,0.5125790546161579
36,0.8990122495244816,0.4941599694067851
37,0.988695331959189,0.669469407182948
38,0.9030604527717103,0.6310838676650679
39,0.9865942306167469,0.6913740777398207
40,0.9803531842014053,0.7622497903467002
41,0.9959091823109899,0.6001889211351408
42,0.993876999354862,0.6490608229306287
43,0.9903574622798721,0.7365482062232347
44,0.9641547787901563,0.5808261617616561
45,0.9885776523814481,0.5621796356207687
46,0.9903074764927866,0.495323179447861
47,0.9880259409462712,0.5642424183502444
48,0.988079522168517,0.6701991949440942
49,0.9890022044698783,0.5402944859518843
50,0.9993313507997539,0.7169860370695924
51,0.9894745583058817,0.5651613972583489
52,0.9889105507303564,0.7833611367728199
53,0.9899269228567761,0.6410078806676498
54,0.9574268282585152,0.7037836682043932
55,0.8973901896330424,0.7040848613734674
56,0.9585137351676613,0.7965129947604377
57,0.9901003639490347,0.5367096885341279
58,0.8985015815873583,0.6591058502757752
59,0.9901208394360314,0.7799882500191463
60,0.978387450443777,0.7625699358731957
61,0.990732701177511,0.6631195374410056
62,0.8496411671054162,0.47792028185154134
63,0.9872361153113771,0.658344421857072
64,0.9900863385570503,0.5418739345287769
65,0.9965479300822468,0.44369324820920375
66,0.9947209610171878,0.7092536576408617
67,0.9027821627542881,0.5063759412079343
68,0.9881804045043805,0.5755906977722118
69,0.9043258606359372,0.8524343184725682
70,0.9935679450946445,0.7144640518033334
71,0.9932186217767537,0.5976170863870837
72,0.9933209573532473,0.8418760094422617
73,0.9813043749582919,0.6533985461865759
74,0.9954656800026425,0.7241349404537978
75,0.8961152305234327,0.6809636935710792
76,0.9903987712482701,0.6567822909661264
77,0.9011469958905381,0.7209549158645491
78,0.962383206689712,0.7126999813688951
79,0.9885342700572717,0.8265976765328593
80,0.9950588470647246,0.6823161040872521
81,0.8452033993462802,0.7683239237873793
82,0.9898189289338708,0.7513642989557933
83,0.8939093462544013,0.5949720990420982
84,0.9974868743465467,0.6621854561943096
85,0.9861997936597964,0.5892471282592899
86,0.9892173095694817,0.6660328552379935
87,0.9940293532252908,0.6639049853170154
88,0.9876084430790074,0.6390982691403703
89,0.9936524011882565,0.689289249146589
90,0.9604003333318634,0.623012996295409
91,0.9887306886917194,0.670095032454922
92,0.9594158352417217,0.7194174568268015
93,0.8967421079014385,0.7414601062372743
94,0.9903583285241678,0.5702852925112867
95,0.9597234828362132,0.7468421471627272
96,0.9518232277616028,0.7544133369050761
97,0.9579611627297455,0.7740350332797992
98,0.9999999972277913,0.6036555871473599
99,0.9884640075332556,0.663932657540256
