,r2_train,r2_test
0,0.8271871980134216,0.7225586956875258
1,0.700909819787163,0.7276316678152694
2,0.8244100218375372,0.711993364747653
3,0.8216575130673512,0.779538628314859
4,0.8237831851593365,0.6849893699710307
5,0.8280325349045833,0.5764752067889257
6,0.8230240818256497,0.6833470418324984
7,0.8290326061982294,0.6139083029924971
8,0.8241660241398181,0.6591636819550439
9,0.8293820529463994,0.45117662515698054
10,0.8272796649555278,0.6257716311468748
11,0.8218676484508415,0.7698651584771682
12,0.8237888522803443,0.7451957378231104
13,0.824823881710725,0.672378484570079
14,0.8287497490770727,0.7255539460888875
15,0.6944566025575489,0.8301187721748139
16,0.8265719921298635,0.682439340943593
17,0.820540090400525,0.7033044478195624
18,0.7027911349698417,0.6330735222812338
19,0.8205059537223947,0.7612750213213272
20,0.7067869426258828,0.5945677845827202
21,0.828559573282192,0.7036708042541123
22,0.8288169230358774,0.527854225620729
23,0.8277808720301624,0.6743265519283633
24,0.8274799134008979,0.6919382889251829
25,0.8241412507215158,0.7713344502517603
26,0.8204913668643044,0.7314850290489058
27,0.8241365402954639,0.7483880783861552
28,0.8214272373304811,0.8215324223934811
29,0.8227167866217541,0.7890233227343292
30,0.6944050685253953,0.7103077147803781
31,0.8251842021661543,0.5482373415898151
32,0.8213049525769792,0.6876348490432722
33,0.8254462106865549,0.7027379764422466
34,0.8256419373176518,0.7506551782576124
35,0.8281920623453111,0.473966980724308
36,0.8229793347710136,0.5492636546225345
37,0.8204340642950202,0.7918195593175834
38,0.8263525237818419,0.6983789638523517
39,0.829408744776089,0.6232274813265474
40,0.8241273270584155,0.7414910095805111
41,0.8256588259210154,0.7779204177133439
42,0.8237311773097573,0.7389955465327791
43,0.8249462591250135,0.7430683636115647
44,0.8253473207217081,0.6342245896719032
45,0.8209708767949523,0.637726280291959
46,0.8311814421144027,0.5818996195504109
47,0.8292855990721013,0.5579762307463345
48,0.699627252623337,0.7867620477912772
49,0.7057645719785854,0.6458814174747289
50,0.6940624176559201,0.8175279465448526
51,0.7020746864203707,0.5870527660989036
52,0.6985917791806808,0.7524004718767762
53,0.8233404079610998,0.6976583742874682
54,0.8211870807824083,0.6428863438291201
55,0.8260488676772351,0.8035976497186759
56,0.8237582245624668,0.7645686778652886
57,0.8285261783779183,0.6587418067033026
58,0.8241844804659102,0.7583396696949936
59,0.8234581799454322,0.7226447248864214
60,0.8230323311573043,0.6846811113341955
61,0.8276534623,0.6100919943843899
62,0.704641274319613,0.6044763044786537
63,0.8259380537472404,0.6921955485687741
64,0.8259493883868827,0.7144841665281156
65,0.7047835898104016,0.6056528508397228
66,0.8303460331276613,0.5725839532747977
67,0.825483956354429,0.5676835441796251
68,0.700897378401756,0.584028895592732
69,0.818943178152133,0.8263196880756472
70,0.8200931587115222,0.7007659701557261
71,0.705087476879944,0.6842290832733322
72,0.6982568245534986,0.8180904077117668
73,0.825596099780587,0.5977684753413925
74,0.8271169061605086,0.6843527913010807
75,0.8253247541197135,0.6862446433237548
76,0.8299721984700121,0.7556929035210391
77,0.8272731593583573,0.7268308158958685
78,0.827872141681626,0.6830640979005353
79,0.822065868104317,0.7860163419769048
80,0.6966251972679369,0.6534281105936252
81,0.823604213971773,0.8291830301092964
82,0.8254119857079947,0.6446378413732798
83,0.8277531161504206,0.5859606600325424
84,0.821319715771566,0.8354260635643181
85,0.825222372852988,0.7617571698383464
86,0.8237328851427468,0.7592857856615404
87,0.8265734487966787,0.5845923615408146
88,0.8230756855901227,0.7498468354720436
89,0.825904581504663,0.6899811390232916
90,0.8277374708972969,0.6588152607137238
91,0.8230257201175046,0.7387767994400622
92,0.8214487603948838,0.7598822221938097
93,0.8212143526876146,0.8453092846450168
94,0.8248005792715553,0.6161891707939946
95,0.819625441828717,0.7807111397504154
96,0.8261834323766871,0.6295339471454591
97,0.8235463136569601,0.7400799456861982
98,0.701874095985308,0.7340983775952933
99,0.8265572975130302,0.6969899906648462
