,R2_score
0,0.8163196594390302
1,0.8351068826408048
2,0.8618151435404194
3,0.8122226456631034
4,0.7682648459236672
5,0.7042053255062228
6,0.8298597634120978
7,0.7917752082721917
8,0.7894205293112648
9,0.754001032680356
10,0.7008249022467676
11,0.8592525810304548
12,0.8065375932269563
13,0.7955291728729638
14,0.808584623453861
15,0.8605551857362483
16,0.8309847939792445
17,0.8111136715045801
18,0.7378654738119647
19,0.8401466663095674
20,0.7751986490289825
21,0.8128294716980246
22,0.7805868331883536
23,0.8156334329839829
24,0.7672448786695489
25,0.8757065568079286
26,0.7915478136630504
27,0.8557061603156229
28,0.8498942935053245
29,0.8112263273465492
30,0.8366956731806802
31,0.5949141646248141
32,0.8233821119626905
33,0.8133612172086808
34,0.7921117974445196
35,0.7399038997887338
36,0.708157875138976
37,0.8074149912159648
38,0.8236555284250693
39,0.7428660631862855
40,0.8471128489804327
41,0.8352910004549136
42,0.8082648503159722
43,0.826544120510677
44,0.760677186734841
45,0.7882837744619996
46,0.7452604309703319
47,0.7980659905717914
48,0.8004589366514941
49,0.7889123006047065
50,0.7996427048655212
51,0.7687364241499297
52,0.7863695944568099
53,0.8477455101322537
54,0.8225238276168989
55,0.8512693367642253
56,0.8147399692460335
57,0.7861022015481812
58,0.8185289369890468
59,0.7869071771932559
60,0.7579356591015185
61,0.8163833572735759
62,0.7383677491719169
63,0.8456204730033583
64,0.8383070466941054
65,0.7473269133053082
66,0.7466983600622903
67,0.7087535879834113
68,0.6272951867486485
69,0.8416468346055791
70,0.7495481934446762
71,0.7296428887586501
72,0.8440885096754389
73,0.7489499111494617
74,0.7874155598879804
75,0.8412958077220961
76,0.8384111258682941
77,0.8339866007184867
78,0.8385797812058075
79,0.7472331604620874
80,0.7898002143707765
81,0.86494619110055
82,0.7880591426105715
83,0.7675586177756464
84,0.8681087006131792
85,0.8441104409717693
86,0.7732962947903798
87,0.7326291767580693
88,0.8409241178426137
89,0.8592427159300031
90,0.7801692704452075
91,0.8215923038545724
92,0.856672524196152
93,0.8942095351442684
94,0.7613437484927339
95,0.8085743882476294
96,0.7852761083084778
97,0.7816109389038073
98,0.8264588545359258
99,0.7630866239696663
