,R2_score
0,0.5805802879420647
1,0.3924001970952147
2,0.701213933850525
3,0.6725949807098477
4,0.6228214454275323
5,0.6735387550138099
6,0.576757793833414
7,0.7382222585318172
8,0.6189852407094424
9,0.7166571813870506
10,0.747847879399649
11,0.6136979752738008
12,0.7893400522901933
13,0.6774271370891916
14,0.6232859196187138
15,0.6390325216814795
16,0.8445633374546759
17,0.6305647720399662
18,0.723947358501291
19,0.7101892240351395
20,0.640101189440675
21,0.7493004703015285
22,0.45523672756173894
23,0.5922676093325876
24,0.7852878919519463
25,0.668866122135672
26,0.6473163944368321
27,0.6017609603835448
28,0.6247685641289986
29,0.7757444981025154
30,0.7333605141556879
31,0.7396168667972101
32,0.4339820624808467
33,0.8908460941236747
34,0.7700944022199908
35,0.6493358168674949
36,0.7560476048362965
37,0.6503517583139607
38,0.628316206876242
39,0.6855741627398164
40,0.8559560801439962
41,0.6682282539836812
42,0.5603359858433725
43,0.7324923239532568
44,0.801566499309279
45,0.5840659048696986
46,0.8371243107209586
47,0.6972793957330621
48,0.8193197020809321
49,0.6159821348707302
50,0.6106834013356627
51,0.8091093279854896
52,0.7053474619563587
53,0.8487394844667036
54,0.5808664905490037
55,0.874822361069888
56,0.702556570913585
57,0.5802120263362481
58,0.7659540729292946
59,0.6492811304062538
60,0.7323579396967339
61,0.5157309110605873
62,0.7052998728228478
63,0.6239821410843138
64,0.8417540448453914
65,0.628428766325501
66,0.7556762658839026
67,0.7959985166664396
68,0.6651876019128545
69,0.8669705303831693
70,0.46608418550275066
71,0.6599257002424909
72,0.6018295902736801
73,0.6619805691956926
74,0.7266323156270884
75,0.6458509877986469
76,0.6295949638528453
77,0.7466757884757953
78,0.5937225604400624
79,0.4889660630978344
80,0.6488875704699331
81,0.3750047716643967
82,0.6164054488293573
83,0.6090333821408855
84,0.7925158304791706
85,0.6739711974248785
86,0.7925032405446801
87,0.6441737655013371
88,0.512355599383634
89,0.7414121978540136
90,0.642252473465651
91,0.7534023035908906
92,0.36042959709676503
93,0.650609771929652
94,0.47966848396983475
95,0.5586667751944858
96,0.6752982745449183
97,0.6807343580484733
98,0.7342384993149131
99,0.5986756268998091
