,R2_score
0,0.804821948577384
1,0.6570551504400098
2,0.8233182814357739
3,0.7829824604512671
4,0.815074468980701
5,0.8048937450323291
6,0.7348535275180521
7,0.8012276783012222
8,0.7664783301640572
9,0.7393925854725565
10,0.7612673981257396
11,0.7218536280233947
12,0.771150116301149
13,0.7500138920798539
14,0.7489838204186792
15,0.7202479591735135
16,0.8729314341914852
17,0.7282712531494898
18,0.8357619213642999
19,0.8046378532992453
20,0.7648274225014106
21,0.801046901290378
22,0.7857016986517797
23,0.7503331063158789
24,0.7963370328743345
25,0.6899744121302736
26,0.7426003721045729
27,0.7111123074757
28,0.6148156786666913
29,0.8180305053478261
30,0.8231653988615901
31,0.6820120785120415
32,0.7661535450472547
33,0.9037014449695419
34,0.8331101730549134
35,0.6538249486815861
36,0.8494881703800728
37,0.7480026600951686
38,0.7431772154267176
39,0.8016700516538403
40,0.8480058341847594
41,0.74800565313882
42,0.7445158034168768
43,0.7928429523312422
44,0.7972584615166431
45,0.752475140718412
46,0.8054080582217908
47,0.8143382606381737
48,0.8086758468912107
49,0.7355836572514977
50,0.731464050188716
51,0.8314584805834984
52,0.8408418934435125
53,0.8790836625626377
54,0.8018998347848656
55,0.8668485466684974
56,0.7593456204532135
57,0.7185854452449292
58,0.8252957332257026
59,0.8469422577225318
60,0.8078882790199354
61,0.7958587152783729
62,0.7454134451332877
63,0.7594974566837767
64,0.8964785365348164
65,0.6492622625447984
66,0.8160943749212708
67,0.818217911200407
68,0.7910860492250263
69,0.9300683530795673
70,0.6402025198991894
71,0.6343283171873034
72,0.7363115100392839
73,0.7693196790285388
74,0.7604797354440627
75,0.811048122482669
76,0.7857340033144915
77,0.7465562237524308
78,0.7444296331837499
79,0.6488850751722939
80,0.817365546183616
81,0.7593088997344002
82,0.8360612697822143
83,0.7722726378766079
84,0.8359603735378774
85,0.7795228883517404
86,0.8761798601606736
87,0.7341403948612163
88,0.7751947550008801
89,0.7712243786949529
90,0.7360320712811897
91,0.8439528888690638
92,0.6721221605489296
93,0.8352569453322136
94,0.7939356399387173
95,0.7423994036247561
96,0.8186261619262994
97,0.7374676067509545
98,0.8470029544024822
99,0.743898308392172
