,r2_train,r2_test
0,0.7983244246965722,0.7434790152682721
1,0.8196207317769978,0.5473251459012203
2,0.9999999879360886,0.8134928251945404
3,0.9867672955224394,0.8497986270008465
4,0.8203601991868041,0.7700470025452316
5,0.975326556578302,0.7527973087019488
6,0.9898481235188695,0.7465183123721273
7,0.7965265349578253,0.7181444192408878
8,0.8374369050910424,0.6746482572932245
9,0.7957528991234641,0.5921012916685295
10,0.8240879286810018,0.6891427652589949
11,0.8417046594544798,0.6970352197238995
12,0.8175963281452131,0.7464589739911001
13,0.81758381235888,0.7333964204028169
14,0.8384550285966674,0.7062098411638853
15,0.8416997763708989,0.7246318459641956
16,0.9882104305625689,0.8785212140440284
17,0.9999999828623555,0.6790214535697876
18,0.8347730630386855,0.7676380677970573
19,0.8599917387646824,0.761649444719473
20,0.8213681057407847,0.6578546750463361
21,0.9722695378616132,0.8237945024910388
22,0.7983712901806428,0.6486805014092543
23,0.8552268910149075,0.7669065898697337
24,0.8199078324395919,0.6578857278098287
25,0.8369714438718798,0.7284442786088308
26,0.8361614762580315,0.7127669566612624
27,0.8630042204047932,0.7326642355946005
28,0.8173539169421122,0.708923249109118
29,0.9828301827024912,0.8235433966473977
30,0.8148573575225133,0.7309087470367839
31,0.9800387601496466,0.7504086062356081
32,0.9902203837864608,0.7731934629772612
33,0.8095446970533766,0.8440705574921094
34,0.8589160605307745,0.8044312844422119
35,0.820893028644715,0.6319205294252073
36,0.818032160155776,0.783594253809675
37,0.7965994417641513,0.7248952531728133
38,0.8181485305129129,0.6664854635604632
39,0.9829501112262066,0.7374328141303357
40,0.9793669274605771,0.848105970846565
41,0.8140389224536317,0.7528764550746372
42,0.9999999915198519,0.8016127993639192
43,0.9896302032940629,0.7934874104967632
44,0.8189800245157383,0.7563872000748384
45,0.9501680752874688,0.8242455909226851
46,0.9749388738834551,0.718175296348252
47,0.9900851988684468,0.7944846983252745
48,0.9851113441414319,0.8142825944559059
49,0.8431063489387307,0.659751744596002
50,0.7963558348778351,0.6878758462269989
51,0.837106439393376,0.7486284845259247
52,0.8548666265011218,0.7891039684382355
53,0.8115031303363099,0.7709091450026548
54,0.8165044019296192,0.6659868157928113
55,0.8140479052441605,0.8259667968782273
56,0.8203372864061312,0.7562358122364004
57,0.8205573951551582,0.6853389492574746
58,0.9899869096590462,0.8371452654143623
59,0.9807807975534895,0.805804885454336
60,0.9999999835817751,0.759582985773361
61,0.7961365927686515,0.6964660913912043
62,0.8138249819641964,0.6362372434983896
63,0.9885862000817293,0.784250867645087
64,0.9999999861132254,0.8495864972008352
65,0.8199607593315623,0.6419581161380701
66,0.8200046854189769,0.7816853499276946
67,0.9880482368979424,0.8182919254236576
68,0.9898786293769302,0.7810783873053825
69,0.7903784696220766,0.8086435462077035
70,0.9909172746862659,0.7181338431647136
71,0.8180364431122717,0.583760352790224
72,0.8219491634077127,0.7025696786564192
73,0.9999999438511289,0.7773621419952067
74,0.9806399430811519,0.7983536823765964
75,0.9883834953080326,0.7867695555574672
76,0.9800042596333565,0.7853987025500919
77,0.8171437890956882,0.7501161135002894
78,0.989434216480945,0.6801223474939615
79,0.8197582210647586,0.694237507740985
80,0.9908480055803259,0.7707754849439407
81,0.8224679131165109,0.6534862930254199
82,0.8203636549549158,0.7243858861195365
83,0.8602244377387509,0.721258510741209
84,0.9969696285285877,0.843509420070623
85,0.8197853302660613,0.7482235762980136
86,0.8432600862337953,0.7842036387549304
87,0.7966827800356959,0.7170949971400153
88,0.847094103915341,0.6733832472978962
89,0.9999999917110118,0.8160731836962293
90,0.8152620834900692,0.7158216723413912
91,0.8326601273591837,0.7681353614076376
92,0.8539961865074505,0.7067120288029051
93,0.8195705484440385,0.7480899303465349
94,0.83437158180058,0.7207786722977372
95,0.9874546261558023,0.6516409953700215
96,0.8398571085038008,0.7153817832417882
97,0.9793394695783493,0.8011243835939427
98,0.981915157299119,0.8478401189625553
99,0.8373502412946021,0.7652157361315884
