,R2_score
0,0.5339497850475726
1,0.016344955195851774
2,0.502137206654693
3,0.3278115633249966
4,0.3047761345268378
5,0.1719728357012772
6,0.23795355688414876
7,0.510593796455777
8,0.3768305509264417
9,0.20797697859005193
10,0.39440757907824453
11,0.23902834975577525
12,0.13647082630126317
13,0.23577828569657788
14,0.22860813118714818
15,0.16238978654197145
16,0.4567849796898704
17,0.09329235023995397
18,0.6224647637196825
19,0.5141253470470304
20,0.6212806236694988
21,0.5221207220121677
22,0.43156668333325454
23,0.29556763028262945
24,0.2582907117629012
25,0.22432489076498074
26,0.35902574331786763
27,0.08517395171120445
28,0.17793991166948708
29,0.0005578827127248331
30,-0.1770294172609881
31,0.31593104039354114
32,0.49895238640693873
33,0.5433456243773254
34,0.2361738099155578
35,-0.01935722325108391
36,0.5547021820934147
37,0.29054855882422814
38,0.2678993390489376
39,0.4426926904898514
40,0.08473661889785933
41,0.20803072261659605
42,0.24213348463291307
43,0.20878672576582924
44,0.5045622380607253
45,0.20256737123868696
46,0.34458914907683735
47,0.5083497922408236
48,0.30395476925117726
49,0.4197214673031202
50,0.06345367416513137
51,0.2256311734004809
52,0.16696863449038757
53,0.2723006793370647
54,-0.044130191148890496
55,0.40388071959405736
56,0.42121643684611254
57,0.5976096340386483
58,0.37306152076481847
59,0.5304361607697203
60,0.3643372694825756
61,0.3045329375778636
62,-0.35283789290805134
63,0.33381061830986114
64,0.48067719506309137
65,-1.010636253356064
66,0.466277703472212
67,0.32135494678249377
68,0.3664895110894887
69,0.6224771988236232
70,-0.03535676566629187
71,-0.1962991328103625
72,0.32174874980960055
73,0.1703576836726325
74,0.29737225218214003
75,0.28686166688329096
76,0.5422513255466391
77,0.5048290620412265
78,0.2226011843106529
79,0.14175085051044756
80,0.3943470088228387
81,0.38142958925584336
82,0.32570369555990275
83,0.30226187016811823
84,0.26639934422191935
85,0.40378987727963045
86,0.3387471326364949
87,0.400332933967674
88,0.15937870234529894
89,0.5376604940924059
90,0.5115836775266658
91,0.37417097644105457
92,0.3105185101894695
93,0.5210517158617998
94,0.4820302193049638
95,0.27263296363427203
96,0.5578540807250205
97,0.10750704779064624
98,0.5179358246564154
99,0.2494236426484936
