,r2_all,mae_all,r2_lab,mae_lab,r2_unlab,mae_unlab
0,0.803027764282553,5.54728140367593,0.9968820426648087,1.2035102615163569,0.5033848205822086,9.8910525458355
1,0.8725151365516182,6.6107473346535235,0.950432408984638,5.204829394105444,0.7511575473745251,8.016665275201603
2,0.8233945207702267,5.281930396973663,0.9976254335120994,0.9325751004923001,0.6763145153334482,9.631285693455025
3,0.904967706955339,4.800482988722666,0.9947878500343937,1.579022577009204,0.8124049291704011,8.021943400436129
4,0.7327228783187872,7.15353282447507,0.9973277129137901,0.9535749808693139,0.5103673209645863,13.353490668080827
5,0.8619508204514551,4.913199493299842,0.9955053194405101,1.2495400418549378,0.7646900170543895,8.576858944744748
6,0.7641948173883382,7.405043824521629,0.9635197159974388,4.056660161951096,0.5452850449915851,10.753427487092159
7,0.802574110596985,5.6961714678333,0.99535465106664,1.298725022634866,0.6630312927171551,10.093617913031732
8,0.7939573877476398,5.8491985452502435,0.9964881369908196,1.1395615626463742,0.6078440620803978,10.558835527854113
9,0.8240086195776266,5.576078141103084,0.9960213141569488,1.291289415242926,0.6154785960501774,9.860866866963242
10,0.8339005693061317,5.689694435753223,0.9958120484696166,1.2909351021644733,0.6584625209968135,10.088453769341971
11,0.8420445468486559,4.78737984250549,0.999320855716902,0.5194719641880237,0.6701295998781382,9.055287720822953
12,0.5941244971666172,7.012877218041779,0.9995315079047098,0.43518616049309683,0.023915807042417137,13.59056827559046
13,0.6452917473321358,6.635012408633331,0.9995267924772011,0.3743865121584442,0.38694244574322234,12.895638305108221
14,0.8371436860085233,5.2144476579570345,0.9961643117787706,1.4221501138991295,0.4450929653172425,9.006745202014939
15,0.8808235760913365,4.447551041201333,0.9947919456130165,1.4833883926394373,0.7601599924859,7.41171368976323
16,0.768032905515289,5.284129936663057,0.9999412241659609,0.1396376988342692,0.5312439892235588,10.428622174491847
17,0.8797923730921341,4.898595584443456,0.995497754801052,1.3306822469320492,0.7589305266036521,8.466508921954864
18,0.8647944220161492,4.771767249611342,0.9954887824049444,1.3236787018963252,0.7254281222222267,8.219855797326357
19,0.7879703402570746,5.953502678061131,0.9975428616793652,1.0456972487212977,0.514445096343618,10.861308107400964
20,0.8717124991153188,5.18522426900818,0.9955516900666779,1.3849663490528825,0.7491409342570783,8.985482188963482
21,0.8950929508563459,4.925757725705068,0.9950723565026262,1.4562350579797054,0.7774615367042834,8.395280393430431
22,0.8783582628433996,4.664986383671641,0.9945491490185138,1.3750453656848192,0.7922528301694822,7.954927401658462
23,0.8474102224619727,5.261670803902598,0.996640394452666,1.2630581300974595,0.5482447399532995,9.260283477707738
24,0.8541778103798865,4.869625075516342,0.996018948819142,1.4069204820237196,0.6532381827003251,8.332329669008963
25,0.7985174833863212,7.634326251630483,0.9446388714818287,4.991122020591404,0.6720944924805656,10.27753048266956
26,0.7920194226105168,6.023493606453493,0.9960013537435508,1.1093703632311476,0.6355148981444165,10.937616849675837
27,0.818584961895567,5.061522105357287,0.9992486301053317,0.4290376884869893,0.7003743697494802,9.694006522227586
28,0.8393712876888866,5.388106625096395,0.993513503033376,1.5035264253152798,0.722424003249393,9.272686824877509
29,0.9072582501845967,4.346878458935567,0.9942300911897244,1.6435501296553086,0.7683375748237745,7.050206788215829
30,0.8637856747051593,5.170894462478465,0.9940672794616717,1.6623136184508993,0.7195495897312352,8.679475306506028
31,0.7132740951554375,6.685064861483037,0.9995951773849069,0.36678670771689115,0.4196984911063276,13.00334301524918
32,0.8335803384121356,5.399271884937332,0.9969806243100372,1.124756954376914,0.6386809751397914,9.67378681549775
33,0.8593827015956288,4.62458770679118,0.995974063381208,1.3104079869439755,0.6835208250887641,7.938767426638383
34,0.8211474590643119,6.987275693917062,0.9579070623570942,4.049285165470501,0.7113483255886719,9.925266222363623
35,0.7929606697211935,5.97214865715421,0.9967444569778275,1.0264387550750722,0.634136297282869,10.917858559233345
36,0.9078062269677306,4.261123387497346,0.9929686842745217,1.624864052669694,0.8285231926423037,6.897382722324998
37,0.8152082624726074,5.677806393160575,0.9961984296670399,1.1341156085706217,0.6760755149658194,10.221497177750528
38,0.864101530293427,4.808673343928225,0.9957838370630281,1.3849390601104483,0.7043577183295922,8.232407627746001
39,0.9053680134226431,4.395033595540821,0.9943316257855438,1.5072754263162944,0.8164769026013401,7.2827917647653475
40,0.853465260294951,4.860495054780294,0.999564954616784,0.3850492346577176,0.7332709271708638,9.335940874902871
41,0.8374586837644727,5.543896504071857,0.9928893426770766,1.6267471948693772,0.72199266313993,9.46104581327434
42,0.8210440987151577,6.077580956851974,0.9949226811138008,1.1723960795074941,0.7108966376714438,10.98276583419645
43,0.8262742125490241,5.668006107815042,0.9958876896878687,1.1145760763403894,0.6993585087377078,10.221436139289697
44,0.883452849852698,4.919355837035873,0.9957392911155332,1.359862784024953,0.746869184982272,8.478848890046793
45,0.7128124102754725,5.621771611122281,0.9999584872786167,0.1236474136607582,0.4207023315851818,11.119895808583806
46,0.7807551737527171,6.029009346526424,0.9947061265780631,1.312194164760789,0.6245553898693306,10.745824528292053
47,0.8936453225076584,4.443360036421298,0.9962864515995685,1.2510218224777114,0.7330146122301395,7.635698250364884
48,0.6935151940388173,6.452276919844529,0.9952407428894743,1.3936802398960402,0.3472231861551135,11.510873599793017
49,0.8271962450072475,5.156891813021,0.9964891841315621,1.219759248493734,0.6595137001982607,9.094024377548267
50,0.8327217993453166,5.11803889040826,0.9959633567887032,1.3852722092977032,0.550824038742195,8.85080557151882
51,0.6762979291209812,6.408567210277778,0.9990603619968824,0.47671265857046863,0.47641150894185513,12.340421761985088
52,0.8595947891647544,5.260718578767052,0.9939266376278673,1.5957146321650004,0.7124700822127292,8.925722525369105
53,0.8207878563005763,5.455514476046808,0.9962145537536138,1.295046032847025,0.6244288811588754,9.615982919246589
54,0.8516301384642009,6.757471554210099,0.9496497886383075,4.8066406669902975,0.751963347083134,8.708302441429902
55,0.820848094085737,5.540671321422151,0.9961200296496824,1.3143181210337287,0.5903531112352371,9.767024521810571
56,0.8984615161425552,4.676967043400987,0.996538477144878,1.3745263417451599,0.7242405410142254,7.9794077450568155
57,0.8187085996505521,6.6221525161184855,0.9553878923646627,4.110948261240435,0.7167113375797105,9.133356770996535
58,0.667347531486556,6.767491883723653,0.9994144712483604,0.4474044252495659,0.33816344832381573,13.087579342197742
59,0.8417286768064631,7.084550931402991,0.9541006239010246,4.475890648505983,0.7338873239835368,9.693211214300003
60,0.8830297646385312,4.78380683877448,0.9958631491207558,1.3484755075879205,0.7224189218114823,8.21913816996104
61,0.8159566785046978,5.752035825371057,0.9940755646381482,1.136794396060531,0.7054919614940738,10.367277254681582
62,0.8797684801543333,4.727898458686455,0.9948470796892317,1.6276158019828935,0.6622994074069345,7.828181115390017
63,0.8162833626575541,5.848729629075648,0.9962263660758276,1.2507143964806238,0.6117636247108204,10.44674486167067
64,0.8993789146570742,4.401194965995206,0.9943683203585953,1.7443034845886782,0.7019970102925216,7.058086447401731
65,0.8345258161370832,5.060484312886048,0.9940216342646631,1.5424504448974738,0.705829520040701,8.578518180874623
66,0.7822647157612372,6.071887003449257,0.9953532879477072,1.3480801962041828,0.6095708353581446,10.795693810694331
67,0.822312419808733,5.874037937693293,0.9950680873027178,1.1733146417882765,0.7069081031138771,10.574761233598311
68,0.8404649347182488,5.219933020229513,0.9970622918368592,1.046810792896741,0.6540974614771465,9.393055247562287
69,0.8597332438947197,4.996217998596688,0.99550146001611,1.3949800761888327,0.7082155581324463,8.597455921004544
