,r2_all,mae_all,r2_lab,mae_lab,r2_unlab,mae_unlab
0,0.8484322537012844,6.423250195064953,0.9775488526480889,2.8321344440624556,0.6487157071210886,10.01436594606745
1,0.8716612060944059,6.150158462618817,0.9612768118447232,3.995255192410265,0.7325452914618968,8.30506173282737
2,0.837226389513733,6.982395464352031,0.9526066054568723,3.406604102378895,0.7384500656170616,10.558186826325166
3,0.8664969586850222,6.271284476660108,0.9323383023734901,4.9045615352053975,0.7986444243441564,7.63800741811482
4,0.72092068649717,8.097472580339534,0.9816507197542691,2.1755611348937984,0.5017788428524361,14.019384025785271
5,0.7958095183934526,7.260229762759226,0.9640018884229479,3.268577656963751,0.6726129454679586,11.251881868554701
6,0.8204964738990969,7.034873635960347,0.9672715622594027,3.3818176761902556,0.6592985241526046,10.687929595730438
7,0.7204493198025107,8.186859047367427,0.9597826982573453,3.5857198578345053,0.5459309026092852,12.787998236900354
8,0.7699038683241561,7.311178956496666,0.9533053469367949,3.739844743042953,0.600749524286254,10.882513169950379
9,0.8411406409035325,6.547425209655374,0.9620320857562779,3.716926105444656,0.6945054074348638,9.377924313866089
10,0.7474213616359708,8.102399384849475,0.9635671395164378,3.4012461747317273,0.5131651286573713,12.803552594967222
11,0.8050040325889798,7.1492234766169895,0.9605497592191766,3.717568413111556,0.6347419377680372,10.58087854012242
12,0.8025533191826255,7.122820570823301,0.9694559087388854,3.738583998750065,0.5666283796518599,10.50705714289654
13,0.7940602096711336,7.57369440863938,0.9418468424484244,4.171272267142633,0.685600502170182,10.976116550136123
14,0.8310204118977103,6.809941329712468,0.9689590020297101,3.642910466408531,0.48511928450494357,9.976972193016406
15,0.8539411375975247,6.424007358085074,0.9448692518415981,4.382347871735164,0.7568927265714827,8.465666844434981
16,0.7985979977334685,7.2738194988591065,0.9568386740297031,3.629214168185206,0.6369511722762773,10.918424829533006
17,0.8320931077597452,7.240670082246168,0.9472861342571038,4.275710479926226,0.7103554451768781,10.205629684566107
18,0.8477482512470017,6.6258954738050075,0.9644756178960765,3.708428827383104,0.7231504376779785,9.543362120226913
19,0.8405323710571717,6.182926135313355,0.9728848807097272,2.9756245706714406,0.6677716051456206,9.390227699955274
20,0.8408832827268242,6.438018204782643,0.9635935364727383,3.348623032517903,0.7192472570724179,9.527413377047385
21,0.8753770946283294,6.152876552076138,0.9587699930170747,3.9981907113780606,0.7772598199725675,8.307562392774212
22,0.7749844731679857,8.37468683725924,0.8983975609123693,5.512745142934028,0.6817339662059428,11.23662853158445
23,0.8261599271155173,6.943847182315104,0.962612399985552,4.10697730049404,0.5464351283979223,9.780717064136168
24,0.8678394765234202,6.070976459434449,0.9655887545273854,3.5127979933957953,0.7285526039666882,8.6291549254731
25,0.8347886245420444,6.867419478848273,0.9491047541694841,3.854278402801561,0.7358716130506808,9.88056055489498
26,0.7927139063262982,7.324378410862476,0.9616106155083545,3.3622480633248846,0.6610792237398342,11.286508758400064
27,0.7833620784151509,7.509186894256848,0.950208592336742,3.581080074033385,0.6735554870592511,11.437293714480314
28,0.7973734732463644,7.2411154526787875,0.9484130760228322,3.8550216682716676,0.6827655048847845,10.627209237085903
29,0.8626714584285889,6.717985000127237,0.9395977073679871,4.982265492740439,0.7348041069657432,8.453704507514034
30,0.8673673815445107,6.190348487760132,0.9584360539686176,3.837031515916564,0.7664640693066732,8.5436654596037
