,r2_all,mae_all,r2_lab,mae_lab,r2_unlab,mae_unlab,unsupervised
0,0.7126841234047401,7.390499999999999,0.9642148806002514,3.0656,0.32367273017353904,11.715400000000002,0.20967390314003811
1,0.8517278884251744,5.615200000000001,0.9357962471949419,4.4008,0.7205189265061644,6.8296,0.20978740258071593
2,0.6267959842429003,8.1702,0.9366905716359736,3.2382,0.3634186371451247,13.102199999999998,0.17768116238855192
3,0.8324794207719606,6.129599999999999,0.9302632075495354,4.0733999999999995,0.7317090865749858,8.185800000000002,0.21049772425597527
4,0.6519637486168635,8.2134,0.9654236272220246,2.197,0.388469056299543,14.229799999999997,0.18367117802695646
5,0.6519396793350001,7.767499999999999,0.9467200288831209,3.2238000000000007,0.4362505626357127,12.311200000000001,0.1820862687002232
6,0.6863934413712317,7.212399999999998,0.9618248323845052,3.2612,0.3839020148940885,11.1636,0.21193030853309064
7,0.7374837507293481,7.151600000000001,0.9635410703966892,2.8676,0.5727027366286161,11.435599999999999,0.21641150114889304
8,0.8159792718799651,6.1838999999999995,0.9264203360912369,3.9627999999999997,0.7134702135075561,8.405,0.21740580158219658
9,0.7049378964487987,7.6485,0.9529338513682905,3.4334000000000002,0.40420070958574184,11.863600000000002,0.21568147428384454
10,0.7133055645519975,7.273399999999999,0.9574467448242985,3.2869999999999995,0.44870583809760545,11.2598,0.21577713285189473
11,0.7623697290483828,6.631899999999999,0.9400932773526264,3.9139999999999997,0.5677402062006698,9.349799999999998,0.23038365431196176
12,0.6982954952535905,7.2966,0.9542778197593059,3.4598,0.33649552197440424,11.133400000000002,0.23046188781925692
13,0.7815885185182829,6.6502,0.9491806388648671,3.2393999999999994,0.6587702709691333,10.061,0.20041711669527407
14,0.6739236444942731,7.5532,0.9679624883800577,3.4,-0.056246229451889285,11.706399999999997,0.215124210643026
15,0.7891344555166075,6.348699999999999,0.9356980589711599,4.1388,0.6330809294425845,8.558599999999998,0.240890917967446
16,0.8301927642307978,6.249599999999999,0.9263478403215673,4.281000000000001,0.7318844470706847,8.218200000000001,0.20951888015727282
17,0.7863333325909945,6.904500000000001,0.9347150336953184,3.9737999999999993,0.6295979415020976,9.835199999999999,0.22834256953679014
18,0.7235711792818698,7.414300000000001,0.9642431946056869,2.8656000000000006,0.466820730270752,11.963,0.21153490284778023
19,0.7394263060977636,7.114299999999998,0.956068975191668,2.9221999999999992,0.4566412870976355,11.306399999999998,0.23531713975609095
20,0.7705393278480843,6.751900000000001,0.9412031196924312,3.5528000000000004,0.6013231680608866,9.951,0.23381428170909696
21,0.7516091566032009,7.1987999999999985,0.9376380247677982,3.7647999999999997,0.5327345139790529,10.632800000000001,0.20835875495268372
22,0.8615541954137448,5.857500000000001,0.9100432560934154,4.3616,0.8239796921686877,7.353400000000001,0.19524819920470798
23,0.6487007614489356,7.904399999999999,0.9672924042164076,3.399599999999999,0.005417029433777754,12.4092,0.19570641360229557
24,0.6785242767125921,7.497000000000001,0.9548990574382221,3.7426,0.2860419042978056,11.2514,0.19306572666853244
25,0.7136655252674171,7.0673,0.954196996909068,3.2950000000000004,0.5056294235417995,10.8396,0.22191176794366577
26,0.6789857591805597,7.8504,0.9497805480106805,2.9988,0.46859568961690656,12.702,0.21610887997966266
27,0.7294427033059752,7.1661,0.9378927903159623,3.4726,0.5922568728829795,10.859599999999999,0.24661812396873858
28,0.7684622797400626,6.511000000000001,0.9441651148309261,3.4496,0.6351413451682355,9.5724,0.23353733115340114
29,0.7707876863774642,6.5882000000000005,0.9488333493525931,3.6592000000000002,0.48284114095769015,9.5172,0.20501075598604815
30,0.6608353604490684,7.7962,0.9431668748699361,3.4810000000000008,0.34816894681486443,12.111399999999998,0.20830245877646233
31,0.7089404075695673,7.6655999999999995,0.9501620555370114,3.1718,0.4610190687781458,12.1594,0.21747700698313005
32,0.6462133361414958,8.229199999999999,0.9535110386844623,3.0949999999999993,0.2795948743921214,13.363399999999999,0.2272517666000122
33,0.8376241514269771,6.096399999999997,0.9337034910671257,4.2509999999999994,0.7126357733798685,7.9418,0.2485469880204407
34,0.7295536596570775,7.0421000000000005,0.94516157573083,3.4312,0.5564977397117767,10.652999999999999,0.2367927196529041
35,0.655193045789379,7.7761000000000005,0.9675562239027112,2.5058,0.410550787392886,13.0464,0.22731023566678327
36,0.8049278621463736,6.173500000000001,0.9334508116955663,4.1294,0.6847458305725468,8.2176,0.21152670381846386
37,0.7707911859756467,7.237,0.9275154379248604,3.6185999999999994,0.650032075935649,10.8554,0.2027546791346114
38,0.8071356091114266,6.3877,0.9245284105663639,4.2994,0.6646472261865619,8.475999999999999,0.22972423248049093
39,0.7543622491344858,6.9152,0.9382210901723268,3.7758000000000003,0.5706389162379855,10.054599999999999,0.20379533891566684
40,0.7616132463608951,6.8351,0.9223650595816048,3.9232,0.6292488348803511,9.747,0.2222588651262243
41,0.8096365030996896,6.3286,0.9286786881125911,3.5576,0.721102672749532,9.0996,0.2256066358794149
42,0.8088413371264737,6.630200000000001,0.9183095588437464,3.5123999999999995,0.7358324873913538,9.748,0.19287510339579986
43,0.7432724408552001,6.8500999999999985,0.9315582462583385,3.6376,0.6003563434702841,10.0626,0.21418453556630473
44,0.8181786436702768,6.573600000000002,0.9321471449964949,3.92,0.6792156031869139,9.2272,0.2221678331811427
45,0.6632683510975059,7.992400000000003,0.9525832978202882,3.3096000000000005,0.36891688236173736,12.6752,0.20522089572500493
46,0.7278067493250548,7.2007,0.9361232114340466,3.2664,0.573363657517427,11.135,0.224163343757158
47,0.7960367082397721,6.4066,0.9432873584423848,4.0206,0.5627252642685445,8.7926,0.19264611443134375
48,0.7304346771366161,6.927900000000001,0.953410359727503,3.5838,0.47444372700786586,10.272,0.2211288342902913
49,0.7183774431172131,7.054600000000001,0.9555250447530381,3.345799999999999,0.48347287580147236,10.763399999999997,0.2093102576087283
50,0.8232797581968544,6.2493,0.9496427938824475,3.9765999999999995,0.6024126894939514,8.521999999999998,0.20742506861531884
51,0.7297158803493745,7.0588,0.9355159298143023,3.3900000000000006,0.6014236553290224,10.7276,0.25274438755016543
52,0.8185022022016927,6.292500000000002,0.9380905361921404,3.7842000000000002,0.6858761352349345,8.800799999999999,0.22277476824238196
53,0.7251488442736076,7.0378,0.9572170773743224,3.182,0.46538791403286994,10.8936,0.2361212963912946
54,0.7935046121522593,6.040200000000001,0.9451624137002586,4.1084,0.6394156494947889,7.972,0.2058255648862426
55,0.767444437515947,6.945600000000001,0.9410207503609282,4.0116000000000005,0.5391585262111253,9.8796,0.22293062694978197
56,0.7264536583208675,7.3273,0.9486382001317895,4.0451999999999995,0.32600945203921206,10.6094,0.20080015758705033
57,0.7089862284448614,7.2745,0.938556226107126,3.3312,0.5379175811095117,11.2178,0.24926904941638514
58,0.7757468381130421,6.597699999999999,0.9443294657804022,3.6713999999999998,0.6086176661951103,9.524000000000001,0.24188084270835242
59,0.7943086782399439,6.904699999999999,0.9170391559803907,4.039199999999999,0.6763536585821546,9.770199999999999,0.22843547761334596
60,0.7219842769416567,7.285500000000001,0.9505316887010282,3.7622000000000004,0.3952182939046004,10.808799999999998,0.23422541382496107
61,0.7602967770609612,6.9960999999999975,0.8967342590373224,3.3952,0.6608755853550875,10.597000000000003,0.2132883192570844
62,0.8246076759550245,6.238800000000001,0.9402959004119458,4.4,0.6009185207898032,8.0776,0.21103422635702182
63,0.7799066291297645,6.7647,0.9542021735015219,3.2431999999999994,0.5812777428508318,10.2862,0.21009952762853698
64,0.82235281326335,5.801100000000002,0.9347220639276195,4.7656,0.5784914170000977,6.8366,0.22583247429950973
65,0.796906186589667,6.6364,0.9193402294605072,4.188,0.6978306999351613,9.0848,0.22033986654915097
66,0.7566026059916939,7.0472,0.9457008847037044,3.2574000000000005,0.6032763286048102,10.836999999999998,0.1905062287073564
67,0.7906848077352573,6.8178,0.9303128909176281,3.0966000000000005,0.6925197450291605,10.539000000000001,0.2225057755314867
68,0.8492589044094301,6.091900000000001,0.9381619076905054,3.9122,0.7434246263228159,8.271600000000001,0.21748771666265548
69,0.8226641947838171,6.1827,0.9358695609964468,3.8400000000000007,0.6959397044964998,8.5254,0.19567672531432478
70,0.759160280960468,6.882399999999999,0.9630208161929903,2.9242000000000004,0.5577325246399747,10.840599999999997,0.22760301256184876
71,0.7496825641746772,6.905600000000001,0.9421327521502074,3.9824,0.4558648325979754,9.8288,0.2152152338978235
72,0.7493672901465951,7.020499999999999,0.9544654682755088,3.0704000000000002,0.556031699679054,10.9706,0.19695050150953664
73,0.6520038874172902,7.702499999999999,0.9482129754505176,3.8032,0.3357749900676452,11.6018,0.20303375724993877
74,0.7303943331324776,7.3717,0.9444838992460607,3.2645999999999993,0.5235446097676174,11.478800000000001,0.20486540915967247
75,0.7920699216535411,6.626499999999998,0.9157369954696916,4.166200000000001,0.6870255583942735,9.0868,0.20458522182739072
76,0.7695799034619935,6.7326999999999995,0.9448539442449253,3.8560000000000003,0.5767706984388058,9.6094,0.22160797090067863
77,0.7199193851651398,7.3351999999999995,0.9584320978297308,3.2037999999999998,0.4263319308157505,11.466600000000001,0.23154708514231287
78,0.7493817912088822,7.459099999999999,0.9319350540223011,3.8884,0.5685903442714371,11.0298,0.2444714819317152
79,0.6782814570926994,8.1369,0.9307717362541661,3.5888,0.44782802615950057,12.685,0.19314839538032497
80,0.828676919640954,6.208400000000001,0.9273579317235747,3.616,0.7597351602357826,8.8008,0.2396285596277356
81,0.5992989843529786,8.439900000000002,0.9620407647320338,3.003,0.0021020076620102968,13.876800000000001,0.234682815735028
82,0.7261998292832378,7.1876999999999995,0.9180846677888856,3.9625999999999992,0.5738978518295895,10.412799999999999,0.2192883898607837
83,0.8387966281689657,6.128399999999999,0.918942696147059,4.1488000000000005,0.7755979665753421,8.107999999999999,0.2088440260085515
84,0.8346916997166599,6.3151,0.9273502114124702,4.0485999999999995,0.7491477191870219,8.581600000000002,0.22515410295368515
85,0.6859209542577066,7.6091999999999995,0.9597100382159658,3.2108000000000003,0.22808069128624242,12.0076,0.20464405668773794
86,0.8052910488550269,6.457199999999999,0.9471341006438261,3.4751999999999996,0.6755995369580998,9.439200000000001,0.2187393873243476
87,0.7455249938120742,7.489000000000001,0.9282290900119006,3.8089999999999997,0.5448458186626465,11.169,0.213220533348607
88,0.7945156731095331,6.370100000000001,0.948624444202035,3.5334,0.660611181809158,9.2068,0.25774146866266145
89,0.746648248705626,6.9579,0.9502999301496368,3.5463999999999993,0.5644391989270505,10.369399999999999,0.19923718318194952
90,0.7110668795482847,7.203300000000001,0.961454726479581,3.295,0.3348245753470822,11.111600000000001,0.20026647093232286
91,0.7846633179753997,6.897099999999999,0.9220860095494283,4.0918,0.6276316656756986,9.7024,0.19874838614277052
92,0.6238183161333386,8.069999999999999,0.9480551029667743,3.1977999999999995,0.2519410689560059,12.9422,0.1763481794097832
93,0.7720651017524078,6.608099999999999,0.9472208479708921,3.3808000000000002,0.6306248648791617,9.8354,0.2130685698655368
94,0.7865261731766616,6.461900000000001,0.9415266755442571,3.4367999999999994,0.6678180342735787,9.487000000000002,0.20687403382941524
95,0.7960554135920577,6.6489,0.9358011820760054,4.295,0.6411640967745593,9.0028,0.21468210703521293
96,0.8170457155692032,6.252000000000001,0.9218107497404389,4.5894,0.692553649334214,7.9146,0.2076461234958212
97,0.7561929112139216,7.1491999999999996,0.9225321734869436,3.1496000000000004,0.6606902694190461,11.1488,0.22794549454215893
98,0.794966332274758,6.4177,0.947000882555902,3.5944,0.6391658073271762,9.241,0.2124897040202078
99,0.7965379731854425,6.673499999999999,0.9278532238429666,3.6841999999999997,0.7008713293852931,9.662799999999999,0.21132445997595778
