,R2_score
0,0.6102039534022925
1,0.5664239839547798
2,0.648361300365516
3,0.6734381632970955
4,0.34150104369225043
5,0.43696933741124777
6,0.6824777940994605
7,0.6500592372135232
8,0.507862552786454
9,0.6190279305978221
10,0.30018657721127673
11,0.5787769518001359
12,0.7015697971349812
13,0.61207685531492
14,0.6985849189657218
15,0.6371898741238948
16,0.6482945235453368
17,0.6846699549913686
18,0.6997979256725466
19,0.6444461187761689
20,0.6888995969841356
21,0.6370896538702151
22,0.6526168321821549
23,0.6702501412087257
24,0.6942048372145844
25,0.6401622693189823
26,0.5451390743157051
27,0.7323064259027536
28,0.6735117651930485
29,0.5207303188329357
30,0.6927496929121034
31,0.4034613289354346
32,0.6591398040852123
33,0.7269275046755865
34,0.6350328125827566
35,0.5913864244078411
36,0.6820489250240325
37,0.5948448229932393
38,0.6778418762290844
39,0.6668402591030916
40,0.7337397702201915
41,0.6795385292096332
42,0.584519888149323
43,0.7695766141925304
44,0.5787890344186667
45,0.6796000785467772
46,0.5150242991870758
47,0.6910549953006435
48,0.6288699009011745
49,0.49072451099391357
50,0.6400480108700808
51,0.7104388341429069
52,0.5990973137220084
53,0.6198619768922634
54,0.6792344833427706
55,0.5951833031612519
56,0.6222824090510717
57,0.6171876840552133
58,0.6877390430286874
59,0.5975555516107112
60,0.6312419475965008
61,0.6875658316267338
62,0.267665258376514
63,0.5093710812949235
64,0.6801981002771503
65,0.6572592032398459
66,0.6522735947047102
67,0.663353479361617
68,0.4911951255215682
69,0.4622382134063825
70,0.5969364808499781
71,0.5064106103220876
72,0.6355875672806072
73,0.5898416916394822
74,0.6526266466172701
75,0.654612739825416
76,0.6357846978364896
77,0.639122629998199
78,0.7380121166930105
79,0.5534218733566423
80,0.5582996895447702
81,0.5594700271399924
82,0.7046886478037016
83,0.715733926275661
84,0.4837620199533308
85,0.66788059214878
86,0.5837134688914976
87,0.6421458572219856
88,0.6827796968899054
89,0.6058260100202585
90,0.4760012282454077
91,0.6753777262539068
92,0.5688507208073805
93,0.6939864525491806
94,0.7710379091016096
95,0.6287832241502448
96,0.5510206781135547
97,0.688681978212208
98,0.7329652083476008
99,0.4762602428051985
