,R2_score
0,0.5131697885835717
1,0.6342996700329984
2,0.6274318353729373
3,0.6713603016004122
4,0.7214926224811167
5,0.5664445988064668
6,0.7357592884154323
7,0.5961749858997434
8,0.49133082680016205
9,0.65844489998381
10,0.5910691252060412
11,0.5682032480241357
12,0.7249068026050254
13,0.6982771221257036
14,0.7023155102103655
15,0.6018768255951459
16,0.6428063781184776
17,0.7114069661654541
18,0.7301332769100419
19,0.6738244823292243
20,0.6935476878931928
21,0.6506500514950027
22,0.6662923016649631
23,0.6878505466816597
24,0.7275808402275326
25,0.6968166924400593
26,0.6121385563245137
27,0.6748278850484857
28,0.602097255187861
29,0.4627268148815705
30,0.6827380429526968
31,0.46848929842008646
32,0.7352283025338187
33,0.7764933437473953
34,0.6628309066754381
35,0.6147669521678103
36,0.6050072446742385
37,0.6187557379066296
38,0.7081507720291034
39,0.7149807234441341
40,0.757267322183893
41,0.7725135205786049
42,0.5626152020688029
43,0.7804238848952084
44,0.6554740253591764
45,0.6753252989044555
46,0.5985619831706895
47,0.6977987801697831
48,0.6548254839333463
49,0.5774414778247029
50,0.5805231781726622
51,0.6779416289457971
52,0.6738990626441113
53,0.5575154996539501
54,0.6255378297159302
55,0.5997265058979364
56,0.599429070916407
57,0.6055560752918983
58,0.7275889059490324
59,0.6092167615434303
60,0.5591335420844542
61,0.6762415063141235
62,0.33886001470032345
63,0.5805013360220728
64,0.6584559251718767
65,0.6843063437379426
66,0.701947656665005
67,0.6738480680912814
68,0.48265297308263544
69,0.496556269231496
70,0.4754101659873232
71,0.5664397131698486
72,0.6879320980028609
73,0.5871030858142817
74,0.7307446320165654
75,0.5840657689231507
76,0.6478374892932159
77,0.5991902467932446
78,0.7354451490786045
79,0.5941186620965371
80,0.6224642359817538
81,0.6253494696044484
82,0.6917075885567808
83,0.7225649797998192
84,0.723984011386126
85,0.7580232329935872
86,0.5921015523161102
87,0.5519407517594945
88,0.6592209058590388
89,0.7007934530567161
90,0.5115298299831996
91,0.659639039447705
92,0.6441768400801968
93,0.6892869695665881
94,0.7825982925313335
95,0.6720912176656355
96,0.6254458818717192
97,0.7450825541891591
98,0.6961032780810461
99,0.5425984752831727
