,R2_score
0,0.1839837741679533
1,0.16687082230092387
2,0.41385165314966255
3,0.27472712890632456
4,-0.09078473460939218
5,0.19769059001960754
6,0.5359643160267766
7,0.42931679715421955
8,0.22938584734016887
9,0.45577310762585543
10,0.2962044029801367
11,0.31304346016375717
12,0.5205796418849935
13,0.47487331560127743
14,0.6029390996319144
15,0.3919477433220425
16,0.41460808011653594
17,0.4092290770538115
18,0.6176219121932514
19,0.5212153499103606
20,0.5893729272516246
21,0.47285392370345547
22,0.44818878141009877
23,0.4744048338988921
24,0.5965212290080769
25,0.5038158349472777
26,0.40490389018409545
27,0.26551022641354693
28,0.36256117953591027
29,-0.059894361153538744
30,0.48692358514405276
31,0.3968197595128835
32,0.5102066463914378
33,0.5773087926429976
34,0.4964037661246097
35,0.198165800961277
36,0.272593365411258
37,0.36124519868242266
38,0.4936746067823712
39,0.443428232529426
40,0.35720278078224055
41,-0.09789851209158384
42,0.0631926362342422
43,0.3822897394121736
44,0.5094581135158096
45,0.45841265702814904
46,0.4552704569346917
47,0.41290077779887957
48,0.4227071192858305
49,0.5243128187924242
50,0.41324516816162826
51,0.394945090203934
52,-0.15258029325639355
53,0.31162043296044506
54,0.4566037419320079
55,0.47131358281796676
56,0.2721152280111927
57,0.5114201509594007
58,0.5362072256391887
59,0.41074525767580294
60,0.29788269261481315
61,0.37599827116423945
62,-0.2757841311327216
63,0.36510176910597325
64,0.504539880799107
65,0.2783030664089228
66,0.312786244921319
67,0.012271867389040847
68,0.2992529168415816
69,0.36319913780569857
70,0.22823862581252918
71,0.2684043536363129
72,0.43663620762681477
73,0.44029585591494125
74,0.358126965080089
75,0.3433288811975229
76,0.4983432286604148
77,0.5500253788059515
78,0.25942272618725626
79,0.23766286347328125
80,0.33008362254269963
81,0.34696337325603
82,0.41373191699006984
83,0.3053419114187417
84,0.35850713580949545
85,0.48788920559178106
86,0.1986942753438834
87,0.44346651634304135
88,0.43478521648517
89,0.32718927487089167
90,0.10370731099629427
91,0.4206911469229744
92,0.5139938828513084
93,0.5058394832852097
94,0.5632064357501172
95,0.27552507231849643
96,0.368316007814115
97,0.17988441454643667
98,0.5626737423485799
99,0.32800459921198233
