,R2_score
0,0.7327157849956788
1,0.7651886466091096
2,0.8023625443729053
3,0.7272594941029975
4,0.8288622637552427
5,0.718599358696012
6,0.7109853375991315
7,0.7460653000809023
8,0.7659875818649705
9,0.6610804129132046
10,0.767276287609371
11,0.725948991475697
12,0.7101966346959268
13,0.7272272403874145
14,0.5876973686300018
15,0.7071532892905599
16,0.7389161531586015
17,0.7291552126510423
18,0.7154052010508652
19,0.824646947533936
20,0.7340340175959059
21,0.7383415782697627
22,0.7433485699213485
23,0.7936257433693302
24,0.7684078305505144
25,0.8057332736395029
26,0.8035775070134825
27,0.7723124424895651
28,0.7621294624582543
29,0.6864631671945369
30,0.7963834565214714
31,0.7600313751532699
32,0.7375788874991106
33,0.8081756472934396
34,0.7488568252626486
35,0.7222289999749976
36,0.7075358235590195
37,0.794635116615922
38,0.7847490662704844
39,0.7490363457671603
40,0.894094282499454
41,0.8349339821239844
42,0.7484029711597796
43,0.8448836852936661
44,0.7363448353260267
45,0.7764042159789126
46,0.7284527298693575
47,0.8153937181186488
48,0.775274549545635
49,0.7248687217817615
50,0.7176746865896835
51,0.7714868999550322
52,0.7751313764709659
53,0.7753279141658478
54,0.7325967756170575
55,0.793860288744757
56,0.7024093626908807
57,0.8000171958366337
58,0.7678655790729927
59,0.7951832834841903
60,0.7727311221501854
61,0.7989716908589312
62,0.7189900840025106
63,0.7507687905197092
64,0.7712686490221923
65,0.7503569881129916
66,0.8255573928080996
67,0.7921487115152478
68,0.8129589035342879
69,0.7940545246294501
70,0.62828825106818
71,0.7273462170610985
72,0.849108956654315
73,0.7950991234875093
74,0.712799114577939
75,0.6835109479159325
76,0.715115223423606
77,0.7135296053719293
78,0.688257387503074
79,0.7142615365280669
80,0.7921671879737513
81,0.7671975940369447
82,0.7861813919635162
83,0.7706227869695416
84,0.761766459067548
85,0.7660635980689231
86,0.7545911298796214
87,0.7636027992890251
88,0.6870264147851317
89,0.8468411930623477
90,0.6574054132468194
91,0.7407589859064363
92,0.8077591259048982
93,0.838951828238783
94,0.7252249384145264
95,0.7585546539911721
96,0.6928595098137162
97,0.6793784668116176
98,0.8155783853782118
99,0.7697406647214098
