r2_train,r2_test
0.7958526768135029,-0.6420035062241523
0.7821564392592448,-0.03323587693503405
0.7926906067730821,0.015429015313421557
0.7912412092640759,0.20287141185310953
0.7915483103475098,0.09162563162009751
0.783924244669382,0.3154266818611806
0.7941980944632436,-0.20006972577269533
0.7879905014298529,0.042832490374614784
0.7910659318613953,0.14333269622009648
0.7942476262031202,-0.0927176575552735
0.7944816021500998,-0.08748314304326477
0.7900014793865973,0.25377010464903915
0.7857186328569186,0.2918937545150575
0.7875300741449683,0.12714760853224694
0.7872980236859413,-1.2118469050486578
0.7875401157986234,0.28091363652386414
0.7877484027164816,0.058516071331423
0.7875601248473234,-0.014414976846229166
0.7907678183275787,0.17820034292390563
0.7914730143731594,-0.06838686404013816
0.7833280511386831,0.22770902339789434
0.786580884030164,0.40859645125566657
0.7871852139717641,-0.09738338348657227
0.7955782410661282,-0.7808410445250418
0.7831351631876193,0.1340789490054256
0.7870084831606694,0.2702192607664794
0.7849082511087953,0.25726596116446054
0.7918135629486596,0.14900617131820026
0.7897397697875168,0.2188128979364432
0.7859991184022787,0.04633525350880141
0.7844041328050585,0.27376765251704527
0.7867970531558226,0.05847473574344897
0.7914608857531763,-0.07897995553364634
0.7915792776660221,-0.05752836127166905
0.7933036044540139,-0.020256605305172704
0.786666568804212,0.1273304152839153
0.7854637541183165,0.24880650810126326
0.7904419158978411,0.3407320993443741
0.7820166279370362,0.2315996840588158
0.7848050783354774,0.1174510183434948
0.7864753528835728,0.33766512021824835
0.7839576465582214,0.27740870262111894
0.787992771457104,-0.05255008366361791
0.7905505929095977,0.0367782310624708
0.7862106163756519,-0.08100797338679477
0.7859828072730258,0.31477787577930694
0.790274888462226,0.047325375105309875
0.794280656531521,-0.48969847657993615
0.7852592152676229,0.2200646392433756
0.7893570341307885,-0.08584363902546865
0.7926678626676804,-0.4487640742242631
0.7875827602523713,0.0514493512403863
0.7828133666914118,0.30103322410359756
0.7857267160916758,0.2382551988236088
0.783230496259568,0.34316264994274115
0.7932219347156273,-0.23817456852350727
0.7885903560243422,-0.17736795910013892
0.789574892559042,0.20845783480252777
0.7921452904538521,-0.13852115837458
0.7877710363740192,0.29840685769029807
0.7885650554297766,0.32498325964658425
0.7893256626417022,0.21178385084034113
0.787141165532623,-0.020076995757111193
0.7880541599195022,-0.06611082486253594
0.7855490151547038,-0.027787221201541312
0.7888513578863172,-0.0919604701718475
0.7838271280031294,0.24761947555036112
0.7921068087543073,0.09027876989903993
0.7901316274924685,-0.10060243989432949
0.7897651678008094,-0.05639457192637187
0.7870110464880056,0.34744014810874335
0.790029756315116,-0.17366712603806
0.7909933819506724,0.02952461137759521
0.787686039590049,0.28277435168869536
0.7927251810499372,-0.16781457905813446
0.7890714830795321,0.20866177966312816
0.7875140403515167,0.24847771320432788
0.7895728007119109,-0.005992975224808461
0.7854366617474955,0.1837879507602589
0.7896309281417674,0.032134203040209086
0.785230941607677,0.30415571193600976
0.7905374442866185,-0.35718530476889465
0.7830845213028726,0.3952705380998981
0.7876138481318624,0.255333493032209
0.7896978140506878,-0.01535361747220576
0.7895206740378469,-0.20108890758303088
0.7883535826324399,0.1314730484947434
0.7887018557369826,0.1511509107915905
0.7903283060790895,0.07192583529528573
0.7902387997610417,-0.06287653488141753
0.7903555982851946,-0.04046743968967825
0.7865427857592361,-0.06145274106421894
0.7870841462570539,0.16691235236805413
0.7892639972462772,0.22486336689302078
0.7875132702067769,0.20563059316614152
0.7858343181629562,-0.08535810171691449
0.7898331314345952,0.06680502651921116
0.7886889974103378,0.21462772245793915
0.7818313738178496,0.13777203624430934
0.7903078224420597,0.12088938610856437
