r2_train,r2_test
0.72913724707134,-0.04880161377932235
0.7150565566262834,0.5147714871118307
0.7244985106132691,0.378887038455368
0.7184867078922226,0.4843049109901483
0.7267139504248896,0.16908102492522692
0.718415861492321,0.5540281289718243
0.7260448512330049,0.22805388481616262
0.7227128126253828,0.44391898950501363
0.7174425272641844,0.47940188044983556
0.7223280029218739,0.35897059996869873
0.720250739569816,0.35388995744938756
0.722462514514331,0.35844570492340944
0.7189643670558359,0.30959122575882836
0.718487771783558,0.48245253944041344
0.7269228656095506,-0.320556223234447
0.718190208147182,0.42072830866403055
0.7177870841692129,0.527948232891166
0.7152870079844689,0.4345556157402759
0.7243479063042838,0.33583436082830154
0.7267301445372824,0.1289354051537488
0.724237070946111,0.40983371282430703
0.7190290456877967,0.38594848097899315
0.7167687326091308,0.6215397470734212
0.7246319942988462,-0.10538000212505838
0.7190966300623238,0.3447258337187227
0.7182365963927297,0.5185342706178675
0.7225206502231185,0.3843102164685952
0.7232083634804327,0.46539702071760713
0.7205615451496667,0.5292507326076428
0.7188858810271292,0.30380278376745296
0.7172588603531946,0.5348846810396597
0.7214999848380416,0.40197695093832
0.7267003321933145,0.05396802943389212
0.7166819706960827,0.551736421532956
0.7228220624633899,0.4473259369541033
0.7260634592835409,0.3618342994195418
0.7187213549844627,0.5222507782891805
0.7235034939993495,0.47740549776060925
0.7164712827646125,0.5336956991521801
0.7233431755039657,0.3972129994870167
0.7173186313750979,0.5533354265610126
0.7198711493941965,0.4815729695804464
0.7227552320120976,0.422022181205865
0.7189060695346733,0.5473158089677774
0.7189817610746103,0.4809713919534284
0.7221229030659654,0.32908879215201814
0.7190006982515842,0.5409093583941031
0.7188583373827795,0.23414496212254832
0.7191237252958135,0.373306633163771
0.7191262629196911,0.5322454992301966
0.7185484965038071,0.2511937438160591
0.7207320963814463,0.5545046281481294
0.7204860641223096,0.4090561509981747
0.7199777778114056,0.47024764206902947
0.7147422357436612,0.6373287707701183
0.7201527325183736,0.4177589276402539
0.7186108526647925,0.32262157123565927
0.72162500206606,0.46809803404399175
0.7219878004956313,0.36130688276220946
0.7228006426743808,0.3170650471817058
0.7163792079820126,0.4099527133910523
0.7208806277768303,0.5660710968196747
0.7164447363817892,0.44445252077828035
0.7255130318469691,0.16712521541075298
0.7127662930971022,0.4826223174438512
0.7180249759049271,0.49227653445424113
0.7188370474035417,0.5063919727820017
0.7219684041620865,0.5410688954405002
0.7186520520036606,0.34332487942061307
0.7197001664414562,0.5276057874349644
0.7228379329927599,0.323955900807112
0.7175737987405304,0.3748823990158392
0.725010265165777,0.28693581413086033
0.7177390647721376,0.4618262146847223
0.726326482677554,0.17195929106285834
0.7183922480982293,0.5754470363240523
0.7192761571014165,0.3402840324906078
0.726160454811559,0.18857550425500502
0.7210605721719567,0.33276630138970065
0.7220385681059543,0.41753499312952846
0.7177457700447849,0.5856722568358754
0.7241791472110137,-0.008558710532559743
0.718588588630148,0.5806312142332013
0.7192976951331209,0.5632550208456955
0.7172611462392326,0.5655969542704229
0.7241058294881088,0.05604898942901104
0.7176087077901208,0.6010531024706964
0.7211924421844982,0.4091010593694766
0.7190870135743497,0.46365371277460943
0.7182489631277584,0.6018425929527951
0.7223272946713151,0.2070308059446706
0.7201469056686395,0.4768027534728889
0.7177558736310057,0.5112848246839455
0.7202493133012609,0.4251035818618204
0.7203064733306391,0.42604492531648375
0.7179018377290689,0.5261968497291595
0.717696798795947,0.42808522473419175
0.722410211160019,0.5798243347329792
0.7177027230141904,0.45957097260447144
0.7210798984997314,0.4532843529947642
