MF_0,MF_1,MF_2,MF_3,MF_4,MF_5,MF_6,MF_7,MF_8,MF_9,MF_10,MF_11,MF_12,MF_13,MF_14,MF_15,MF_16,MF_17,MF_18,MF_19,MF_20,MF_21,MF_22,MF_23,MF_24,MF_25,MF_26,MF_27,MF_28
-0.6350232085020451,0.10277712976991468,-3.632377960822418,2.9757502282277994,6.577819988741242,-0.6441710694884236,0.4101237084919865,0.02017598753622174,1.0450762482582432,-0.2734822162306546,-0.11603475956613343,0.9215663561070759,0.41161798414701506,0.4222237176219038,-1.54048224683326,-1.091027395193247,1.306818479967067,0.5399531959906387,2.28354200626662,0.3823398550543086,1.0038187198130357,0.08442732020085622,-1.2208264548967869,-0.37570666403296404,-1.5885019225932844,0.8156009574127662,-2.983755470524483,0.6982748364772379,1.1330813983729635
-0.4123689286761655,0.7954280784244283,-4.519101383022339,2.843314758534257,7.734908871002966,1.5755902753581206,0.3805064775345257,-0.8947559614849036,1.0086762709934902,-1.3279512289384827,-1.5985172381020551,-0.3952322163254798,0.8945012954539505,-0.5792034325358274,-1.555505841279863,4.620632696060308,-1.2509407243909354,1.2318989858989666,0.3613942279484531,0.610754958398569,0.40782164950961264,0.9354987352353372,0.834542719205817,0.17394555868093386,2.9183509295248635,-0.8674681382933007,-0.7161832600423249,-0.26156781351928743,0.6147882199789992
-0.13139902394455874,0.34943770174026856,-4.0726910297827725,1.6814646195905327,6.929533805233593,0.3050845928166303,0.5315723275574838,-0.10618964993371649,2.7841393179107445,-0.37220064242615214,-0.09348427753479405,0.18707229208995874,0.15721220352855833,0.5915992666497583,0.7279516917275684,1.2524815986073743,-1.042269685751729,0.45228726332656227,2.066128845364537,-0.38284855342880475,2.0605452894244505,0.919081144668946,-0.9780185741157644,-0.5205209225907641,-0.5527768491851738,-0.21274343260083414,-3.2892278300698616,0.48924299319283526,2.0739600451010833
0.28543136748661124,0.900730004188258,-4.688104440917324,1.7822100382831274,8.043708233495853,-0.880817808817634,1.0044577472896599,-0.1893974468317431,2.4879085824883402,-0.2992559386002695,-0.5990429773491771,0.21995410142188854,1.1214102561364623,0.2904137892989962,0.11776420364153656,0.5300493209181815,-1.7166274655015572,-2.6894382119190645,3.402666557661717,0.44242510090856524,4.080928535108996,0.19940021903786917,-5.93690834891774,-0.27748243691705415,5.832323572736531,5.179974788697264,-2.8918477951864814,1.2671929349062065,-2.6065998120869738
-0.4325153138412242,0.22852871213627882,-4.5585855312901655,3.725076269171573,8.461945691488008,0.08118176011702402,0.33272072720638757,-0.16823824269312582,1.1512665517147116,2.350866200815614,-0.6676316613603847,0.22923979682245307,-0.800305420485935,-3.2886339193769576,4.039209244587363,-0.24670126579857726,0.40353002126279214,-1.2834576543671503,-0.8652730785320306,-4.5126099432228495,2.739076614620811,-3.0332551708499134,-0.34228790064608106,2.14616184472902,-0.6661901197712086,0.32399607328741653,1.2001425802602457,-0.07936191397446829,0.06388897739803318
-0.8617526843705982,0.42486040442174294,-3.123482075841884,4.221005479022349,5.460064106881942,-0.6796486034379591,0.6976224264160196,0.14751748735414552,0.32764580055865217,-0.6791997478726831,-0.6833724002652589,0.07149869082065483,0.37243178524333204,-0.7976641585954322,0.7358572160074666,1.0130327467701745,-0.34784211077406674,0.2706277916882787,3.7589958019179606,1.0514882581558782,1.3283544249479604,0.9568558897646368,-2.9162430214888118,0.37726296430359996,-1.1217144334418692,0.6314037907482312,-0.6010576197857644,0.3695098540520209,2.0616249622488554
-1.2977062729878008,-0.5913533202858088,-2.2870684727783748,-2.635722475046171,1.6516703556393597,-1.5284185395983223,0.7451616458711067,0.20952336203037897,-3.0812006114066253,-0.15091647177314696,-1.6464180962796513,-0.4292136072805087,1.7125503126035526,4.910905644561353,2.0838714773752844,-1.503685055074706,1.3414655514980152,-0.9124313566413771,-0.67407044809706,1.0660047105573451,-0.6334198109817291,0.32026141622051824,0.25061715304156584,-0.8135470013678896,-0.34829905564797237,-0.17172494263828214,-0.3269290672531818,-0.15218693144495762,-0.2705710269025508
-1.0660247486245493,-0.14660099191986825,-3.076814862606864,-3.2437760480517746,2.100814535197543,-0.09055560595242224,1.0566073322291627,-0.6489771339643405,-3.1844698878729263,-1.0509697982805262,-3.0524073230427198,-1.1197157092134449,1.8984125117634332,4.4305906476112735,1.5032568382304525,2.783018196258665,-0.818867856070824,0.5078555205730265,-2.0967673762537706,0.40405613258521517,-1.9180232330414602,0.946995043846659,2.607153290514826,0.02609644234700692,2.0113729501497435,-0.23361706709937707,-0.7035036079354685,-0.3869772728547364,-1.407455838870598
-0.7488984651361226,-0.6075555238167865,-2.696224379570819,-3.6084580542396916,1.7868540951818133,-0.7273240663820235,0.9002648112740523,-0.14330501266271758,-2.3140777654125255,0.141754167513718,-1.7455148881910536,-0.4995242445234701,1.0395726201883357,4.895431766911032,3.31025546291645,-0.0074326777878027765,-0.6041356797425084,-0.7806754686083895,-0.514718571263419,0.47169970446930076,-0.10595926025048114,0.9762792844560979,0.575928544561867,-1.3790962477749027,-1.163943141009455,0.36745874237121623,-0.9859751952240587,-0.09919192957613751,-0.35913874154934466
-0.5963302526518295,-0.7229846817758709,-3.1246221453088516,-3.9288144245348104,2.566637935712302,-2.0414171646031294,2.084922641632918,-0.6697639384760217,-4.249583978003519,0.21952571331128848,-2.9386458326031755,-0.739110372031213,2.8957260530037274,9.321489050806694,4.398848390690149,-2.0910823000508176,1.0166016769915118,-1.8247108691811933,-2.3002895880782877,2.7233532391107382,-1.4219811991442621,1.4554190426142408,2.6920682561960976,-1.082796237162189,-1.0444662235843034,3.5886589485810987,4.307723361296353,-4.216082871177882,-0.3301652198174902
