mordred_0,mordred_1,mordred_2,mordred_3,mordred_4,mordred_5,mordred_6,mordred_7,mordred_8
23.4917384111358,-13.473598053350456,-1.6250761690020599,-14.174284731642235,-1.5419724462822735,-2.4634366075753964,-2.263996995528438,-3.2528302286148256,-3.7493441483138974
60.51329903422874,23.604916402120153,10.712096635646947,-10.259825597415702,4.212251959338035,0.7055678444547633,-13.931967372418443,-0.7538553547378442,1.7363507160074139
32.47239480802068,-2.4207863449921843,4.028010372591412,-13.596710137579485,0.06695999165047883,-3.8483365623857115,-3.9033284675716127,-3.2053485496923217,-1.83521579502786
34.533288090491325,-28.646686354482792,5.808387809655056,6.262193861456067,22.849831502524452,-14.434875907487973,-2.681988200603656,-5.708909836987152,-1.4791118840995825
37.53851181468409,-12.271944416871374,13.292789013968491,-6.34356707038538,-8.831135894092853,1.6818370637784055,2.534665062619655,-14.655920061424823,17.52395686657569
61.65631153932274,-7.083217117334763,-6.626979325579497,-12.4146305888247,3.22272735992205,11.375577506511164,0.7538548784396091,-6.35828436321871,-0.5219342165099241
20.91820056769016,-5.545183423171565,-5.607144008855124,-2.8455345615651595,-8.336980024674594,-3.77541157096429,6.289046317855058,12.187283239052752,0.2808050336355734
56.85012439053501,29.78845118139354,6.930022312359716,3.7219636960460836,5.605454011360265,5.6538627400251205,-10.897400195487254,8.091617378007664,5.973805593233702
30.52083465090904,5.125198595359541,0.8629728021551639,-0.1356485702088176,-5.6141943191734525,-5.077261471134445,3.187915931209464,9.062791530386775,2.910321139238155
25.782395766673396,-18.197619151308324,13.86321345879271,12.98701782101009,-14.694448838492564,10.56456275200795,6.211994559467026,6.341833617057359,7.926189491003596
27.412723341512084,-15.421381356280074,3.1104343219808577,11.032290498920716,2.50613484728404,-4.52717784709422,5.560511081594159,7.0623355412410875,6.2660374125762806
31.489222035189005,-19.431323175195164,2.526535484258642,19.131024327188555,18.409949010848532,-14.427401699135629,5.611291220944885,7.3117468962151015,4.4787868190223765
11.517602773790067,-14.107847940425023,-0.03365744193947459,-10.819150540404875,-1.4320807597236618,-4.902620844734288,-3.711619309414708,-1.6656273099548642,-4.495724790331808
40.6908037403224,18.969184923057952,10.141571309780455,-7.440791185533344,1.709577764251399,-4.449766727021078,-11.08600922191309,0.8199650126427267,-0.5471021319617628
22.601664846555227,-12.480326170435449,12.721152181943562,-4.246792445197049,-8.391109278099984,-2.3624441711210187,1.055782320137151,-11.356021983226391,12.911807520534365
23.614940080111502,-13.251145690208979,-1.4519551099551333,-13.816214667995105,-1.8608619243578022,-2.610123612467054,-1.4026266727279986,-3.5713340725973777,-2.979560959768313
20.863534890220677,-5.671391491097328,-5.356388869610302,-2.5712309190756915,-8.834817893956043,-4.023246262367911,7.455543560832187,11.949086657192673,1.0432971059681015
23.19715797957185,-13.586372243482389,-1.7217013696585561,-13.97982317109195,-2.250493759000177,-2.3426814080141556,-1.7024621019298898,-3.211760478525316,-3.1585006638849222
20.644105749562904,-5.960567770892977,-5.720965081621316,-2.6901969192746815,-9.107808280768,-3.588674273387686,6.858949268689958,12.233830396891321,0.888133524102845
-7.528073098990382,-2.9977496582554037,-5.859561428230597,-3.827072271867531,-1.266884987767661,2.045151311125309,3.217902148367617,-2.8107984944458595,-5.010380775372293
4.974011619671453,12.306089484913905,1.2575455293304274,-0.854862797979538,-2.5347943931180823,-3.6121814163611514,0.8548412932473188,-1.8545040470229348,-5.957764814314478
-8.274947716047684,0.05462026337925255,-7.762903779158414,0.9676967592156844,-3.2541275611299927,2.2495467886001603,4.836294291556641,1.267198238038652,-3.327353706793417
3.918755866860371,15.271278792809067,-0.6134764816464504,5.105583802481867,-0.9741374340412273,-0.5840980555445487,0.10495714221071062,-0.3369784459189926,-3.7513460987002247
-5.6015942001515775,-4.191259326319548,-3.674520948051675,7.76539811492874,0.6416682011076084,0.33626501429402433,3.517315827665486,-1.6617630294883359,-2.7062227893200697
-4.1767848555856855,-6.069748900525829,-3.5902580733999505,11.408032316444741,7.135556299296102,-3.953786448084543,3.7995976297867298,-2.0803659060735895,-3.9561195214529548
-3.5714598734417673,-0.1680737315132962,-1.0712006764856115,6.110453261746921,-6.592146490880264,2.2853046699725676,4.853948593731111,-5.920298491412019,3.1127052441953964
