,r2_train,r2_test
0,0.6897419786010459,0.3418374593497462
1,0.6800673087734508,0.3445997846025376
2,0.9950089977214887,0.2521448673539495
3,0.6795949689865989,0.4516198133751085
4,0.9955248314085624,0.49345117789100246
5,0.99584200156206,0.06320551088910442
6,0.9906278002756458,0.21348756996678375
7,0.9954050185241395,0.23818115279516483
8,0.9932031131819652,0.30597984000087763
9,0.9579159463188515,0.28914975712638546
10,0.6916542707447362,0.2863184630545059
11,0.6851782800699817,0.3487436680119932
12,0.6817630121338841,0.40787937371063165
13,0.6405178761337108,0.3779803848725296
14,0.9973590395764854,0.3678651831479174
15,0.9999999951816901,0.5269528062358739
16,0.6816349602277143,0.4099997726547835
17,0.6838779637703309,0.3777804357641047
18,0.6888672611419464,0.3373625671906111
19,0.9940699347012633,0.15242920864233012
20,0.6966655484421034,0.27660372363881525
21,0.9867364727853695,0.23301575531602914
22,0.9974049022995016,0.3571347357783693
23,0.9948041661825372,0.35237361086230234
24,0.995671011339764,0.25024199800263824
25,0.9958783929734856,0.3477645907627366
26,0.6941073036423624,0.3153933338504281
27,0.9610257157513644,0.45119525499639834
28,0.686859341506116,0.38005932819946286
29,0.6855291600607416,0.3326355846836677
30,0.9962439754936037,0.46668261209473083
31,0.6941357760839135,0.2884286423264021
32,0.6890229400825718,0.3192034289712401
33,0.9886868298551499,0.2665121030396813
34,0.965364079117026,0.3449071817730285
35,0.9911696753112232,0.18602294607005998
36,0.9619626531741454,0.3439134026370253
37,0.9938380746870878,0.09304529816577134
38,0.9949238946469664,0.33505598403305437
39,0.9892951395421455,0.40896632364421703
40,0.6776437149114691,0.48222301560897185
41,0.6823375806417558,0.4465090033327309
42,0.9939282400347934,0.37838702008565994
43,0.6801315587303762,0.40570102916032025
44,0.6425380649247974,0.3440998634325858
45,0.9999999956058665,0.3739198141415371
46,0.9992622969452767,0.3234856164409121
47,0.9890395948763199,0.05760694056118598
48,0.6790579966653597,0.42208831386866064
49,0.6927784309984732,0.30821094857598164
50,0.6814755064067648,0.39585239657699434
51,0.9951305016875753,0.3703349286566937
52,0.6893385622204764,0.2155243837384162
53,0.6860579055318323,0.3739704827493999
54,0.6856334754194354,0.3735757970909963
55,0.6837570503744496,0.417894672595546
56,0.6845191825462619,0.39563170589948116
57,0.9896883546063235,0.26756826376578713
58,0.9630414179151967,0.5022753778488346
59,0.686549534524772,0.3851626228539211
60,0.9947875149921955,0.32306534797070197
61,0.6892745971857348,0.28361183195423956
62,0.6825605602916551,0.33981003001282106
63,0.6875954966436311,0.3657298012684458
64,0.9946618152372553,0.19469416946076445
65,0.6811115559254988,0.3905030707115802
66,0.9574334934026907,0.35172166229645574
67,0.990163282966103,0.24670446101442
68,0.9946038459878401,-0.025154468856470436
69,0.678836266598396,0.4370511269836487
70,0.9999999964735348,-0.19317481064921438
71,0.9619509368153892,0.4163736297405124
72,0.9957309299579993,0.18040216891058225
73,0.6892374148999987,0.3469982977460757
74,0.9961854175538886,0.25740885351839926
75,0.6895575042785048,0.35293063722031215
76,0.9955071229878387,0.19146192691211772
77,0.6892866370734994,0.32771697034474545
78,0.9914950167438709,0.2491873945594868
79,0.9960314741512354,0.3988494775114223
80,0.6842501249783566,0.3620073423997485
81,0.9891533498275167,0.14569391122693642
82,0.9937710049642832,0.3843415248299703
83,0.9947524891180758,0.15252060320956118
84,0.995793954636035,0.17859671941570976
85,0.6860565110182055,0.3571814184441048
86,0.994684741908417,0.22261215723731953
87,0.6954884936871034,0.30166875715709474
88,0.689280311532509,0.3401002729019055
89,0.6899527978854612,0.34706748850747604
90,0.9903326574388003,0.3339187991210121
91,0.9999999931569684,0.3427558657803029
92,0.9947704416491495,0.005457320081774464
93,0.9883840122284486,0.37417455711049663
94,0.9942831635989287,0.33489474436144695
95,0.9966316582026123,0.23413792759447138
96,0.9950812054612853,-0.1283658035811368
97,0.9958779099277294,0.3783705047590131
98,0.6836420405926633,0.3670092956976241
99,0.9893964108856214,0.2878013788111824
