,R2_score
0,0.25679675544649394
1,-0.5015202144775812
2,0.22711568699165363
3,0.13723776039749824
4,0.2404675863048681
5,-0.10340040584385002
6,0.20629316732074687
7,0.29588719297220734
8,0.2056500393034023
9,0.2743434913193974
10,-0.04977248872523332
11,0.1829876527944273
12,0.2539674693487014
13,-0.276353774063246
14,0.24995318507303477
15,0.24265305420412997
16,0.07745816651375048
17,-0.18293803543482356
18,-0.08170305920165255
19,0.3050868452733705
20,-0.14695905729653558
21,0.11286061688568383
22,0.2058748621878621
23,0.2854585876043878
24,-0.053246543436863636
25,0.36402335797515417
26,0.2712917331608481
27,-0.15461437186044535
28,0.10935531677243482
29,-0.16796887692476759
30,0.06245853243154709
31,-0.13291896957987248
32,0.27275141019962623
33,0.3067502292454921
34,0.19530940149336418
35,0.11229302043360356
36,0.09014931754047861
37,-0.3123262759042462
38,0.15937284216080827
39,0.2875483577439306
40,0.16804229190788056
41,-0.07996166467845134
42,0.016960887618036602
43,-0.021666942845195436
44,0.10089549245990681
45,0.06877517072320083
46,0.150554814140618
47,0.22309282551194953
48,0.19473234344801094
49,0.020686610204748823
50,-0.14835511216237607
51,-0.40914912563998596
52,-1.0750384125821717
53,0.212623640868159
54,0.06513122459378184
55,0.20963230788852982
56,0.3406868313496587
57,0.08216237373392521
58,0.14915402248436738
59,0.23495474119587612
60,0.23864888621929758
61,-0.044067329389100074
62,-0.04729672402686447
63,0.20147921127622115
64,0.1306444766746192
65,-0.13720837151748744
66,0.2321158346057839
67,-0.05828715141914076
68,-0.1983317976532617
69,0.18620427387835436
70,-0.2451023967404462
71,0.2261030251997983
72,-0.008969106563927243
73,0.09395375045730481
74,0.1303334230795382
75,0.14832753733315607
76,0.10850103097385477
77,-0.19077966060805607
78,0.09754107323258587
79,0.12678201676972412
80,0.07951312927295573
81,0.09875737020442488
82,0.19703646157702914
83,-0.03103371228622298
84,0.008190939305221523
85,0.15623950218069704
86,0.025893894584893662
87,0.010438408231849161
88,-0.00722942949174854
89,0.10119783102978497
90,0.32321939191010873
91,0.09841433433160474
92,0.03125316711375936
93,0.319191374714883
94,0.10428639222043956
95,0.16553510049553077
96,-0.04543422662905239
97,0.026804438721612756
98,0.09604359971367071
99,0.043183515939106853
