,Yield_CO_1.5h,Yield_CO_7.5h,Yield_CO_biphenyl,Yield_CO_ortho,Yield_CO_Cl,Yield_CS,Yield_CN,Yield_2+2,Yield_iso
0,0.3678602496377976,0.329688354539762,0.4508865034259677,0.2622049768460187,0.5039004465124673,0.7408293831785702,0.5540283715794755,0.8714301780916736,1.0
