y_pred,y_exp
39.970299307837905,24
31.28454711495767,17
68.72198885282482,74
4.3640444392001765,0
5.314326840413509,8
1.4143091322393604,2
30.029439353890858,39
43.49294671275529,56
2.357081141658057,0
16.400084295585525,1
45.10958221607745,37
1.476719555059611,0
59.93118697894175,65
8.311337238363402,1
1.0325029458558748,2
2.173137714269558,0
0.0833936757143967,0
0.13542766888333255,0
8.217099247245054,2
47.10045981373088,58
35.88381317778072,24
44.47755944780962,43
4.617089174650208,0
6.19086549388224,1
40.43720557295917,34
59.96727180849621,49
16.272481740701146,2
-4.238784157924874,0
4.609061012447936,0
8.633046800460862,1
3.637126534763387,0
0.6738980231775269,2
12.2682899365539,6
-0.7430732261984645,1
-2.4399436438535296,2
62.118432947836524,58
13.94854896938184,13
5.094643811041114,0
47.57568381289591,51
1.8904760255387192,0
74.57997361701517,74
37.4470038447647,47
-0.7866238447606645,0
2.2605449840204934,0
47.668963941374194,79
54.3889639575427,55
68.06586928844685,71
15.386003134933501,0
1.0643115534831087,0
0.7515216974297668,0
