y_pred,y_exp
50.49151325880286,65
43.14595757531057,34
-0.8949566769430869,0
68.89918317149758,74
4.413063517593995,1
9.068577115837032,0
36.06645292249591,49
-0.8830557567535737,1
0.7495883258356976,0
42.589111437486174,22
3.4709331266517585,1
28.045634161381344,0
0.772396613144934,2
8.175406711598091,1
0.7819885212483021,0
5.065933073827084,2
4.281658527265714,0
22.556181895744004,62
34.05792221856421,12
10.895030332490172,0
52.96572365574827,43
0.38587644767077955,9
0.6768606975888551,1
24.946243902051293,1
12.422735492915315,13
2.3392720885782476,0
1.6148249273488993,0
3.208351476752631,0
-1.303605420292121,0
-0.15638483710823306,0
77.20702149502537,74
24.240955665003906,29
39.69377897786949,56
2.2352015500081484,0
0.331412571637465,1
50.43687998774896,79
1.2063386593531957,0
-0.2482185641166816,2
19.94994058666964,6
4.648122498290399,2
41.79380924648093,42
35.22638717800886,24
2.4236676817126455,2
0.06126203571260896,0
43.88844843186419,47
52.41361047580456,58
0.2754321589381491,0
5.878772469055735,0
45.442586765942096,37
64.40423273406527,74
73.77457931654318,78
0.5431085479725288,15
-0.4664670507608258,0
38.28105583307907,55
40.55420698206135,58
0.5963555229333835,0
6.055249952554734,1
0.06445413985944665,0
6.055620778718609,0
-0.7931390629698879,0
38.77172263836373,24
9.693191455059976,2
72.2279117349219,71
0.40054648919369296,0
46.45891607828189,75
4.983233837910261,0
1.034688992703897,0
40.06539853528195,11
-0.46100977350146044,2
53.47607082320163,49
14.884580307202407,2
12.488985259069866,6
3.0151449549774414,0
0.23917138066947505,0
-0.9844471150279158,7
3.828582470325344,0
5.463288192279337,3
0.26540507796340645,2
56.90070402477133,51
1.3498993869988654,0
20.07876519552326,17
-0.023268331873225453,1
4.869735089058821,8
1.039490469219274,0
0.6250356459456604,0
0.2520513069644606,2
2.3787086484976423,10
-0.17650903096903897,0
2.2930026827549224,1
-4.597032119422327,0
