Name,ID,HOMO,LUMO,E_S1,f_S1,E_T1,dEST,dDM,MK_0,MK_1,MK_2,MK_3,MK_4,MK_5,MK_6,MK_7,MK_8,MK_9,MK_10,MK_11,Yield
1PTZTRZ,OPS28,-0.18237,-0.07461,3.552,0.0001,3.4653,0.0867,1.9025,-0.146380909,-1.158569127,-2.045439666,-2.990345421,-1.43832076,-1.305375632,-4.715880602,-1.154319573,2.664645705,1.301083893,0.552985834,1.621651036,2
2CzBP,OPS29,-0.20318,-0.07263,3.7099,0.0185,3.2,0.5099,4.1741,-0.553904417,-1.734599626,-0.436434095,-1.86639695,0.364588894,-0.684377782,-0.847638511,0.069796135,0.184606311,-0.586936742,-0.425846063,0.309245835,2
2DMABP,OPS30,-0.18839,-0.03296,3.8921,0.0113,3.2177,0.6744,2.1279,-1.618247586,-0.191415389,-0.273838958,1.18129279,-1.191889083,2.059555666,4.483006834,-1.137441855,1.771997965,0.543362621,-0.016953616,-0.972221013,0
2DPABP,OPS31,-0.18647,-0.05342,3.6117,1.1705,3.0476,0.5641,10.5855,-1.666989727,-1.10439583,-0.283536751,1.71818697,-0.973827179,2.077023112,1.166634398,1.400036394,1.653767274,0.769230112,0.343933947,-0.386868864,47
2tBuDPABP,OPS32,-0.18033,-0.04947,3.5525,1.2289,3.0124,0.5401,3.2452,-1.135117017,-0.730705547,-0.854496359,1.509294619,-2.182053946,1.480953498,4.340317028,-1.16973962,1.337660258,-0.754526616,1.101090583,-1.0054653,51
2MeDPABP,OPS33,-0.18065,-0.04943,3.5628,1.2249,3.0017,0.5611,3.4051,-1.313023447,-0.895165195,-0.315777883,1.721259888,-1.367123626,1.542433321,2.957826734,0.136671448,1.515835744,0.328978463,0.184484609,-0.504790098,43
2ClDPABP,OPS34,-0.19983,-0.06696,3.6407,1.1958,3.0588,0.5819,2.4965,-0.814822215,-1.299278782,-0.432425749,1.45903441,-0.722159114,2.73657868,1.016596903,3.19058264,0.146880475,3.247706702,-0.478274085,-0.411857167,47
2BrDPABP,OPS35,-0.19934,-0.06713,3.6355,1.2161,3.061,0.5745,2.3507,-0.774979856,-1.265653524,-0.63130865,1.811906104,-0.509437141,2.916696376,0.949344195,3.359579979,0.579641252,3.339741874,0.013321669,-0.225378558,42
2PhDPABP,OPS36,-0.18364,-0.05648,3.4923,1.3807,3.0058,0.4865,3.0055,-1.704349445,-1.275017783,-0.288743733,1.412924731,-0.874679376,1.717102475,0.918636908,1.18672462,1.637684792,0.779294722,0.38957661,-0.125981532,58
2CzPN,OPS37,-0.21407,-0.09152,3.5246,0.1345,3.1201,0.4045,9.4021,0.291374457,-2.396534989,-1.909608253,-2.596150769,1.188549927,-0.585032166,-1.386026289,0.335347038,-2.098169503,-1.971889924,-0.302329895,-0.211518142,24
2tBuCzPN,OPS38,-0.20513,-0.08754,3.3855,0.1164,3.0249,0.3606,11.1744,0.823247166,-2.022844706,-2.480567861,-2.805043121,-0.01967684,-1.18110178,1.787656341,-2.234428975,-2.414276518,-3.495646652,0.45482674,-0.830114578,56
2ClCzPN,OPS39,-0.22798,-0.10735,3.5473,0.1024,3.1826,0.3647,9.159,1.143541968,-2.591417941,-2.058497251,-2.85530333,1.440217992,0.074523402,-1.536063784,2.125893285,-3.605056301,0.506586665,-1.124537928,-0.236506444,29
1tBuDPAN,OPS40,-0.17692,-0.03796,3.7082,0.2172,3.0394,0.6688,3.7622,-0.673479531,-1.146325018,-0.99958972,0.585609267,-2.363048351,1.10033376,3.025978799,-2.257628457,1.117759253,-2.131718318,0.742556951,-1.635119845,0
PNZN,OPS41,-0.17142,-0.04905,3.5257,0,3.3342,0.1915,0.4707,-1.554533822,-0.903362485,1.541409845,-1.971223462,0.952062748,-1.245666537,-1.688650716,-2.074225059,1.556332102,2.384740478,1.444604235,-2.317273375,3
biphenylPNZN,OPS42,-0.17067,-0.05197,3.4578,0.0005,2.9913,0.4665,2.5192,-1.554533822,-0.903362485,1.541409845,-1.971223462,0.952062748,-1.245666537,-1.688650716,-2.074225059,1.556332102,2.384740478,1.444604235,-2.317273375,62
PTZN,OPS43,-0.17982,-0.04987,3.76,0.0003,3.3275,0.4325,0.3944,-1.093972936,-0.742259101,-1.24871038,-2.174365546,-1.630366367,-0.969622355,-4.943104902,-0.984785438,2.81580603,0.155788911,-0.971622334,-2.083702685,1
biphenylPTZN,OPS44,-0.17757,-0.05224,3.6231,0.4335,3.118,0.5051,1.5614,-1.093972936,-0.742259101,-1.24871038,-2.174365546,-1.630366367,-0.969622355,-4.943104902,-0.984785438,2.81580603,0.155788911,-0.971622334,-2.083702685,76
CF3PTZN,OPS45,-0.18961,-0.0591,3.6146,0.3629,3.1037,0.5109,2.5205,0.862498266,-0.245141045,-1.172473187,-2.620950765,-2.104184742,-0.305524905,-4.807979525,-0.181872949,2.74797889,1.849705189,-1.364225021,-3.916515265,49
2DPAB,OPS46,-0.16958,-0.01609,3.8658,0.0227,3.291,0.5748,0,-1.183406919,-1.58180938,-1.115818613,1.42432951,-1.288593015,2.146659505,0.685051899,0.992702245,1.386588949,0.173586007,0.576816854,-0.071337871,0
2DPAN,OPS47,-0.17654,-0.04474,3.4914,0.4022,2.8244,0.667,1.4327,-1.074260265,-1.592238759,-0.796276505,0.753778981,-1.087309841,1.705421542,0.234025214,0.651762836,1.300039129,-0.552701976,0.073653086,-0.778637977,1
2tBuDPAN,OPS48,-0.17028,-0.04135,3.4103,0.4193,2.784,0.6263,1.6598,-0.542387556,-1.218548476,-1.367236114,0.544886629,-2.295536608,1.109351928,3.407707843,-1.918013178,0.983932113,-2.076458704,0.830809721,-1.397234413,1
2MeDPAN,OPS49,-0.16909,-0.04084,3.3744,0.4004,2.7522,0.6222,1.6989,-0.720293985,-1.383008124,-0.828517637,0.756851898,-1.480606287,1.170831751,2.02521755,-0.61160211,1.1621076,-0.992953625,-0.085796253,-0.896559211,1
2DPAA,OPS50,-0.17836,-0.06945,2.9725,0.2857,2.1241,0.8484,0,-1.074260265,-1.592238759,-0.796276505,0.753778981,-1.087309841,1.705421542,0.234025214,0.651762836,1.300039129,-0.552701976,0.073653086,-0.778637977,0
2tBuDPAA,OPS51,-0.17252,-0.0666,2.8792,0.2813,2.1027,0.7765,0.0173,-0.542387556,-1.218548476,-1.367236114,0.544886629,-2.295536608,1.109351928,3.407707843,-1.918013178,0.983932113,-2.076458704,0.830809721,-1.397234413,0
2MeDPAA,OPS52,-0.17204,-0.06625,2.8733,0.2734,2.1007,0.7726,0.068,-0.720293985,-1.383008124,-0.828517637,0.756851898,-1.480606287,1.170831751,2.02521755,-0.61160211,1.1621076,-0.992953625,-0.085796253,-0.896559211,0
2OMeDPAA,OPS53,-0.16348,-0.0643,2.7205,0.254,2.0389,0.6816,0,-2.307176561,0.588005452,2.770819756,0.208064181,0.74679392,-2.801305223,5.216063122,-1.431319916,-0.185111538,3.207548105,-2.152465036,-1.458081218,0
3CzNB,OPS54,-0.20716,-0.08754,3.4177,0.0669,3.0551,0.3626,0.5725,3.487702467,1.802878286,-5.634014346,6.306107631,9.978208686,-3.873174785,-3.308040115,-2.516538196,0.246240274,-1.762038234,-0.483904775,0.543878711,0
3DPANB,OPS55,-0.18594,-0.06772,3.1973,0.0899,2.9176,0.2797,4.8589,2.374617157,2.433082083,-5.481117002,9.890691551,8.639792613,-1.11177389,-1.293767205,-1.186297937,1.715401237,-0.40587138,0.285875235,-0.152235988,2
3MeDPANB,OPS56,-0.17746,-0.05853,3.1371,0.1188,2.832,0.3051,5.6978,2.728583437,2.642312718,-5.513358134,9.893764469,8.246496167,-1.646363682,0.497425131,-2.449662883,1.577469708,-0.846123029,0.126425896,-0.270157221,0
3BrDPANB,OPS57,-0.20296,-0.08203,3.2471,0.1278,2.8964,0.3507,14.5128,3.266627028,2.271824389,-5.828888901,9.984410685,9.104182652,-0.272100626,-1.511057408,0.773245649,0.641275215,2.164640381,-0.044737043,0.009254318,8
2CzAQ,OPS58,-0.20593,-0.1085,3.1012,0,2.7358,0.3654,0,-1.073113696,-0.621032072,0.491458798,-1.879575059,1.096925081,-2.028448973,-0.380341345,1.014955609,-0.300492914,-0.445240529,-1.544935523,0.01050427,0
2DPAAQ,OPS59,-0.19071,-0.08747,2.9778,0,2.4274,0.5504,0,-2.077052352,-0.001257654,0.96389825,1.034458331,-0.040207817,0.291713958,1.18290488,2.004256458,1.082118228,0.184638342,-1.278319281,-1.392910535,0
2DPASF,OPS60,-0.19054,-0.04376,3.8676,0.907,3.2936,0.574,4.1231,-2.92166619,10.35880896,-6.478068538,4.233683643,-8.39166218,-3.573847061,-2.246131489,1.626175631,-2.160458751,1.27911542,0.037343942,0.403815336,0
2tBuDPASF,OPS61,-0.18418,-0.03958,3.8148,0.9369,3.2521,0.5627,19.7758,-2.581258137,10.50282748,-6.900810592,4.114558514,-9.27621066,-4.123670968,0.653041762,-0.652128635,-2.426124328,-0.030478874,0.589762174,0.019783346,1
2MeDPASF,OPS62,-0.18439,-0.03949,3.8224,0.9468,3.2533,0.5691,19.8935,-2.56769991,10.5680396,-6.51030967,4.23675656,-8.784958626,-4.108436852,-0.454939153,0.362810685,-2.29839028,0.838863771,-0.122105396,0.285894103,0
CF3PhDPZ,OPS63,-0.1619,-0.04155,3.3175,0,2.9345,0.383,0,1.444429547,-1.447748345,-1.077964121,-2.109685186,-0.206694835,0.513716251,-1.415088652,0.659503058,0.89719056,1.038498236,-0.154717646,-2.355058608,15
OMePhDPZ,OPS64,-0.14485,-0.01104,3.4138,0,2.897,0.5168,0,-1.552919543,-0.342858833,1.696876554,-1.90151624,1.743180948,-3.094157508,2.02091451,-2.583707202,-0.224439769,3.156765927,-2.028031665,-1.198882905,1
NapDPZ,OPS65,-0.15201,-0.04408,3.3012,0,2.9882,0.313,0.1154,-0.512041654,-1.944866401,-1.154201314,-1.663099967,0.26712354,-0.150381199,-1.550214029,-0.143409431,0.965017699,-0.655418042,0.237885041,-0.522246028,10
3DPA2FBN,OPS66,-0.18763,-0.0591,3.3289,0.2519,2.9793,0.3496,3.2092,0.715905086,-1.699897008,-1.71457064,0.706163745,-0.187521114,2.987863219,0.548164687,3.24713369,-1.232888568,1.913459636,0.107380628,-1.125394663,65
5CzBN,OPS67,-0.20063,-0.07542,3.5356,0.2762,3.2477,0.2879,5.6148,0.511930908,-2.49200242,-2.130210467,-2.640833185,1.409418928,-0.603797629,-1.350987706,0.410803428,-2.446030954,-1.834737838,-0.120162831,0.198822211,79
2DPABz,OPS68,-0.19069,-0.06958,3.0227,0.0037,2.5871,0.4356,7.8561,-2.151812431,-0.36559822,0.451434472,2.355509977,-0.930018947,1.173887522,1.262700925,2.617569288,1.271284941,0.373785779,1.233700678,-0.726029874,0
DPABT,OPS69,-0.18556,-0.05394,3.5717,1.3009,2.8871,0.6846,5.9631,-0.371608983,-1.562066578,-1.752623434,-2.480064842,-1.300663538,-0.948164562,-4.218513833,-0.683107974,1.288327784,-0.64245168,-1.517854085,-0.582715932,1
PhPNZ,OPS70,-0.16899,-0.01766,3.9776,0.035,3.3033,0.6743,1.17,-1.554533822,-0.903362485,1.541409845,-1.971223462,0.952062748,-1.245666537,-1.688650716,-2.074225059,1.556332102,2.384740478,1.444604235,-2.317273375,0
PhPTZ,OPS71,-0.16887,-0.02148,3.713,0.0109,3.1473,0.5657,0.0881,-1.093972936,-0.742259101,-1.24871038,-2.174365546,-1.630366367,-0.969622355,-4.943104902,-0.984785438,2.81580603,0.155788911,-0.971622334,-2.083702685,0
ph_bPTZ,OPS72,-0.17426,-0.03323,3.7625,0.223,3.1359,0.6266,4.7279,-1.093972936,-0.742259101,-1.24871038,-2.174365546,-1.630366367,-0.969622355,-4.943104902,-0.984785438,2.81580603,0.155788911,-0.971622334,-2.083702685,7
9_10_DPA,OPS73,-0.1872,-0.05837,3.639,0.3496,2.3196,1.3194,0,-1.634081473,-1.259753914,4.456942604,2.91478888,-1.694441891,2.08352074,-2.506404144,-0.632781607,-0.714985498,-2.614325288,-1.175572609,1.597675284,0
9_10_DAA,OPS74,-0.18384,-0.05504,3.6356,0.3763,2.318,1.3176,0,-2.674959362,0.342253654,7.308020472,2.676372607,-0.218384484,-0.860255569,1.064724395,-3.073079379,-1.904442966,1.197858681,-3.441489315,0.921038408,0
perylene,OPS75,-0.18188,-0.06947,3.196,0.791,2.0783,1.1177,0,-1.596721754,-1.089131961,4.462149586,3.220051119,-1.793589695,2.443441377,-2.258406654,-0.419469833,-0.698903017,-2.624389898,-1.221215271,1.336787952,0
9_10_DCA,OPS76,-0.22657,-0.1128,3.2747,0.3366,2.003,1.2717,0,-1.241022126,-1.286271581,3.306514546,2.576453433,-1.47627949,2.513843491,-1.49963511,0.252046596,-1.224276949,-2.500634873,-0.977782684,1.138941498,0
3_5_diMePh_PDI,OPS77,-0.21763,-0.12449,2.7184,1.4659,1.7085,1.0099,0.0002,-2.142992477,1.0608395,2.353557928,-2.681670921,1.839208613,-8.424537923,4.701447451,7.372999628,5.931968668,-3.974887877,-1.635343362,1.430640433,0
Ph_NDI,OPS78,-0.25262,-0.1237,3.8271,0.7675,2.544,1.2831,0,-2.496958757,0.851608865,2.38579906,-2.684743839,2.232505059,-7.889948132,2.910255116,8.636364574,6.069900197,-3.534636229,-1.475894023,1.548561667,9
Me_TAPB,OPS79,-0.17326,-0.00888,4.3833,0.0682,3.4449,0.9384,0.1387,-1.172024497,-0.839450893,-1.111327802,0.58217309,-1.407507116,1.769271421,3.753426845,-1.758087777,1.488737159,-0.042216875,0.261571952,-0.395802688,0
Ph_TAPB,OPS80,-0.17898,-0.03176,3.9438,1.3806,3.285,0.6588,0.3336,-1.220766638,-1.752431334,-1.121025595,1.119067271,-1.189445212,1.786738868,0.437054409,0.779390471,1.370506468,0.183650617,0.622459516,0.189549461,0
C_152,OPS81,-0.20751,-0.06891,3.7816,0.7682,2.6801,1.1015,18.725,-0.694230218,3.177667433,2.413942658,-1.290659534,1.521533603,1.988840959,3.57405211,-1.866904867,2.541782422,3.53713425,-0.984990049,-4.299649919,0
C_337,OPS82,-0.20649,-0.07692,3.5379,1.1187,2.4312,1.1067,30.8698,-4.773927912,13.17983863,2.127304395,-9.237581628,9.703072848,10.53889861,1.052459626,-0.428491992,1.676184983,-1.819841235,0.097226162,0.75801644,0
C_498,OPS83,-0.20665,-0.07117,3.6474,1.017,2.5708,1.0766,27.8674,-6.98990568,26.01933762,-1.653138759,-7.297294275,2.765670379,2.753075101,-0.700774398,0.11902599,-1.016682907,-0.858755785,0.201200043,1.149214329,0
phenylfluorone,OPS84,-0.19595,-0.08429,3.3306,1.1776,1.9477,1.3829,14.4592,-3.973168335,2.066057346,12.34649518,2.216976396,2.567093319,-4.689490724,-2.17695721,2.54637323,-4.206810013,-0.642619028,11.64071038,-3.779148352,0
resorufin,OPS85,-0.21805,-0.10521,3.2432,0.9273,1.911,1.3322,2.7616,-1.748398136,1.686260045,8.825529744,-0.041900635,1.44685689,-3.159671344,-1.688192452,-0.185837097,0.050724918,1.519425667,4.259905232,-0.939702147,0
9_fluorenone,OPS86,-0.2289,-0.08221,3.3452,0,2.9589,0.3863,1.9924,-2.051339183,-0.268986698,5.974643546,2.897950699,-0.587507057,1.566110363,-1.637984921,0.227100274,-1.486723689,-2.022027646,-2.329619819,0.649175714,2
9_10_phenanthrenequinone,OPS87,-0.24277,-0.10958,2.5098,0,2.113,0.3968,0.4275,-2.664112634,0.590399798,6.666953101,3.722755827,-0.331628119,0.805702962,-1.360753999,1.77520512,-1.782020177,-2.458758842,-1.192623042,0.081757246,0
BTPM,OPS88,-0.24919,-0.07613,3.7116,0.0017,3.2585,0.4531,0.6284,-2.663993075,0.333272275,5.556882388,4.395663745,-1.459399227,1.423316878,-0.740273231,1.335532064,-0.443166246,-1.352616867,-1.318044145,1.9616201,0
2ClTX,OPS89,-0.22351,-0.0767,3.8152,0,3.1183,0.6969,3.2004,-1.822614448,0.54288585,6.189981166,1.756967153,-1.36888559,1.235196377,-4.181639499,0.943103774,-0.761107012,2.333357515,-3.560507829,-0.103115013,1
anthraquinone,OPS90,-0.25708,-0.10275,3.2605,0,2.885,0.3755,0,-2.599513841,0.501849143,6.222324341,3.50073047,-0.746487671,1.029733793,-1.309526988,0.933023789,-0.916823917,-1.88704958,-2.573187638,0.722515394,0
Me_bodipy,OPS91,-0.19705,-0.08487,3.0735,0.9376,1.7646,1.3089,0.1994,20.17733436,4.606040752,3.884762422,-0.509538899,-2.030221684,0.334672387,0.232877754,0.016783684,0.772563723,0.248396729,-0.051975476,0.148699935,0
Et_bodipy,OPS92,-0.19047,-0.08145,2.9757,0.965,1.6996,1.2761,0.3584,24.63630163,5.825908628,5.068454504,-0.882095651,-2.639542547,0.536652731,0.73877539,1.024063448,1.154568111,-0.38485825,0.027283254,-0.667377689,0
CN_bodipy,OPS93,-0.20579,-0.11186,2.7287,0.9114,1.2362,1.4925,1.7173,20.362191,4.533312602,3.605090634,-0.823877775,-1.504276233,0.418841683,0.42325097,0.552498136,-0.416368254,-0.256841387,-0.084022764,-0.061706445,0
TPP+,OPS94,-0.35572,-0.22919,3.3873,0.7073,2.6833,0.704,4.3244,-1.716715471,-0.411708766,5.45331619,3.375545576,-0.969034716,1.882977469,-2.45194234,-1.494948878,0.132665352,-0.86000959,-0.105725615,2.455694482,1
Me_TPP+,OPS95,-0.33934,-0.21834,3.2455,0.7821,2.5927,0.6528,4.0892,-1.362749191,-0.202478131,5.421075058,3.378618493,-1.362331162,1.348387678,-0.660750005,-2.758313824,-0.005266177,-1.300261239,-0.265174954,2.337773248,2
OMe_TPP+,OPS96,-0.31605,-0.20514,3.0209,0.7688,2.4265,0.5944,8.9657,-2.62883685,1.443585999,8.466342758,2.570710358,0.620490591,-2.455725388,2.209861495,-3.543264936,-1.392180165,2.253266396,-2.08680166,1.96856404,2
Acr+,OPS97,-0.37171,-0.24487,3.488,0.1372,2.3724,1.1156,1.9438,-0.165521356,-1.052839731,0.929784808,-0.493129628,-0.424350133,0.113687572,-0.750302059,-2.263873178,1.394910619,-0.828642287,-0.679824207,0.655208219,2
Acr+_Ph,OPS98,-0.36065,-0.23429,3.444,0.1943,2.34,1.104,2.0593,-0.202881075,-1.223461684,0.924577827,-0.798391867,-0.325202329,-0.246233066,-0.99829955,-2.477184952,1.378828138,-0.818577677,-0.634181545,0.916095552,2
Acr+_Mes,OPS99,-0.33825,-0.23168,3.0716,0.0001,2.3388,0.7328,2.2735,0.29123042,-1.083094698,0.671156109,-0.998276933,0.036706215,-0.70878737,0.057878971,-2.933214562,0.452352196,-1.579602281,-0.692910083,0.254875468,1
3_6_tBu_10_ph_Acr+_Mes,OPS100,-0.32707,-0.20915,3.2876,0,2.4683,0.8193,6.2907,0.368280375,-1.333360644,-1.146667688,-1.434279826,-0.770138238,-0.82457869,1.413330396,-3.431049794,0.655173136,-2.632436546,0.958906923,-0.787733314,2
