Name,ID,HOMO,LUMO,E_S1,f_S1,E_T1,dEST,dDM,MF_0,MF_1,MF_2,MF_3,MF_4,MF_5,MF_6,MF_7,MF_8,MF_9,MF_10,MF_11,MF_12,MF_13,MF_14,MF_15,MF_16,MF_17,MF_18,MF_19,MF_20,MF_21,MF_22,MF_23,MF_24,MF_25,MF_26,MF_27,MF_28,Yield
PNZN,OPS41,-0.17142,-0.04905,3.5257,0,3.3342,0.1915,0.4707,-1.210958337,-0.067115397,1.240891684,9.156180255,3.112182085,-2.202803432,0.527397813,0.408796338,0.96503078,1.273073869,2.339417578,-0.18621126,-1.692556653,1.228273895,4.191874754,-0.455272557,7.885325699,3.850209232,0.194447535,-3.252524075,2.788057201,-6.194278832,2.92237782,4.022080735,-2.488295147,-0.304592191,1.947908434,-1.711290584,-0.526799246,3
biphenylPNZN,OPS42,-0.17067,-0.05197,3.4578,0.0005,2.9913,0.4665,2.5192,-1.804934666,-0.127524887,1.595131102,11.90035805,3.851272213,-2.864828483,0.679665155,0.585864319,0.362926924,1.042288285,3.773550031,-1.036276064,-1.627059955,-0.333113225,4.664861094,-2.305009242,10.2312693,6.688579086,-1.9506368,-2.826931831,1.595360465,-5.268746444,-1.131619275,2.686536114,1.247078505,-0.326636702,0.050202934,-1.107899637,0.462998003,62
PTZN,OPS43,-0.17982,-0.04987,3.76,0.0003,3.3275,0.4325,0.3944,-1.768420909,-0.63822985,0.577031825,10.24727006,3.208807962,-3.421769247,-0.67232764,1.184598558,0.279558696,1.291293747,2.667872734,0.994487014,-1.024651744,0.768781273,1.65243763,-0.183668492,-0.776629905,-1.959074721,-0.612367056,0.022997197,1.133108461,3.061138467,-1.026744061,-1.065690652,0.373156474,-2.284622857,2.067309561,0.417348116,-1.376798224,1
biphenylPTZN,OPS44,-0.17757,-0.05224,3.6231,0.4335,3.118,0.5051,1.5614,-1.882193595,-0.994005591,0.935803864,12.69776156,3.859599482,-4.006965374,-0.56175661,1.53719234,-0.879907245,1.546934705,3.775757692,-0.018973846,-1.190944681,-0.706951231,2.367655569,-2.115434745,1.679263179,0.534040413,-2.110208873,0.433070187,0.290210274,3.81166839,-4.127394044,-2.940360754,3.937049273,-1.144134449,-0.519659738,1.140136608,-0.39736053,76
CF3PTZN,OPS45,-0.18961,-0.0591,3.6146,0.3629,3.1037,0.5109,2.5205,-1.651201832,-1.355161894,1.031405583,14.48290996,4.622659131,-3.277010155,-0.451538247,5.417446165,-0.724855246,2.608839353,4.684149233,-0.53471361,-2.865305672,-0.593806033,2.240125145,-4.544050305,0.922823987,-0.718721908,-0.233385703,1.029876637,0.079407551,4.941301376,-3.857339512,-6.512804034,5.967257237,3.457052178,-4.976126213,1.889568906,0.735926833,49
2DPAB,OPS46,-0.16958,-0.01609,3.8658,0.0227,3.291,0.5748,0,-1.419732988,-0.466447958,-0.047442204,-0.512396535,-2.850327434,-0.775541333,0.21083422,-0.285169143,-0.578453539,-1.202950191,0.208008972,-0.008491178,-0.480134671,0.645668226,0.401861495,0.753020917,-0.273938405,0.522662956,0.354881379,0.215727855,0.304382551,-0.314773771,-0.076804961,0.172769257,-0.032718083,-0.46866131,0.609553336,0.288103199,0.555405853,0
2DPAN,OPS47,-0.17654,-0.04474,3.4914,0.4022,2.8244,0.667,1.4327,-1.763764644,-0.596096273,-0.313572321,-0.456965689,-2.84773346,-0.634259576,-0.030036752,-0.526592138,-0.096274989,0.314457132,0.917914049,-0.098560428,-0.689337555,0.554142275,0.344026028,0.092324464,0.310316469,1.348421107,2.596692767,-0.607039485,-1.233499467,-0.322347282,0.764348021,-3.770952215,-3.726964175,-2.080368547,2.112149535,1.015058822,0.846962143,1
2tBuDPAN,OPS48,-0.17028,-0.04135,3.4103,0.4193,2.784,0.6263,1.6598,-1.948313596,-0.571664566,-0.999035046,-1.267540308,-2.612976048,0.577603713,-1.044072906,0.488114809,-0.456933661,0.579344974,2.325662575,-1.230106304,-2.300153963,1.025490206,-1.630493273,-3.804614845,0.475284429,0.949341748,4.932218214,-1.736148455,-2.391246704,0.595819071,1.651207654,-4.802863535,-4.472656636,-0.134791375,2.443965348,-0.043426741,0.178354269,1
2MeDPAN,OPS49,-0.16909,-0.04084,3.3744,0.4004,2.7522,0.6222,1.6989,-1.512625832,-0.847890583,-0.530325146,-1.148571114,-3.601242857,0.021070292,-0.522083676,-0.302761213,0.33642429,0.819117402,0.898775763,-0.745987848,0.078636724,0.603292744,0.966411361,-1.28360136,0.988170124,0.748815785,2.947314658,-1.054533423,-0.994183754,1.071671709,1.500829742,-3.6004757,-4.596100794,-3.354923939,1.655982293,1.949126838,1.074731515,1
2DPAA,OPS50,-0.17836,-0.06945,2.9725,0.2857,2.1241,0.8484,0,-1.494319465,-0.350669374,-0.432193066,-0.628546992,-2.20225453,-0.57794336,0.189298498,-0.288873739,-0.846513875,-1.502243488,0.449398481,-0.18560784,-0.69134618,1.137210217,2.217550503,0.929257462,-0.640074641,0.379752178,1.698301382,-0.354897712,-0.333945004,-1.291988894,0.333627898,-1.934639973,-0.564692088,-1.960131264,0.441363572,1.126464747,-1.040508538,0
2tBuDPAA,OPS51,-0.17252,-0.0666,2.8792,0.2813,2.1027,0.7765,0.0173,-1.678868416,-0.326237666,-1.117655791,-1.43912161,-1.967497118,0.633919929,-0.824737657,0.725833208,-1.207172548,-1.237355646,1.857147007,-1.317153716,-2.302162589,1.608558148,0.243031202,-2.967681847,-0.47510668,-0.019327181,4.033826829,-1.484006682,-1.491692241,-0.373822541,1.220487532,-2.966551292,-1.310384549,-0.014554092,0.773179385,0.067979183,-1.709116411,0
2MeDPAA,OPS52,-0.17204,-0.06625,2.8733,0.2734,2.1007,0.7726,0.068,-1.243180652,-0.602463683,-0.648945891,-1.320152417,-2.955763928,0.077386508,-0.302748427,-0.065042814,-0.413814597,-0.997583218,0.430260195,-0.83303526,0.076628098,1.186360686,2.839935836,-0.446668361,0.037779014,-0.219853143,2.048923272,-0.80239165,-0.094629291,0.102030097,1.07010962,-1.764163457,-1.433828707,-3.234686657,-0.014803671,2.060532763,-0.812739165,0
2OMeDPAA,OPS53,-0.16348,-0.0643,2.7205,0.254,2.0389,0.6816,0,-1.755806652,-0.525759853,-1.023003959,-1.113907643,-1.194453763,-0.496705857,0.322691065,-0.332081998,-1.059942281,-2.94494497,-0.625962704,-2.855392181,2.859378819,-1.476468157,2.094999861,0.005879068,-3.155366905,-0.411760435,3.125998069,-5.332716684,1.948239237,-3.559542573,0.30483068,-3.359737277,1.794389084,-1.850678649,0.554895901,2.276111483,-2.941929762,0
3CzNB,OPS54,-0.20716,-0.08754,3.4177,0.0669,3.0551,0.3626,0.5725,-1.793455454,-0.404748346,-0.947605098,0.593498448,0.031900453,-2.282424013,0.646740713,-2.142687321,5.19436321,11.33250352,0.228332196,2.542555629,1.93367161,-3.292589566,-3.340456294,3.479636622,-0.305577668,-0.387040076,1.239078589,3.535134029,-1.602692338,-2.817433888,3.120476994,-0.651155242,2.762629009,-4.904690577,-5.330638083,-1.253735552,-3.17604183,0
3DPANB,OPS55,-0.18594,-0.06772,3.1973,0.0899,2.9176,0.2797,4.8589,-2.288018555,-0.586226154,-0.151129366,-2.326585591,-8.283742306,-2.905651645,0.908545339,-2.327080581,6.22078632,11.72287323,2.784122345,1.078987239,1.866667859,-3.993811113,1.118379114,0.228521748,-1.696483347,0.704756079,-0.211276576,-0.558616924,-0.241421014,-1.32421629,-0.466929685,-1.123866401,0.885249229,0.027018182,0.82615615,-2.334852307,2.352549599,2
3MeDPANB,OPS56,-0.17746,-0.05853,3.1371,0.1188,2.832,0.3051,5.6978,-1.738202479,-0.767201468,-0.371496048,-3.452146808,-9.028385558,-2.273032064,0.471612429,-1.812940966,6.813881942,12.33046631,2.653103901,0.284835886,2.697010044,-3.975380111,1.85788612,-1.661043478,-0.9004193,-0.190482715,-0.189475414,-1.171361444,0.058740634,0.384061393,0.415937853,-0.631003306,0.272029355,-0.991025411,0.402271667,-1.491902449,2.388833335,0
3BrDPANB,OPS57,-0.20296,-0.08203,3.2471,0.1278,2.8964,0.3507,14.5128,-1.768477731,-0.883453581,-0.400423375,-3.847481065,-9.179553905,-3.594744533,1.408746862,-1.982464495,7.262393021,12.85497558,3.156930032,0.675453194,1.480105707,-4.276367386,1.218242878,-0.365528523,-1.707675624,0.250358946,-3.692913088,-1.648614935,-0.268098716,-0.618017589,-2.421603205,0.560103749,-0.291576136,4.502953347,1.314265629,0.508211541,-1.371585796,8
2CzAQ,OPS58,-0.20593,-0.1085,3.1012,0,2.7358,0.3654,0,-0.743673608,0.88815931,-0.473904423,0.467265464,1.889408735,0.148597365,0.708384241,-1.433653912,0.189613403,2.185998518,-4.173954992,2.24235375,1.94042436,3.566638774,-4.241295709,5.348676549,1.551756827,1.399956801,5.674507201,7.192895967,1.408066541,-3.274358873,-3.480802327,-2.751386675,1.352077569,1.324291028,-0.025196666,-1.21887132,-0.334511897,0
2DPAAQ,OPS59,-0.19071,-0.08747,2.9778,0,2.4274,0.5504,0,-1.18201662,0.827085511,0.525544483,-0.373279262,-3.849500846,-0.279786366,0.841791058,-1.011524938,-0.654112766,-0.53238329,-2.545982684,1.623643226,0.884199537,3.543091509,-1.141830302,2.758596823,1.082418791,1.06441894,4.114758967,4.544208856,3.198238117,-1.429696008,-4.461520951,-1.137170373,3.025018392,3.578727535,4.969727709,-1.436473218,0.860767275,0
2DPASF,OPS60,-0.19054,-0.04376,3.8676,0.907,3.2936,0.574,4.1231,-1.459415893,0.197208556,-0.129272168,-1.242308664,-5.18372825,-1.070699879,0.254724985,-0.372468728,-0.357244382,-0.368871242,0.47768874,-0.174987186,-0.659709093,1.751276851,-0.397754389,-1.171289421,0.669053352,0.056969384,6.058479843,0.5967897,3.912513907,3.199143375,-1.597267876,7.542007318,2.606077477,-2.46929701,-2.706944482,2.965056441,1.624017136,0
2tBuDPASF,OPS61,-0.18418,-0.03958,3.8148,0.9369,3.2521,0.5627,19.7758,-1.256519178,0.313907783,-0.81196876,-2.354664408,-4.613436882,0.171437982,-0.759613341,0.822517829,-0.49977389,0.101062339,1.70793504,-1.411367777,-2.072747269,2.176760597,-2.212596593,-5.447271104,0.980952029,-0.680708319,8.103109575,-0.582349057,2.776042541,4.382373614,-0.547468584,6.785278459,2.072774694,-0.246960217,-2.385422363,1.766542649,0.790008941,1
2MeDPASF,OPS62,-0.18439,-0.03949,3.8224,0.9468,3.2533,0.5691,19.8935,-0.820831415,0.037681767,-0.343258859,-2.235695214,-5.601703692,-0.385095439,-0.237624111,0.031641807,0.293584061,0.340834767,0.281048229,-0.927249321,0.306043418,1.754563135,0.384308041,-2.926257618,1.493837723,-0.881234282,6.118206019,0.099265975,4.173105492,4.858226253,-0.697846497,7.987666294,1.949330536,-3.467092782,-3.173405419,3.759096229,1.686386186,0
CF3PhDPZ,OPS63,-0.1619,-0.04155,3.3175,0,2.9345,0.383,0,-0.828612526,-0.860704081,0.348359239,5.59128647,1.529532014,-0.306808859,0.071768614,3.405692276,0.75846442,0.724684919,0.095255506,-0.552474048,-0.845062394,1.221277398,-1.445775544,-0.705249568,-3.068076398,-2.865628115,2.727832182,0.834813413,-0.028246212,-1.050290517,2.558525031,-2.188019269,-0.062047878,6.534270372,-6.487468477,1.220025793,2.218412345,15
OMePhDPZ,OPS64,-0.14485,-0.01104,3.4138,0,2.897,0.5168,0,-1.217032189,-0.650365017,-0.408100948,3.197815003,1.882878109,-1.005751097,-0.035423404,-0.522245162,0.524161282,-1.633640427,-2.006913379,-2.479956556,4.414275972,-1.351357727,-1.004893434,1.045225095,-4.918892986,-2.501650812,2.576539008,-4.378365533,2.905419915,-4.497008568,2.692203497,-0.299594767,0.364210661,2.048394082,-1.806210256,1.49778145,-0.70070161,1
NapDPZ,OPS65,-0.15201,-0.04408,3.3012,0,2.9882,0.313,0.1154,-0.762576907,-0.441358647,0.278420525,5.109317475,1.6254487,-1.460904873,-0.553130923,-0.364940482,2.19651663,-0.363766733,-1.677188394,-0.784210403,1.023853995,0.648815689,-1.507620433,2.446589825,-3.521122159,-3.393822142,2.5092463,-0.813440367,0.818554128,-4.109674605,6.747586843,1.980697545,-4.121955929,8.798273633,-6.602311059,3.540493205,3.864596329,10
3DPA2FBN,OPS66,-0.18763,-0.0591,3.3289,0.2519,2.9793,0.3496,3.2092,-0.785591546,-0.683093957,-1.595085204,-3.013520612,-0.657960891,-1.30601037,1.464087215,0.508898998,-0.777451115,-2.47174216,1.214152119,0.260403824,-2.358165563,3.290041894,6.824561571,2.750345831,-3.010824988,-0.088907593,0.613776753,4.169307765,-1.258953602,-3.488504741,-1.036975057,-2.264757915,2.219088255,-1.609233422,-3.862541679,-4.644996938,4.935101379,65
5CzBN,OPS67,-0.20063,-0.07542,3.5356,0.2762,3.2477,0.2879,5.6148,-0.650236142,-0.245680214,-2.866073062,-3.06554885,6.214005115,-0.37212877,0.987623559,-0.344081104,0.278033262,1.392123024,-0.502146697,0.166464957,-0.439673113,0.538526773,0.087025612,2.575459882,0.651955756,1.600312523,-0.498808711,1.897686044,0.946503099,0.793860029,-0.384402797,-0.562694431,-2.188062005,-2.104951314,-1.377252266,1.723773371,0.011321465,79
2DPABz,OPS68,-0.19069,-0.06958,3.0227,0.0037,2.5871,0.4356,7.8561,-1.597278842,0.094870194,0.262293458,-1.053234532,-4.377051422,-1.19719567,0.658415083,-0.398705049,-1.175078354,-1.930201066,-0.071981892,0.230414037,-1.232773226,1.402070308,-2.13338763,1.344591923,1.703792255,-1.171968952,-2.183896652,-0.174163179,1.640797562,-0.039284524,1.657909646,-0.731181111,1.582825674,-1.106143482,0.54480983,0.145925191,0.613955513,0
DPABT,OPS69,-0.18556,-0.05394,3.5717,1.3009,2.8871,0.6846,5.9631,-0.876596893,0.413354349,3.412585714,0.122815428,-4.283548856,-2.459275385,-4.522695167,-1.242827014,-3.059380078,-5.759457506,-0.331980557,9.3033088,-3.956521075,-9.08875709,0.883821875,-0.874585445,-8.063469973,15.6823385,-1.702061771,5.153735035,6.647789789,4.284763262,9.27613949,-0.563696618,2.453699072,1.920483333,0.646598735,-1.091674089,-1.663433579,1
PhPNZ,OPS70,-0.16899,-0.01766,3.9776,0.035,3.3033,0.6743,1.17,-0.35135053,-0.418047595,1.201007558,6.591142374,1.641304776,-1.486054959,0.656728099,-0.586473389,1.671899915,0.206962474,-0.016530585,-0.152228751,-0.45956322,1.823216207,1.941354045,1.150954948,3.184871165,1.252387844,0.222582015,-1.921645907,2.874447063,-7.189870692,4.837051227,6.731704024,-4.98297228,0.07435622,2.148264249,-3.039851923,0.578667641,0
PhPTZ,OPS71,-0.16887,-0.02148,3.713,0.0109,3.1473,0.5657,0.0881,-0.908813102,-0.989162048,0.537147699,7.68223218,1.737930653,-2.705020773,-0.542997355,0.189328831,0.986427831,0.225182351,0.311924571,1.028469523,0.208341689,1.363723585,-0.598083079,1.422559012,-5.47708444,-4.556896108,-0.584232576,1.353875365,1.219498324,2.065546608,0.887929346,1.643932637,-2.121520659,-1.905674447,2.267665375,-0.911213224,-0.271331337,0
ph_bPTZ,OPS72,-0.17426,-0.03323,3.7625,0.223,3.1359,0.6266,4.7279,-1.193841651,-0.990066432,0.800669745,11.25431038,3.05152308,-4.032500865,-1.000892297,0.639517254,1.480197374,0.584856587,1.004171171,1.076909656,0.612971193,1.229091787,-0.69351222,1.635867358,-9.846084024,-8.483310866,-1.126690213,1.40486957,2.37719115,5.112238694,1.495194372,2.718234618,-3.168066769,-3.4757985,6.852063188,-2.520461141,-1.09964814,7
9_10_DPA,OPS73,-0.1872,-0.05837,3.639,0.3496,2.3196,1.3194,0,-1.301387416,-0.358380217,0.539460255,1.286857883,-0.126672549,1.5567919,0.280406516,-1.88912211,-0.959826288,-1.125932282,0.049211836,-0.635874093,1.212549675,-0.752542481,0.165502835,2.810300778,0.217939505,1.11931541,1.010894826,-1.523360941,-1.122055683,-0.338780212,-0.840477821,-1.283120907,0.323472084,-1.638305331,-0.166275785,2.145320077,-1.733311439,0
9_10_DAA,OPS74,-0.18384,-0.05504,3.6356,0.3763,2.318,1.3176,0,-1.545527814,-0.535138312,-0.1074896,0.861472062,0.962041519,1.476022467,0.264827697,-1.935982932,-1.155296551,-2.617989071,-1.079784451,-3.18752798,4.885155225,-3.451738159,0.296002577,1.984327709,-2.446691715,0.561718864,2.515088449,-6.088827682,1.39878073,-2.684115162,-0.708210945,-2.914865246,2.911782966,-1.564221728,-0.057762227,3.183163224,-3.449609689,0
perylene,OPS75,-0.18188,-0.06947,3.196,0.791,2.0783,1.1177,0,-0.921932769,-0.186750999,0.13318064,2.051156843,0.294370621,-0.046776631,-0.649357241,0.012124061,0.099295687,0.321899424,-1.655654938,1.009693478,1.384694126,2.657956179,1.234791014,-0.284752487,1.579675218,1.661558916,0.271297562,-1.559079843,-1.417150932,0.783326466,0.901509509,-1.678895673,-0.369339464,-0.474598775,0.619349902,2.005631614,-2.002332989,0
9_10_DCA,OPS76,-0.22657,-0.1128,3.2747,0.3366,2.003,1.2717,0,-0.715459094,-0.358757827,-1.231812714,-1.359344754,1.950069953,-0.163044867,0.514285138,-0.153454233,-0.122972851,-0.523466202,0.142391577,0.453382933,-0.206100224,1.038857307,2.294609132,1.903424392,0.307915573,0.035441325,0.338118747,0.957733903,-0.312897145,-0.267455591,0.306831203,-0.801303452,-1.031505507,-1.009017292,0.118969433,1.460192059,-0.276449915,0
3_5_diMePh_PDI,OPS77,-0.21763,-0.12449,2.7184,1.4659,1.7085,1.0099,0.0002,1.01163236,0.379042917,0.916745002,2.661253034,-0.616851219,5.820390793,-3.463212131,-0.131763803,2.200433404,4.42882555,-14.23260386,6.455982731,9.047481591,14.95687702,1.969530344,-8.263857788,-2.382181769,5.416577976,-5.093039221,-4.23073752,-3.484717209,2.255871612,0.794254124,-0.123680912,1.859404356,-0.841575355,-1.581137096,-0.239182532,-0.198051018,0
Ph_NDI,OPS78,-0.25262,-0.1237,3.8271,0.7675,2.544,1.2831,0,0.668102422,-0.017216555,0.834147499,3.08314661,-0.430396675,0.973079016,-0.826883285,-1.158010185,1.269064381,1.229177062,-7.984006716,3.818980999,3.931864289,7.591569646,0.148256744,-1.749427295,-2.000275622,1.617188694,-0.987234316,-0.886786259,-0.971897218,-0.220059126,0.099327534,0.473309969,-0.628485499,0.500178844,0.733061379,-1.062196762,0.594492784,9
Me_TAPB,OPS79,-0.17326,-0.00888,4.3833,0.0682,3.4449,0.9384,0.1387,-1.038862964,-0.268325514,0.515215147,-0.084298256,-2.489636453,0.831656142,1.371630493,3.719455894,-0.555013698,-1.617338558,-1.342218753,-1.83140118,1.508218189,-1.821469455,-0.205913031,-0.469182593,1.887033185,-0.132879612,-2.075437993,1.132423038,0.057127431,1.096262127,0.58073181,0.107253459,0.275303601,-0.474744743,0.614578345,-0.662370953,-0.323073086,0
Ph_TAPB,OPS80,-0.17898,-0.03176,3.9438,1.3806,3.285,0.6588,0.3336,-1.731190592,-0.473402177,0.108947964,0.166182024,-2.991315123,-0.873820994,0.317060574,-0.1431511,-0.866306965,-1.940782419,0.088949137,-0.986346266,0.870672948,-0.91363421,0.427575037,-0.254896929,0.495050358,1.156597225,-0.754955108,1.519269414,-0.510438507,0.158535934,-0.750477088,0.317241847,0.430559461,-0.405667006,0.426265696,-0.074334443,0.997857396,0
C_152,OPS81,-0.20751,-0.06891,3.7816,0.7682,2.6801,1.1015,18.725,1.066025029,1.4405546,6.676948655,0.816175996,-3.341207819,13.14643819,11.0379909,27.80485005,0.298524481,3.574836807,-5.174601448,-1.062706328,-1.986667532,-4.943304831,-0.401172236,2.170022764,-2.260850517,1.760221828,0.220496167,0.576437217,-0.393418297,-1.6088038,-0.653351014,1.429421416,-0.97249783,-1.475594472,1.058774313,0.219609557,-0.194824753,0
C_337,OPS82,-0.20649,-0.07692,3.5379,1.1187,2.4312,1.1067,30.8698,16.16564043,26.91797154,-4.715488352,0.753177252,-0.294538632,-1.686534828,0.636808926,0.057950462,-2.040831394,0.523886734,1.949606163,0.934101335,0.808399523,-0.355091833,1.165003,1.028750579,-0.576440512,-0.576183453,-3.387734489,0.357772853,-2.453432694,-1.737669949,2.918903799,-1.536062793,2.671174116,0.202041445,5.097773896,7.7303996,9.963460506,0
C_498,OPS83,-0.20665,-0.07117,3.6474,1.017,2.5708,1.0766,27.8674,18.67546385,30.66058378,-4.662929318,2.399351851,-3.387205297,-1.33520082,-0.47436551,-0.375326384,-1.538820976,0.107056342,1.34952761,-1.061632961,0.771898684,-0.477064327,-1.371109397,-0.779803357,-0.07307867,0.254027338,2.099723835,-1.340579763,2.014563963,1.472209025,-3.040554766,0.51741102,-3.230851008,-0.448704947,-5.067871319,-6.87550154,-8.34474846,0
phenylfluorone,OPS84,-0.19595,-0.08429,3.3306,1.1776,1.9477,1.3829,14.4592,0.073937872,3.244707462,18.01693662,3.058681704,2.926255293,14.87127466,22.70216841,-16.80014869,-3.102303506,1.599680644,1.673074447,-0.78915687,-3.962222621,-0.672916939,0.648049053,-3.338489544,-2.084125674,-0.858316737,-0.446402058,0.399397737,-0.091863943,1.542211186,0.866855168,-0.186215412,0.140077627,0.282806953,-0.466490866,-0.123108353,0.101013703,0
resorufin,OPS85,-0.21805,-0.10521,3.2432,0.9273,1.911,1.3322,2.7616,0.128456661,7.06220283,36.83212493,-11.31138042,8.156776913,-9.296821792,-11.64032456,3.397551863,1.76676317,0.55316018,1.306577968,-1.460225473,1.106810951,1.286965238,0.379785679,0.20542378,0.601942365,-1.268389099,0.468384842,-0.668112648,-0.633422103,-0.408067788,-0.939954293,-0.233502309,-0.16207695,-0.395437125,-0.256283379,0.124190435,0.102143099,0
9_fluorenone,OPS86,-0.2289,-0.08221,3.3452,0,2.9589,0.3863,1.9924,-0.698541663,0.451787011,0.621101807,0.385005468,-1.224991935,0.317522528,0.540150356,-0.892900111,-0.251664117,-0.16960599,-2.488010056,1.310756369,1.492443645,2.520196724,-0.624699975,2.866544681,1.500742764,-0.041497731,4.280618954,3.64410979,2.435736684,-0.954450928,-3.266846206,-0.617231189,1.272896298,3.57751283,4.13423141,-0.18218177,-0.861927406,2
9_10_phenanthrenequinone,OPS87,-0.24277,-0.10958,2.5098,0,2.113,0.3968,0.4275,-0.692311647,0.44221121,0.636695383,0.395402688,-1.231812947,0.331849227,0.530009924,-0.87707104,-0.252386048,-0.218041371,-2.441586947,1.277162085,1.495944281,2.458941885,-0.489819189,2.782723159,1.514821757,-0.143963066,4.233050542,3.455932294,2.451071126,-0.825207895,-3.200638097,-0.470485858,1.164749754,3.741215547,4.382202821,-0.016938235,-1.045214295,0
BTPM,OPS88,-0.24919,-0.07613,3.7116,0.0017,3.2585,0.4531,0.6284,-1.35992071,-0.097458256,0.672082778,-0.105195055,-2.526208194,-0.373645009,0.482762696,-0.584385006,-0.751301997,-1.563356347,-1.326791843,0.232275318,-0.045047686,1.613172201,-3.627894515,2.652650933,3.900032229,-2.901424393,-3.63168839,0.43932614,3.646715395,0.604335815,1.742144046,-2.756484363,0.826390845,0.700255208,0.061767903,-1.589191654,0.64919362,0
2ClTX,OPS89,-0.22351,-0.0767,3.8152,0,3.1183,0.6969,3.2004,-1.555953311,0.39583501,0.383056232,0.663224154,0.388817519,1.650752505,-3.554247427,-2.019161465,-2.51096935,-2.553306925,-9.060302123,20.92995543,-3.991321393,-12.52057427,3.461479007,-3.500575127,3.5102606,-6.788396243,2.842198064,-3.253004174,-0.397447961,-1.187453936,-5.29469316,-1.076974108,-4.989011199,0.247194908,-2.106848227,0.933979116,1.14703022,1
