Name,ID,MK_0,MK_1,MK_2,MK_3,MK_4,MK_5,MK_6,MK_7,MK_8,MK_9,MK_10,MK_11,Yield
3tBuCzClIPN,OPS14,1.8432656953437532,-2.190515444951404,-2.577915033981584,-3.13446799919379,0.1236581640939209,-0.5139055415677182,1.6758202945469387,-0.46126267934459,-3.788076662596223,-0.7034497437107474,-0.1514972657693538,-0.2663695301045323,49
3OMeCzClIPN,OPS15,0.0784766898172537,-0.3839615174390988,1.5601408353139774,-3.471290447124188,3.1659886918536366,-4.4245626921052255,3.484175572984273,0.0254305824921244,-4.957120313518434,4.580557065450527,-3.1347720233363536,-0.327216335419647,0
4CzPN,OPS16,0.5119309076978361,-2.492002419778121,-2.13021046666523,-2.6408331854104587,1.4094189282508998,-0.6037976289174937,-1.3509877061369997,0.4108034279825044,-2.446030953712365,-1.834737837611851,-0.1201628309661234,0.1988222108407701,58
4DPAPN,OPS17,-0.6011544018649561,-1.8617986233729784,-1.9773131223917744,0.9437507348548052,0.0710028553849452,2.1576032659048643,0.6632852035367902,1.7410436870297383,-0.9768699907687864,-0.4785709837544654,0.6496171792294617,-0.4972924882567286,6
4CzTPN,OPS18,0.5119309076978361,-2.492002419778121,-2.13021046666523,-2.6408331854104587,1.4094189282508998,-0.6037976289174937,-1.3509877061369997,0.4108034279825044,-2.446030953712365,-1.834737837611851,-0.1201628309661234,0.1988222108407701,13
4DPATPN,OPS19,-0.6011544018649561,-1.8617986233729784,-1.9773131223917744,0.9437507348548052,0.0710028553849452,2.1576032659048643,0.6632852035367902,1.7410436870297383,-0.9768699907687864,-0.4785709837544654,0.6496171792294617,-0.4972924882567286,2
1CzTRZ,OPS20,0.6193460869417357,-2.348222998211962,-1.418109027142516,-2.8861269943792327,0.0837258244273316,-0.8841869174389971,-1.6198265207055222,-0.8660475657297536,0.6636832015100773,0.1838621743210314,1.3976999397124146,3.798143439334449,1
1tBuCzTRZ,OPS21,1.1512187961615654,-1.9745327155870849,-1.989068635519008,-3.095019346023276,-1.1245009427820505,-1.4802565315287917,1.5538561089543026,-3.4358235793539285,0.3475761861445358,-1.339894553297131,2.1548565755458573,3.179547003706619,6
1DPATRZ,OPS22,0.0160447024169524,-2.023105204075586,-1.4221307369410974,-1.2778969580972288,-0.5675089880707263,0.3941333464210874,-0.7522650605554759,-0.3244113492178934,1.9162675119507504,1.6191190317428994,2.445466758470087,4.438167788438276,34
1tBuDPATRZ,OPS23,0.5479174116367823,-1.6494149214507092,-1.9930903453175888,-1.4867893097412714,-1.7757357552801083,-0.2019362676687066,2.42141756910435,-2.8941873628420685,1.600160496585209,0.0953623041247373,3.2026233943035294,3.819571352810446,39
1ClDPATRZ,OPS24,0.868212213646489,-2.217988156118986,-1.5710197348235102,-1.5370495185711346,-0.3158409234142256,1.0536889144698642,-0.9023025555763684,1.4661348970087549,0.4093807133252788,4.097595621368606,1.623258726186386,4.413179485991069,11
1BrDPATRZ,OPS25,0.908054572762546,-2.184362898143168,-1.7699026355851224,-1.1841778244013983,-0.1031189497884806,1.233806610480066,-0.969555263760647,1.635132236340975,0.8421414900866699,4.1896307934004335,2.1148544798836384,4.599658094503228,24
1OMeDPATRZ,OPS26,-1.0248331861717097,-0.4210976358717145,1.428947131448328,-1.5163132306998732,0.908548419755814,-2.549642961895717,2.818863477723485,-2.7647091206046426,0.7268100440124696,5.4313030010300825,0.179550052586062,3.761530911737592,12
1PhDPATRZ,OPS27,0.0160447024169524,-2.023105204075586,-1.4221307369410974,-1.2778969580972288,-0.5675089880707263,0.3941333464210874,-0.7522650605554759,-0.3244113492178934,1.9162675119507504,1.6191190317428994,2.445466758470087,4.438167788438276,26
1PTZTRZ,OPS28,-0.146380909260092,-1.1585691267421123,-2.0454396658228378,-2.9903454214422447,-1.438320759565216,-1.3053756320499417,-4.715880601645363,-1.154319573302122,2.664645705210829,1.3010838930825583,0.5529858341657564,1.621651035583895,2
2CzBP,OPS29,-0.5539044170499382,-1.7345996261588228,-0.4364340952701381,-1.8663969500551048,0.3645888937191308,-0.6843777824624966,-0.8476385112604052,0.0697961346490988,0.1846063105609061,-0.5869367419170587,-0.4258460627077376,0.3092458346580034,2
2DMABP,OPS30,-1.6182475864478385,-0.1914153894572669,-0.2738389580245998,1.18129278966712,-1.1918890834687603,2.059555665818957,4.483006834456285,-1.137441854966978,1.7719979649945636,0.5433626206716443,-0.0169536163930695,-0.9722210133308682,0
2DPABP,OPS31,-1.66698972661273,-1.1043958297536802,-0.2835367509966824,1.7181869702101595,-0.973827179146823,2.077023112359861,1.1666343984133851,1.4000363936963325,1.653767273504484,0.7692301119403269,0.3439339474878473,-0.3868688644394954,47
2tBuDPABP,OPS32,-1.1351170173929006,-0.7307055471288041,-0.8544963593731746,1.5092946185661176,-2.182053946356205,1.4809534982700672,4.340317028073211,-1.1697396199278425,1.3376602581389427,-0.7545266156778352,1.1010905833212905,-1.005465300067326,51
2MeDPABP,OPS33,-1.3130234469337363,-0.8951651948403747,-0.3157778830203465,1.7212598875742515,-1.3671236255312966,1.5424333210826653,2.957826734354084,0.1366714477903102,1.5158357444542694,0.3289784633485467,0.1844846085838348,-0.5047900978892095,43
2ClDPABP,OPS34,-0.8148222153831939,-1.2992787817970803,-0.4324257488790956,1.459034409736254,-0.7221591144903228,2.7365786804086385,1.0165969033924926,3.1905826399229804,0.1468804748790123,3.2477067015660324,-0.4782740847958535,-0.4118571668867027,47
2BrDPABP,OPS35,-0.7749798562671371,-1.2656535238212627,-0.6313086496407079,1.8119061039059905,-0.5094371408645775,2.9166963764188405,0.9493441952082138,3.359579979255201,0.5796412516404035,3.339741873597861,0.0133216689013989,-0.2253785583745435,42
2PhDPABP,OPS36,-1.7043494454128618,-1.2750177829904918,-0.2887437325435064,1.4129247309393898,-0.8746793755454684,1.717102474690413,0.9186369083562608,1.186724619739293,1.6376847922658109,0.7792947216244579,0.3895766100415678,-0.1259815321133709,58
2CzPN,OPS37,0.2913744572080577,-2.396534988751391,-1.909608252669928,-2.5961507690795984,1.1885499270882025,-0.5850321661338557,-1.386026289004642,0.335347038277078,-2.0981695028274485,-1.971889924410782,-0.3023298953786638,-0.2115181419202962,24
2tBuCzPN,OPS38,0.8232471664278875,-2.0228447061265142,-2.48056786104642,-2.8050431207236413,-0.0196768401211803,-1.18110178022365,1.7876563406551833,-2.2344289753470963,-2.41427651819299,-3.4956466520289444,0.4548267404547792,-0.8301145775481267,56
2ClCzPN,OPS39,1.1435419684375945,-2.5914179407947917,-2.058497250552341,-2.855303329553505,1.4402179917447029,0.0745234019149214,-1.5360637840255342,2.125893284503726,-3.60505630145292,0.5065866652149233,-1.1245379276623646,-0.2365064443675036,29
1tBuDPAN,OPS40,-0.6734795310027071,-1.1463250176977402,-0.999589719841066,0.5856092672291122,-2.3630483514349967,1.1003337597460392,3.025978798701134,-2.257628456786599,1.117759253211197,-2.13171831789092,0.7425569510438725,-1.6351198450854991,0
PNZN,OPS41,-1.5545338218299058,-0.9033624854584188,1.54140984485953,-1.9712234622039069,0.952062747875982,-1.245666537371893,-1.68865071583723,-2.074225058594246,1.5563321017813276,2.3847404783906736,1.4446042345303909,-2.31727337492842,3
biphenylPNZN,OPS42,-1.5545338218299058,-0.9033624854584188,1.54140984485953,-1.9712234622039069,0.952062747875982,-1.245666537371893,-1.68865071583723,-2.074225058594246,1.5563321017813276,2.3847404783906736,1.4446042345303909,-2.31727337492842,62
PTZN,OPS43,-1.0939729356248618,-0.7422591009173662,-1.2487103800191992,-2.174365546278666,-1.630366367126437,-0.9696223547975203,-4.9431049017802895,-0.9847854375283344,2.8158060299747496,0.15578891075555,-0.9716223344696816,-2.0837026845144715,1
biphenylPTZN,OPS44,-1.0939729356248618,-0.7422591009173662,-1.2487103800191992,-2.174365546278666,-1.630366367126437,-0.9696223547975203,-4.9431049017802895,-0.9847854375283344,2.8158060299747496,0.15578891075555,-0.9716223344696816,-2.0837026845144715,76
CF3PTZN,OPS45,0.8624982662962412,-0.2451410452604113,-1.1724731874477978,-2.620950765277283,-2.1041847419399247,-0.3055249050152063,-4.807979524899945,-0.1818729493946111,2.747978890367337,1.849705188705764,-1.3642250214929532,-3.916515264551152,49
2DPAB,OPS46,-1.1834069187564913,-1.581809380355863,-1.1158186130286472,1.4243295101023197,-1.2885930151689,2.1466595054880684,0.6850518986180328,0.9927022452462064,1.386588949201114,0.1735860069103166,0.5768168535042829,-0.0713378709350804,0
2DPAN,OPS47,-1.0742602647711448,-1.5922387586244109,-0.7962765051729201,0.7537789805884414,-1.0873098408178494,1.7054215420490138,0.2340252136752588,0.6517628356145512,1.300039128737958,-0.552701976246226,0.0736530855611143,-0.7786379772644567,1
2tBuDPAN,OPS48,-0.5423875555513151,-1.2185484759995346,-1.3672361135494122,0.5448866289443991,-2.2955366080272315,1.10935192795922,3.4077078433350847,-1.9180131780096232,0.9839321133724166,-2.076458703864388,0.8308097213945573,-1.3972344128922871,1
2MeDPAN,OPS49,-0.720293985092151,-1.3830081237111052,-0.8285176371965841,0.7568518979525338,-1.480606287202323,1.1708317507718178,2.025217549615957,-0.6116021102914709,1.1621075996877432,-0.992953624838006,-0.0857962533428982,-0.8965592107141708,1
2DPAA,OPS50,-1.0742602647711448,-1.5922387586244109,-0.7962765051729201,0.7537789805884414,-1.0873098408178494,1.7054215420490138,0.2340252136752588,0.6517628356145512,1.300039128737958,-0.552701976246226,0.0736530855611143,-0.7786379772644567,0
2tBuDPAA,OPS51,-0.5423875555513151,-1.2185484759995346,-1.3672361135494122,0.5448866289443991,-2.2955366080272315,1.10935192795922,3.4077078433350847,-1.9180131780096232,0.9839321133724166,-2.076458703864388,0.8308097213945573,-1.3972344128922871,0
2MeDPAA,OPS52,-0.720293985092151,-1.3830081237111052,-0.8285176371965841,0.7568518979525338,-1.480606287202323,1.1708317507718178,2.025217549615957,-0.6116021102914709,1.1621075996877432,-0.992953624838006,-0.0857962533428982,-0.8965592107141708,0
2OMeDPAA,OPS53,-2.307176561077815,0.5880054515127704,2.7708197557461496,0.2080641810140011,0.7467939197324842,-2.801305222578286,5.216063121772418,-1.431319916172909,-0.185111537549795,3.207548105296888,-2.1524650361724427,-1.4580812182074014,0
3CzNB,OPS54,3.4877024668560748,1.8028782862809485,-5.6340143463069134,6.306107631089968,9.97820868610857,-3.8731747852663663,-3.308040114613773,-2.5165381958273234,0.2462402740508992,-1.762038234025592,-0.4839047750267859,0.5438787114683664,0
3DPANB,OPS55,2.374617157293283,2.433082082686091,-5.481117002033457,9.890691551355232,8.639792613242614,-1.111773890444007,-1.2937672049399829,-1.186297936780092,1.7154012369944769,-0.4058713801682064,0.285875235168799,-0.1522359876291323,2
3MeDPANB,OPS56,2.728583436972277,2.642312717599397,-5.513358134057121,9.893764468719326,8.24649616685814,-1.6463636817212035,0.4974251310007154,-2.449662882686114,1.5774697079442623,-0.8461230287599866,0.1264258962647866,-0.2701572210788463,0
3BrDPANB,OPS57,3.266627027638876,2.271824388618509,-5.828888900677483,9.984410685051063,9.10418265152486,-0.2721006263850289,-1.511057408145153,0.7732456487787767,0.6412752151303969,2.164640381489328,-0.0447370434176493,0.0092543184358193,8
2CzAQ,OPS58,-1.073113696292023,-0.6210320724981431,0.4914587981077539,-1.8795750593549465,1.0969250813792186,-2.028448973103817,-0.3803413448865355,1.014955608587607,-0.3004929140163962,-0.4452405290808595,-1.5449355233909874,0.0105042704845423,0
2DPAAQ,OPS59,-2.0770523518694683,-0.0012576543615486,0.9638982502369366,1.03445833139644,-0.0402078171356847,0.2917139582794859,1.1829048798444806,2.004256458003185,1.0821182284640258,0.1846383416199833,-1.278319281138571,-1.3929105349423327,0
2DPASF,OPS60,-2.9216661896017304,10.358808963208588,-6.478068537930982,4.233683642908103,-8.391662180076992,-3.5738470610904254,-2.2461314888752044,1.6261756308064437,-2.1604587506874697,1.2791154197127137,0.0373439424606094,0.4038153363986577,0
2tBuDPASF,OPS61,-2.581258137213408,10.502827483379834,-6.900810592340734,4.11455851435688,-9.276210660248402,-4.123670967890711,0.6530417619926734,-0.6521286349098538,-2.426124328041672,-0.0304788737704022,0.5897621735428777,0.0197833463231846,1
2MeDPASF,OPS62,-2.567699909922737,10.568039598121894,-6.510309669954646,4.236756560272196,-8.784958626461465,-4.108436852367621,-0.4549391529345059,0.3628106849004212,-2.2983902797376845,0.8388637711209336,-0.1221053964434029,0.2858941029489437,0
CF3PhDPZ,OPS63,1.4444295474620668,-1.4477483451868,-1.077964121408101,-2.10968518642926,-0.2066948351262189,0.513716250585502,-1.4150886517783323,0.6595030575049448,0.8971905595754868,1.0384982359513253,-0.1547176463990801,-2.355058608388143,15
OMePhDPZ,OPS64,-1.552919543047698,-0.3428588326398837,1.696876554409923,-1.9015162400332883,1.7431809475138078,-3.094157507513616,2.020914509620285,-2.583707202015527,-0.2244397687553821,3.156765927288295,-2.0280316652598334,-1.198882905052148,1
NapDPZ,OPS65,-0.5120416544590355,-1.9448664008437548,-1.1542013139795024,-1.6630999674306437,0.2671235396872681,-0.1503811991968119,-1.5502140286586763,-0.1434094306287783,0.9650176991828988,-0.6554180419988886,0.237885040624191,-0.5222460283514629,10
3DPA2FBN,OPS66,0.7159050864006513,-1.699897007625802,-1.71457063969014,0.7061637450171714,-0.1875211135972337,2.9878632189061167,0.5481646872730239,3.2471336901624186,-1.232888568323644,1.9134596362821017,0.107380627698061,-1.1253946633119225,65
5CzBN,OPS67,0.5119309076978361,-2.492002419778121,-2.13021046666523,-2.6408331854104587,1.4094189282508998,-0.6037976289174937,-1.3509877061369997,0.4108034279825044,-2.446030953712365,-1.834737837611851,-0.1201628309661234,0.1988222108407701,79
2DPABz,OPS68,-2.1518124309742754,-0.3655982204039979,0.4514344721841681,2.3555099765033387,-0.9300189473498748,1.1738875216442637,1.2627009249810468,2.617569287841293,1.271284940622818,0.3737857793764402,1.233700678401085,-0.7260298744125684,0
DPABT,OPS69,-0.3716089831319224,-1.562066577821542,-1.7526234342398483,-2.4800648417471822,-1.3006635380506144,-0.9481645615141188,-4.218513832869601,-0.6831079740304605,1.288327783845601,-0.6424516802534528,-1.5178540848172664,-0.5827159323269633,1
PhPNZ,OPS70,-1.5545338218299058,-0.9033624854584188,1.54140984485953,-1.9712234622039069,0.952062747875982,-1.245666537371893,-1.68865071583723,-2.074225058594246,1.5563321017813276,2.3847404783906736,1.4446042345303909,-2.31727337492842,0
PhPTZ,OPS71,-1.0939729356248618,-0.7422591009173662,-1.2487103800191992,-2.174365546278666,-1.630366367126437,-0.9696223547975203,-4.9431049017802895,-0.9847854375283344,2.8158060299747496,0.15578891075555,-0.9716223344696816,-2.0837026845144715,0
ph_bPTZ,OPS72,-1.0939729356248618,-0.7422591009173662,-1.2487103800191992,-2.174365546278666,-1.630366367126437,-0.9696223547975203,-4.9431049017802895,-0.9847854375283344,2.8158060299747496,0.15578891075555,-0.9716223344696816,-2.0837026845144715,7
9_10_DPA,OPS73,-1.6340814729271282,-1.2597539143967855,4.456942604071065,2.9147888799791115,-1.69444189143472,2.083520739569516,-2.5064041437724973,-0.6327816071590193,-0.7149854977470093,-2.614325288475849,-1.175572608623814,1.597675284277018,0
9_10_DAA,OPS74,-2.674959361515791,0.3422536538070854,7.30802047246049,2.676372607376467,-0.2183844836081798,-0.8602555687472881,1.0647243945064646,-3.073079378545769,-1.9044429656852897,1.1978586808113358,-3.4414893145078382,0.9210384075763332,0
perylene,OPS75,-1.5967217541269965,-1.089131961159974,4.462149585617889,3.2200511192498813,-1.7935896950360748,2.443441377238964,-2.258406653715373,-0.4194698332019801,-0.698903016508336,-2.62438989815998,-1.2212152711775344,1.3367879519508936,0
9_10_DCA,OPS76,-1.2410221264870351,-1.2862715811800207,3.3065145458707748,2.5764534325981474,-1.4762794895982392,2.513843491328801,-1.4996351102946348,0.2520465959461987,-1.2242769491757015,-2.5006348734782087,-0.9777826836455822,1.1389414977531145,0
3_5_diMePh_PDI,OPS77,-2.1429924774578493,1.0608394997105832,2.353557928438581,-2.681670921452012,1.8392086127968852,-8.424537923141482,4.701447451452085,7.372999628458183,5.931968668097901,-3.974887877173239,-1.6353433619001063,1.4306404333464902,0
Ph_NDI,OPS78,-2.496958757136844,0.8516088647972777,2.385799060462245,-2.684743838816104,2.2325050591813587,-7.889948131864286,2.910255115511388,8.636364574364206,6.069900197148115,-3.5346362285814585,-1.4758940229960935,1.548561666796204,9
Me_TAPB,OPS79,-1.172024497391732,-0.8394508932962609,-1.1113278016033885,0.5821730902885104,-1.407507115889483,1.769271421277716,3.753426844603808,-1.758087777374143,1.4887371594525205,-0.042216874674235,0.2615719521770865,-0.3958026875003287,0
Ph_TAPB,OPS80,-1.220766637556623,-1.752431333592675,-1.121025594575471,1.1190672708315503,-1.1894452115675451,1.7867388678186205,0.4370544085609086,0.7793904712891673,1.3705064679624406,0.1836506165944476,0.6224595160580034,0.189549461391044,0
C_152,OPS81,-0.6942302179864249,3.177667433245528,2.4139426580562477,-1.2906595344001444,1.5215336032845397,1.9888409593809304,3.574052110318578,-1.866904866638355,2.541782421957131,3.537134250412299,-0.9849900489191296,-4.299649918733671,0
C_337,OPS82,-4.773927911520047,13.179838630387945,2.1273043953975064,-9.23758162836034,9.703072847749644,10.538898609550833,1.0524596259991297,-0.4284919919575082,1.6761849832675857,-1.8198412351810915,0.0972261624029989,0.7580164400735047,0
C_498,OPS83,-6.989905680021027,26.0193376248484,-1.6531387592780151,-7.297294275442513,2.7656703788755994,2.753075100684961,-0.7007743977428362,0.119025990451007,-1.0166829070859964,-0.858755784767788,0.2012000426631124,1.1492143294140384,0
phenylfluorone,OPS84,-3.973168334900062,2.066057345559936,12.346495180919533,2.2169763959677904,2.5670933185988334,-4.689490724049127,-2.1769572098205927,2.5463732304628928,-4.206810013368551,-0.6426190276373996,11.640710384329193,-3.779148352060883,0
resorufin,OPS85,-1.7483981364501844,1.686260044927242,8.825529744133547,-0.0419006353801478,1.446856889847298,-3.1596713437644226,-1.6881924518029552,-0.1858370971972328,0.0507249183866329,1.5194256674525968,4.259905231594368,-0.9397021469775204,0
9_fluorenone,OPS86,-2.051339182701487,-0.2689866983242364,5.974643545875365,2.8979506994489173,-0.5875070573270142,1.5661103633664704,-1.6379849207050232,0.2271002738060841,-1.4867236894970222,-2.0220276463782687,-2.329619818503493,0.649175714132153,2
9_10_phenanthrenequinone,OPS87,-2.664112634480968,0.5903997981879372,6.666953100599999,3.722755827355605,-0.3316281193899812,0.8057029617825503,-1.360753999011022,1.7752051203984691,-1.7820201770438802,-2.458758842389352,-1.1926230420734192,0.0817572457970624,0
BTPM,OPS88,-2.6639930752468177,0.3332722753630079,5.556882388205383,4.395663745063565,-1.4593992269439258,1.4233168778833163,-0.7402732313445035,1.335532063565535,-0.4431662463143836,-1.352616866946294,-1.3180441446846796,1.9616200997790791,0
2_Cl_TXO,OPS89,-1.8226144483636464,0.5428858504952516,6.189981165983568,1.7569671528972657,-1.3688855902273056,1.2351963771598429,-4.181639498825652,0.9431037742444772,-0.7611070123433556,2.333357514523991,-3.560507828900766,-0.1031150131277882,1
anthraquinone,OPS90,-2.59951384122532,0.5018491431028881,6.222324341027746,3.50073047005788,-0.7464876713539099,1.029733793469436,-1.3095269875461506,0.9330237891866544,-0.9168239167822682,-1.88704958029377,-2.57318763787722,0.7225153942730176,0
Me_bodipy,OPS91,20.177334356254995,4.606040751898798,3.884762422024072,-0.5095388987535856,-2.03022168429789,0.3346723866169711,0.2328777539659476,0.0167836843740727,0.7725637232614178,0.2483967293750064,-0.0519754760927795,0.1486999349523327,0
Et_bodipy,OPS92,24.636301629010653,5.82590862772703,5.068454503721279,-0.8820956506582078,-2.63954254656996,0.5366527308308924,0.7387753903071332,1.0240634480580897,1.1545681114560704,-0.3848582500284898,0.0272832541251724,-0.6673776888741314,0
CN_bodipy,OPS93,20.36219099642034,4.53331260232709,3.6050906344856455,-0.8238777754852878,-1.5042762332082058,0.4188416829720602,0.4232509699291197,0.5524981361195546,-0.4163682539216278,-0.2568413868991482,-0.0840227643413892,-0.0617064448896832,0
TPP+,OPS94,-1.7167154710650387,-0.4117087660749881,5.453316189755864,3.3755455756642827,-0.9690347159736457,1.8829774689607133,-2.451942340461664,-1.4949488783896152,0.1326653517035926,-0.8600095902317513,-0.1057256153163601,2.4556944818483504,1
Me_TPP+,OPS95,-1.3627491913860452,-0.2024781311616825,5.4210750577322,3.378618493028376,-1.3623311623581194,1.348387677683517,-0.6607500045209659,-2.7583138242956373,-0.0052661773466222,-1.3002612388235315,-0.2651749542203726,2.3377732483986366,2
OMe_TPP+,OPS96,-2.6288368495303174,1.4435859993041735,8.466342758434024,2.570710357657368,0.6204905911974985,-2.4557253880424503,2.2098614946022,-3.543264935688805,-1.3921801651623924,2.253266396322075,-2.086801660177404,1.9685640397005744,2
Acr+,OPS97,-0.1655213562423445,-1.052839730762126,0.92978480810763,-0.4931296277207929,-0.4243501326905288,0.1136875718467101,-0.7503020594887488,-2.2638731784355546,1.3949106192386944,-0.8286422866299669,-0.67982420717448,0.6552082192610629,2
Acr+_Ph,OPS98,-0.2028810750424761,-1.2234616839989376,0.924577826560806,-0.7983918669915627,-0.3252023290891741,-0.2462330658227379,-0.998299549545873,-2.477184952392594,1.3788281380000211,-0.818577676945836,-0.6341815446207595,0.9160955515871874,2
Acr+_Mes,OPS99,0.2912304204202932,-1.0830946976997202,0.6711561085596788,-0.9982769325954306,0.0367062146701551,-0.7087873703692211,0.0578789707935339,-2.9332145622315915,0.4523521964068312,-1.5796022806020944,-0.6929100834708343,0.2548754684410607,1
3_6_tBu_10_ph_Acr+_Mes,OPS100,0.3682803746531864,-1.3333606437263137,-1.146667688108734,-1.4342798260177925,-0.7701382381550446,-0.8245786900392666,1.4133303955866787,-3.431049794286518,0.6551731356260095,-2.632436546053877,0.9589069226873352,-0.7877333139634077,2
