Name,ID,MF_0,MF_1,MF_2,MF_3,MF_4,MF_5,MF_6,MF_7,MF_8,MF_9,MF_10,MF_11,MF_12,MF_13,MF_14,MF_15,MF_16,MF_17,MF_18,MF_19,MF_20,MF_21,MF_22,MF_23,MF_24,MF_25,MF_26,MF_27,MF_28,Yield
4CzIPN,OPS1,-0.6791752509271521,-0.2528718990399806,-3.0695106328388744,-3.3542793497953847,6.738171089308806,-0.3517356143108375,1.0484926284567604,-0.3327079464602704,0.3288386695597911,1.5164731924741026,-0.541165431514882,0.0568074592783854,-0.4620648729060125,0.4413709429062694,0.0246298278453953,2.4885214367802564,0.6181659032614611,1.7640671597186963,-0.6419421343357358,1.7480383235962236,1.2840514420382818,1.0612071650499744,-0.5917730440356672,-0.5052316478458483,-2.3395996390762632,-1.9991293004021984,-1.3227189120446303,1.5804753166289325,0.2590820574204991,74
4tBuCzIPN,OPS2,-0.5869300103427102,0.0750201695461123,-3.861980504393416,-4.779991358358527,7.832801720607773,1.5392349508334584,-0.3375642034314813,0.8827834399917918,0.3744766845985365,1.8497873813508248,1.0551203092136636,-1.396571137613405,-2.123075840456292,0.3866453050995015,-2.288625453535185,-3.2734356143073797,0.1795311670524959,1.047480914649365,0.5086768815114361,0.7038588156033487,-0.1934611804135979,2.350710113516258,0.4219122767527191,0.2243621554213931,-1.679061184049689,2.0743972441696896,0.3720154270939071,-1.3807175901526878,0.3310289357019236,47
4MeCzIPN,OPS3,-0.2134536218488882,-0.2361672654874428,-3.5468559287294035,-4.911598099038819,7.030975612063838,0.7512483199125797,0.4161486067915504,0.234891055208931,1.1375168149588009,2.028111789412576,-0.2682783819038065,-1.0746165837799644,-0.0868377336379488,0.2987435761988833,0.7299107102363935,-1.0008399870071385,0.9324327016848748,1.3605000401697085,-0.946628576416894,0.6501347659124471,1.731926969709527,3.900460553406765,0.095268576986975,0.487570154712923,-3.604861344216903,-1.2364073420649206,0.0678579607837289,1.7760387198523702,1.323137547756058,37
4BrCzIPN,OPS4,-0.1952250777291963,-0.3470250623843195,-3.6543547119165063,-5.488857734356497,7.206064972316613,-0.5931054292041977,1.4833966314098088,0.0240622725310239,1.6779492726232632,2.570064080440009,0.00555092625828,-0.7047292866968954,-1.098639232636048,-0.1203407959472303,0.2653625480690847,0.6800734529990637,0.1206993753873836,1.7545275798118367,-5.2721346664424384,0.6584491991170016,1.903720124186404,3.169111889978282,-3.46872240163289,2.882067284520266,-4.452318806795301,5.459379993091376,0.6630011056328298,5.2272122490518695,-3.826527945625787,55
4OMeCzIPN,OPS5,-0.7134637592213114,-0.1455083426692828,-4.073027658194599,-5.113907626171951,9.12205284800394,0.112791842857044,1.2098923860617377,-0.0587189586456393,0.6138728504582605,0.1688649481825799,-1.626670749997384,-3.1741585289896967,3.028293823231671,-2.8174150371266067,0.0753930184566482,-0.4716252664502461,-2.7662597554298656,0.7604732167941144,-0.1587874406243323,-4.926154796119721,5.124465163486485,-0.1076380011887053,-1.1088510029201055,-0.5869744470626366,1.6648418651323929,0.0805628036199586,0.6872500659393498,0.3754115904572166,0.0669203846542737,0
4PhCzIPN,OPS6,-1.233046984175207,-0.2025281175760734,-2.872199505064988,-1.626400317867574,7.378963005508935,-0.5455458855981767,1.0681508696108093,-0.1203154224561423,0.023119302620842,0.8036351158182424,0.648670095744676,-0.9636056020742448,-0.4565741023612384,-0.8313582320170168,0.0909259372243153,-0.084827786281418,1.2754372729170105,3.168923323958341,-2.389254354678476,1.3681923483045275,0.5939604398023313,1.921582926613147,-2.7307968105809044,0.3091573068543053,-0.6239024638549415,-0.4159758953070733,-0.8923097220382161,0.8891042108436228,1.3010761750770148,22
4DPAIPN,OPS7,-1.110977468735426,-0.3901320822820419,-1.5673658136020756,-3.037723605508253,-0.6982140426631845,-1.18625104529522,1.0466393493378807,0.11951550628713,-0.7508116940524187,-2.086995463580608,1.2657962547498662,0.107732165926037,-1.922711549648083,2.3342310508448136,5.266932568186299,0.9711485638893912,-1.9307045167483812,-0.5257773180271031,-0.5179790580211129,1.2325801900758997,-1.031456434752739,-1.2855981342687537,0.0218392971718894,0.1501200398556708,0.0386724999578439,-0.2997945637266355,-0.1483754419587508,-0.3553285332261867,-0.4829882557179226,74
4tBuDPAIPN,OPS8,-0.9968491562883406,-0.2948813798008231,-2.2564423960388416,-4.2822540156914455,-0.4545904849135033,0.0029019563942845,0.0877172099081594,1.4245311438936017,-0.9510740240865272,-1.7191748117952883,2.561664621453729,-1.1705376440024964,-3.4711600517552927,2.774859514805358,3.4095349408774096,-3.4394301482397305,-1.647526164046313,-1.2204901493103977,1.488725659575604,-0.0617793626105538,-2.1283577368963518,-0.0531730906105582,1.055084747396557,-0.5594047009825782,-0.4511032149129874,1.9022944074081964,0.2157231304375845,-1.5049322538418046,-1.3430817645191238,17
4MeDPAIPN,OPS9,-0.5611613927556909,-0.5711073964282192,-1.7877324954975793,-4.163284822049628,-1.4428572945036566,-0.5536314651512969,0.6097064398943755,0.6336551218395974,-0.1577160730121886,-1.4794023836918213,1.1347778098621129,-0.686419187649711,-1.092369364583551,2.352662053411051,6.006439574694968,-0.9184166623813717,-1.1346404694129797,-1.421016111839485,-0.4961778969218477,0.6198356693701321,-0.7312947865411386,0.4226795478198897,0.9047068352564228,0.6429831341211125,-0.5745473732853505,-1.3178381570985571,-0.5722599252981764,0.4876213256518418,-0.4467045189025013,29
4FDPAIPN,OPS10,-0.4549241187751094,-0.66816838718131,-1.9323074455265203,-4.563092023043199,-0.8987098079834281,-1.5285967206119295,1.7675231319906182,1.5468091723971755,-0.6365299173363824,-2.9011723851243856,1.6893893039327863,-0.2808370637703395,-3.279690503406911,3.7601192706591537,9.659806831357628,0.5378764729069955,-3.441647171480096,-2.318824453679264,-1.3320250159090634,2.2553211642962303,-2.466606963942249,-2.402004465173432,0.2007123960441304,-0.0811725910846177,2.115999320216292,0.7898839147846746,-3.968118441159505,-3.5516656715412163,-1.6326862933169686,71
