Name,ID,MD_0,MD_1,MD_2,MD_3,MD_4,MD_5,MD_6,MD_7,MD_8,MD_9,MD_10,MD_11,Yield
4CzIPN,OPS1,8.086052309702248,-0.5406081377546951,4.440253440373488,1.7513392760437505,2.5959421187293343,3.271497996585409,-1.1855562785791949,-2.3402095847423285,0.2552444249629589,0.36956884318604,-1.1552633515370296,1.0585899390657538,74
4tBuCzIPN,OPS2,16.456011910002168,-0.8850539724247886,0.0290239177512272,10.128762780325191,1.211229586551683,-1.9626804491879,0.930052712315885,3.385531665289509,0.7229161375856532,-1.4940595299782355,0.9156145810762426,-0.0603254201210975,47
4MeCzIPN,OPS3,10.534245204125316,-0.2395120656948663,3.2659812614087604,4.448702695301154,1.9886089678081225,1.902888726328224,-1.081681695433187,-0.6963916081472092,0.6395009113675,0.6133376645063546,-1.9333769710564,0.3551235941530706,37
4BrCzIPN,OPS4,12.477466131464976,1.5314047369642585,2.014668509437802,-0.3093362566515559,0.3722137183943873,8.25280790028331,-0.0989060842647005,4.126925911277048,1.111374711144879,1.0243499076211935,1.854730940787813,-2.756361048035848,55
4OMeCzIPN,OPS5,13.72797858911894,11.739926594610502,12.02853259862939,-4.302032811911476,-1.426910056400173,-7.577941370240019,-2.9983785252323862,1.027769932697224,1.96421046011273,-1.6597226921041022,-0.5713041615071357,-1.4733931985318096,0
4PhCzIPN,OPS6,21.833382202016185,-3.1148460017574244,4.344474372061664,3.485722196444744,4.428978032264499,2.105151039484161,-0.1982983506693667,-4.16121553584921,-3.34146022195918,0.1421222220446985,2.390073488737301,-1.9242955636718588,22
4DPAIPN,OPS7,7.336607405567413,-0.3259358052957393,-1.7579879529990872,-2.8933882772267383,-1.3301672842117722,-0.0280403602701779,0.642828220501579,-2.857240259424076,0.2265887557155657,1.625176218135287,-3.260038075349285,1.6500524942701102,74
4tBuDPAIPN,OPS8,15.782501285934938,-1.2553353144796016,-5.897488329878872,6.104268171434674,-2.56744858889738,-5.261895609711346,2.798358823515864,2.748952178467134,0.7008625768979333,-0.1464268285700155,-0.8815741959269389,0.3020200704856874,17
4MeDPAIPN,OPS9,9.809032540794703,-0.6318628576064609,-2.745488734817996,0.5458107599921952,-1.8379561542207583,-1.4911089783561151,0.8246467522247155,-1.3542001354514022,0.8381004980208699,2.021588151718376,-3.672899654373196,0.7649292941145152,29
4FDPAIPN,OPS10,8.95921621871947,6.672668316154801,-6.433816511621049,-0.3462066581775257,-5.980282862114391,0.3455154737767278,1.31073081829642,-6.910341555353136,7.12649750002553,-2.8587256386685533,2.75785456350759,7.795214007059297,71
4ClDPAIPN,OPS11,10.696252021530016,3.971345553350267,-3.416491565242038,-7.059099012687838,-2.995991912561526,4.43391639773774,1.7873162560996092,7.00500337399484,4.8846740226196985,1.5063131966878185,-0.8555714756982962,-0.1592351025861959,78
4BrDPAIPN,OPS12,11.743287937269525,1.687117037639986,-4.357956746397415,-4.896135263274039,-3.6198068448882745,4.774128027399951,1.8300735207510808,3.539083642926672,1.0841770508045092,2.0903233297178927,-0.1857602617514367,-2.008400832188872,74
3CzClIPN,OPS13,4.240870029329387,0.0907990123331713,3.638905288371377,0.4180416377049837,1.4632248466250148,4.023560411123839,-0.7765149685805168,-0.4662098775077821,1.1569355566641888,0.1539531553937695,-1.142006727799835,1.0721509846305946,75
3tBuCzClIPN,OPS14,10.61378015283748,-0.2878862068107375,0.2429561470196047,7.2256558319083535,0.4132965014251326,-0.1470482781380735,0.7651014019803399,3.921573234817224,1.652486118573394,-1.1551421970033735,0.4952988934841444,0.0673956816223827,49
3OMeCzClIPN,OPS15,8.486565980200076,9.298894106489788,9.33337856819381,-3.6797325095965023,-1.6816129620948412,-4.430520708962098,-2.038583044716658,1.9942810376418263,2.3184654202769965,-1.2992819128605806,-0.509944211562054,-0.9037525967198192,0
4CzPN,OPS16,8.076259129498842,-0.7470375579383377,4.286858902161057,2.0307134716072204,2.6071175817689825,3.1234794191459536,-1.1383738162613737,-2.420196434404229,0.2496219968479692,0.2758942078872531,-0.9337763404668952,1.0336741215457106,58
4DPAPN,OPS17,7.325834668327349,-0.3620116726017209,-1.9589070146692351,-2.849483129952352,-1.3096983360149288,-0.1235498062458568,0.6843226862309013,-2.8822348168897776,0.1784441919914493,1.5117272676840243,-3.159704867770359,1.6911999128324833,6
4CzTPN,OPS18,8.079209946173394,-0.6069817723485075,4.446485964452071,1.7911969360438382,2.6155828590539665,3.241983719075608,-1.1816432946814506,-2.3041727446292666,0.3678303977589645,0.378896251142521,-1.1158989580338632,1.0314893640906282,13
4DPATPN,OPS19,7.292703359438886,-0.1603206688766423,-1.8251698455813812,-3.255970382844747,-1.3159617379371966,0.0124870851610882,0.6011850383720301,-2.837417097594156,0.112388252206184,1.5032053952484694,-3.439550232507335,1.7575526972541782,2
1CzTRZ,OPS20,-1.975737477010397,-2.2974476434304982,3.7046462745491393,-0.8547893323095762,1.7341125472502734,0.7620522986205969,-0.3054403459470687,0.6248615734756754,-1.6294149321442275,-0.6803018508761687,2.7019616907272512,2.245240913848832,1
