Yield
50
54
48
25
31
52
47
22
40
57
47
24
33
51
37
46
57
37
51
29
41
30
20
31
13
21
26
37
14
13
9
14
18
13
5
14
6
59
35
8
1
3
11
13
11
9
6
5
6
36
18
30
7
6
8
8
9
12
0
3
10
7
9
0
8
24
53
10
9
2
16
10
1
5
24
11
0
0
5
35
7
0
0
0
0
3
4
4
16
5
0
0
0
0
11
7
10
4
0
0
